,producto,precio,cantidad,medida
2121,Pechuga de pavo bajo en sal Hacendado,2.99,500.0,g
2122,Pechuga de pollo Hacendado toque braseado,2.99,500.0,g
2123,Pollo relleno con trufa y pistachos La Carlotena lonchas,1.89,125.0,g
2124,Pollo relleno con jamon serrano y queso La Carlotena lonchas,1.89,125.0,g
2125,Pechuga de pavo pimienta Hacendado finas lonchas,2.45,100.0,g
2126,Chicharron cocido Hacendado finas lonchas,1.5,150.0,g
2127,Pechuga de pavo cocida Hacendado,2.1,400.0,g
2128,Fiambre de pechuga de pavo Sajonia Serrano ahumado natural,2.91,360.0,g
2129,Pechuga de pollo al natural Hacendado,1.65,104.0,g
2130,Jamon cocido extra Hacendado finas lonchas,2.89,450.0,g
2131,Jamon cocido extra Hacendado finas lonchas,1.9,200.0,g
2132,Jamon cocido extra Hacendado lonchas,1.79,200.0,g
2133,Jamon cocido natural Hacendado lonchas,2.1,200.0,g
2134,Jamon cocido extra sandwich Hacendado lonchas,1.69,250.0,g
2135,Maxi york Hacendado finas lonchas,1.99,500.0,g
2136,Jamon cocido extra Noel lonchas,1.99,200.0,g
2137,Jamon cocido jugoso Hacendado,1.6,225.0,g
2138,Jamon cocido braseado Noel lonchas,1.95,200.0,g
2139,Jamon cocido Noel lonchas,2.3,120.0,g
2140,Fiambre magro sandwich Hacendado lonchas,1.29,300.0,g
2141,Jamon cocido bajo en sal Hacendado finas lonchas,1.99,225.0,g
2142,Lacon cortado a mano Noel,3.12,250.0,g
2143,Magro de cerdo cocido Coren,1.95,240.0,g
2144,Maxi york Hacendado,4.6,2.0,kg
2145,Lacon al horno Noel lonchas,1.89,200.0,g
2146,Maxi lomo Hacendado finas lonchas,2.08,400.0,g
2147,Dados de jamon cocido Hacendado,2.0,200.0,g
2148,Bacon Hacendado cintas,1.81,250.0,g
2149,Bacon Oscar Mayer lonchas,1.95,150.0,g
2150,Panceta sin corteza La Selva lonchas,1.99,200.0,g
2151,Bacon ahumado Monells lonchas,1.84,210.0,g
2152,Bacon ahumado sin corteza Monells,2.45,310.0,g
2153,Bacon adobado La Alegria curado,2.57,270.0,g
2154,Panceta salada iberica La Hacienda del iberico,2.34,360.0,g
2155,Datiles con bacon La Selva,2.65,150.0,g
2156,Bacon adobado curado La Alegria,2.05,150.0,g
2157,Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,1.45,704.0,g
2158,Salchichas cocidas Hacendado de pollo y pavo sabor ahumado,1.16,400.0,g
2159,Salchichas cocidas Schara de cerdo ahumadas,3.29,340.0,g
2160,Salchichas cocidas estilo Viena con queso Hacendado de pollo y cerdo sabor ahumado,1.23,400.0,g
2161,Salchichas cocidas con leche Campofrio de pollo. cerdo y pavo,0.79,170.0,g
2162,Salchichas cocidas hot dog bocadillo Oscar Mayer Classic de pollo y cerdo sabor ahumado,1.49,275.0,g
2163,Salchichas cocidas estilo Frankfurt con queso Hacendado de pollo y cerdo sabor ahumado,1.55,640.0,g
2164,Salchichas cocidas bocata Hacendado de pollo y pavo sabor ahumado,1.55,400.0,g
2165,Salchichas cocidas Hacendado pollo y pavo con queso,1.65,400.0,g
2166,Salchichas cocidas bocata gourmet Hacendado de cerdo sabor ahumado,1.9,350.0,g
2167,Salchichas cocidas bocata estilo Bratwurst Hacendado,1.9,400.0,g
2168,Salchichas cocidas pikante Schara de cerdo ahumadas,2.49,170.0,g
2169,Salchichas cocidas estilo Viena Hacendado,1.12,400.0,g
2170,Salchichas cocidas bocata queso Hacendado,1.64,350.0,g
2171,Salchichas cocidas bocata Hacendado,1.41,350.0,g
2172,Salchichas cocidas Frankfurt La Selva,1.9,128800.0,g
2173,Salchichas cocidas solo 3% de grasa Hacendado de pavo sabor ahumado,2.0,400.0,g
2174,Salchichas cocidas Vegana Hacendado,2.95,400.0,g
2175,Salchichas cocidas de pollo Hacendado,1.45,500.0,g
2176,Salchichas cocidas estilo Frankfurt Campofrio sabor ahumado,1.69,560.0,g
2177,Chopped cocido en lata Hacendado finas lonchas,1.37,150.0,g
2178,Chopped veggie Noel lonchas,1.19,100.0,g
2179,Chopped cerdo Hacendado lonchas,1.0,250.0,g
2180,Chopped Hacendado,1.65,500.0,g
2181,Mortadela Hacendado lonchas,0.9,250.0,g
2182,Mortadela con aceitunas Hacendado lonchas,0.95,250.0,g
2183,Mortadela italiana Hacendado finas lonchas,1.49,150.0,g
2184,Mortadela veggie con aceitunas Noel lonchas,1.19,100.0,g
2185,Mortadela veggie con aceitunas Noel,2.49,325.0,g
2186,Mortadela Hacendado,1.55,500.0,g
2187,Galantina con aceituna y pimiento Hacendado finas lonchas,1.36,150.0,g
2188,Galantina con pistacho y trufa Hacendado finas lonchas,1.54,150.0,g
2189,Mortadela de pavo Hacendado finas lonchas,1.0,150.0,g
2190,Chicharron cocido Hacendado finas lonchas,1.5,150.0,g
2191,Mortadela tradicional Hacendado lonchas,1.27,150.0,g
2192,Fuet espetec extra Hacendado,1.99,1.0,ud
2193,Salchichon extra Hacendado lonchas,1.43,240.0,g
2194,Salchichon de pavo Hacendado lonchas,1.89,150.0,g
2195,Longaniza Hacendado sticks para picar,1.0,50.0,g
2196,Lomo de pavo Hacendado lonchas,1.89,100.0,g
2197,Longaniza de pavo extra Hacendado lonchas,1.79,125.0,g
2198,Salchichon extra Hacendado lonchas,1.65,180.0,g
2199,Longaniza de payes Hacendado lonchas,1.5,125.0,g
2200,Salami extra Hacendado lonchas,1.45,240.0,g
2201,Salchichon extra pimienta Hacendado finas lonchas,1.38,100.0,g
2202,Salchichon de cebo iberico cortado a maquina,1.98,90.0,g
2203,Salchichon de bellota iberico cortado a maquina,2.34,90.0,g
2204,Salchichon iberico La Hacienda del iberico lonchas,1.95,125.0,g
2205,Longaniza de pavo Imperial extra Hacendado,2.09,235.0,g
2206,Longaniza clasica extra Hacendado,2.2,1.0,ud
2207,Salami montanes El Pozo,1.35,1.0,ud
2208,Salchichon cular iberico extra La Hacienda del iberico,5.45,500.0,g
2209,Mini salchichon iberico extra La Hacienda del iberico,2.18,200.0,g
2210,Salchichon cular iberico extra La Hacienda del iberico,8.94,820.0,g
2211,Salchichon de bellota iberico La Hacienda del iberico,15.0,1.0,kg
2212,Salchichon de bellota iberico La Hacienda del iberico,6.45,430.0,g
2213,Salchichon iberico extra La Hacienda del Iberico,3.98,440.0,g
2214,Chorizo Pamplona extra Hacendado lonchas,1.52,225.0,g
2215,Chorizo extra Hacendado lonchas,1.43,240.0,g
2216,Chorizo de pavo Hacendado lonchas,1.89,150.0,g
2217,Chorizo iberico La Hacienda del iberico lonchas,1.95,125.0,g
2218,Taquitos de chorizo Revilla,2.25,200.0,g
2219,Chorizo lonchas Revilla,1.0,70.0,g
2220,Chorizo picante extra Hacendado lonchas,1.6,225.0,g
2221,Chorizo extra pimienta Hacendado finas lonchas,1.38,100.0,g
2222,Chorizo de bellota iberico cortado a maquina,2.34,90.0,g
2223,Chorizo de cebo iberico cortado a maquina,1.98,90.0,g
2224,Chorizo extra Hacendado sticks para picar,1.0,50.0,g
2225,Chorizo dulce extra Hacendado,1.89,280.0,g
2226,Chorizo picante extra Hacendado,1.89,280.0,g
2227,Chorizo sarta iberico La Hacienda del iberico,2.58,220.0,g
2228,Mini chorizo iberico extra La Hacienda del iberico,2.18,200.0,g
2229,Chorizo de pavo imperial extra Hacendado,2.35,235.0,g
2230,Chorizo de Tarancon Bricio,2.9,1.0,ud
2231,Chorizo cular iberico extra La Hacienda del iberico,5.45,500.0,g
2232,Chorizo cular iberico extra La Hacienda del iberico,10.68,980.0,g
2233,Chorizo de bellota iberico cular Covap,15.0,1.0,kg
2234,Chorizo de bellota iberico La hacienda del iberico,5.7,380.0,g
2235,Chorizo iberico extra La Hacienda del Iberico,3.98,440.0,g
2236,Lomo embuchado Hacendado lonchas,1.8,125.0,g
2237,Cabecero de lomo Hacendado lonchas,1.72,125.0,g
2238,Lomo de cebo iberico cortado a maquina,3.15,90.0,g
2239,Lomo de bellota iberico cortado a maquina,4.32,90.0,g
2240,Surtido de ibericos La Hacienda del iberico,5.95,200.0,g
2241,Morcilla iberica La Hacienda del iberico,2.1,230.0,g
2242,Lomo Hacendado,5.7,400.0,g
2243,Cabecero de lomo Hacendado,4.32,320.0,g
2244,Cana de lomo cebo iberico La Hacienda del iberico,40.0,6.0,kg
2245,Presa de bellota iberica Estrella de Castilla,20.8,520.0,g
2246,Lomo de bellota 100% iberico Flor sierra de Aracena,16.0,400.0,g
2247,Jamon serrano Incarlopsa lonchas extrafinas,2.19,120.0,g
2248,Mini taquitos de jamon Incarlopsa,2.15,180.0,g
2249,Jamon serrano Incarlopsa lonchas,3.49,240.0,g
2250,Jamon serrano cortado a maquina,2.27,120.0,g
2251,Jamon cebo iberico cortado a maquina,5.52,120.0,g
2252,Jamon serrano reserva cortado a cuchillo,3.1,90.0,g
2253,Jamon cebo iberico cortado a cuchillo,5.85,90.0,g
2254,Jamon bellota iberico cortado a cuchillo,11.25,90.0,g
2255,Jamon bellota iberico 100% cortado a cuchillo,13.95,90.0,g
2256,Jamon serrano Incarlopsa medias lonchas,3.54,240.0,g
2257,Paleta curada lonchas Paletas Marpa,3.65,240.0,g
2258,Jamon de Trevelez Antonio Ãlvarez lonchas extra finas,2.9,120.0,g
2259,Taquitos de jamon Incarlopsa,2.19,200.0,g
2260,Taco jamon curado Marpa,3.4,220.0,g
2261,Hueso garron Incarlopsa,0.87,290.0,g
2262,Surtido de ibericos La Hacienda del iberico,5.95,200.0,g
2263,Panceta salada iberica La Hacienda del iberico,2.34,360.0,g
2264,Cecina ahumada natural Embutidos Pajariel lonchas,2.59,100.0,g
2265,Codillo de jamon entero Incarlopsa,1.79,900.0,g
2266,Jamon de pato curado Martiko lonchas,2.85,50.0,g
2267,Paleta de cebo iberica La Hacienda del iberico,4.19,100.0,g
2268,Jamon de Teruel El Ontanar lonchas,3.1,120.0,g
2269,Jamon serrano gran reserva Costa Brava sin aditivos lonchas,1.97,90.0,g
2270,Jamon serrano lonchas,5.4,400.0,g
2271,Puntas de jamon curado Incarlopsa,1.5,1000.0,g
2272,Jamon Gran Seleccion Calderon,82.0,5.0,kg
2273,Jamon serrano Hacendado,39.0,6.0,kg
2274,Jamon serrano Incarlopsa,49.0,5.0,kg
2275,Paleta de cebo iberica La Hacienda del iberico,52.0,5.0,kg
2276,Paleta de cerdo curada Marpa,28.0,4.0,kg
2277,Jamon de cebo iberico La Hacienda del iberico,125.0,5.0,kg
2278,Jamon de bellota iberico La Hacienda del iberico,351.0,9.0,kg
2279,Jamon de bellota iberico 100% Campo Extremadura,460.75,5.0,kg
2280,Paleta de bellota iberica La Hacienda del iberico,159.0,6.0,kg
2281,Jamon de bellota iberico 50% raza iberica Juan del Roble,210.0,5.0,kg
2282,Jamon de cebo iberico Delipig 50% raza iberica,99.0,2.0,kg
2283,Jamon de cebo de campo iberico 50% raza iberica Calderon,149.0,7.0,kg
2284,Caja jamonera grande soporta 12 kg,1.5,1.0,ud
2285,Pate de cerdo La Piara tapa negra,2.95,261.0,g
2286,Pate de cerdo sabor suave Argal,1.61,498.0,g
2287,Pate de cerdo con finas hierbas Hacendado,0.9,160.0,g
2288,Pate de cerdo con pimienta Hacendado,0.9,160.0,g
2289,Pate de cerdo con pimienta verde Hacendado,1.3,100.0,g
2290,Pate de atun Hacendado,2.4,375.0,g
2291,Pate de cerdo campana Hacendado,0.9,160.0,g
2292,Pate de cerdo con finas hierbas Hacendado,1.3,100.0,g
2293,Crema para untar fiambre de jamon york Hacendado sabor ahumado,1.1,160.0,g
2294,Pate de salmon Hacendado,0.84,160.0,g
2295,Surtido mousse de pato Martiko,2.9,360.0,g
2296,Pate de cerdo light Argal,1.3,240.0,g
2297,Bloc foie gras de pato Martiko,4.95,130.0,g
2298,Pate olivada Hacendado,1.35,120.0,g
2299,Pate de jamon Hacendado,0.94,160.0,g
2300,Pate de morcilla Hacendado,1.3,120.0,g
2301,Pate de cerdo iberico Pena Negra,2.69,750.0,g
2302,Pate de cerdo Argal,1.55,249.0,g
2303,Pate con pimientos del piquillo Hacendado,1.35,120.0,g
2304,Pate de cerdo al queso azul Hacendado,1.3,120.0,g
2305,Pate de cerdo y pollo con trufa y arandanos Hacendado,1.6,100.0,g
2306,Mousse de pato Hacendado,1.65,100.0,g
2307,Pate al Pedro Ximenez Hacendado,1.35,120.0,g
2308,Pate de cerdo campana Hacendado,1.5,100.0,g
2309,Foie gras entero de pato mi cuit Martiko,12.0,200.0,g
2310,Foie gras entero de pato Hacendado,6.27,100.0,g
2311,Bloc foie gras de pato Hacendado,3.95,100.0,g
2312,Pate con bonito del norte. pimientos y aceitunas Hacendado,1.8,120.0,g
2313,Pate de foie de pato con cebolla caramelizada Hacendado,2.15,100.0,g
2314,Pate de Jabali con boletus Hacendado,1.5,120.0,g
2315,Pate vino de Oporto Hacendado,1.65,100.0,g
2316,Bloc foie gras de pato Martiko relleno de queso de cabra,4.25,125.0,g
2317,Pate de pato Hacendado,1.95,120.0,g
2318,Sobrasada selecta L'Illa especialidades,1.5,250.0,g
2319,Sobrasada iberica L'Illa especialidades,1.95,250.0,g
2320,Sobrasada con miel L'Illa especialidades,1.95,200.0,g
2321,Queso curado mezcla Hacendado cortado en cunitas,3.7,315.0,g
2322,Queso curado mezcla Hacendado,3.33,390.0,g
2323,Queso curado mezcla Hacendado,12.8,63.0,kg
2324,Queso curado mezcla Hacendado,8.79,3.0,kg
2325,Queso Grana Padano Zanetti,3.45,230.0,g
2326,Queso viejo tostado mezcla Hacendado,4.47,410.0,g
2327,Queso viejo tostado mezcla Hacendado,16.24,64.0,kg
2328,Queso curado y Cheddar Hacendado en dados,0.99,125.0,g
2329,Queso viejo la Reserva de oveja Entrepinares,3.69,340.0,g
2330,Queso viejo de oveja Hacendado,14.4,54.0,kg
2331,Queso viejo de oveja Hacendado,4.45,380.0,g
2332,Queso viejo intenso mezcla Hacendado,4.1,410.0,g
2333,Tabla de quesos nacionales Hacendado,3.9,240.0,g
2334,Queso anejo fuerte de oveja Valle de San Juan,9.24,800.0,g
2335,Queso GruyÃ¨re Natual,2.6,200.0,g
2336,Queso viejo Gouda Hacendado,3.0,250.0,g
2337,Queso gran reserva mezcla Entrepinares,4.46,400.0,g
2338,Queso viejo ahumado de oveja Hacendado,4.69,380.0,g
2339,Queso tetilla de vaca Punteiro,5.18,700.0,g
2340,Queso Arzua-Ulloa de vaca Punteiro,5.88,800.0,g
2341,Queso curado Cheddar Hacendado,2.3,300.0,g
2342,Queso anejo al romero de oveja Montesinos,4.76,280.0,g
2343,Queso madurado de cabra con pimenton de la Vera Villa Noble,4.78,410.0,g
2344,Queso DOP curado manchego Hacendado,4.74,350.0,g
2345,Queso viejo cremoso de oveja Hacendado,5.09,370.0,g
2346,Queso viejo cremoso de oveja Hacendado,14.4,6.0,kg
2347,Queso anejo con aceite de oliva mezcla Hacendado,3.63,370.0,g
2348,Queso curado mezcla Hacendado,17.0,8.0,kg
2349,Queso semicurado mezcla Hacendado,10.32,54.0,kg
2350,Queso semicurado mezcla Hacendado,7.99,8.0,kg
2351,Queso semicurado mezcla Hacendado,3.15,420.0,g
2352,Queso semicurado mezcla Hacendado cortado en cunitas,3.5,330.0,g
2353,Queso semicurado de cabra Hacendado,4.5,390.0,g
2354,Queso semicurado Gouda Holland Corona,2.8,350.0,g
2355,Queso semicurado bola Edam Holland Corona,3.65,430.0,g
2356,Queso semicurado sin lactosa mezcla Hacendado,3.9,390.0,g
2357,Queso semicurado light mezcla Hacendado,3.58,400.0,g
2358,Queso Emmental Natual,2.15,350.0,g
2359,Queso tierno de vaca Hacendado cortado en cunitas,2.15,336.0,g
2360,Queso tierno tronchon mezcla Montesinos,2.56,260.0,g
2361,Queso tierno mezcla Hacendado,7.81,22.0,kg
2362,Queso tierno mezcla Hacendado,2.4,350.0,g
2363,Queso tierno mezcla Hacendado cortado en cunitas,3.28,336.0,g
2364,Queso tierno bajo en sal mezcla Hacendado,3.02,375.0,g
2365,Queso Maasdam Holland Corona,2.5,400.0,g
2366,Queso tierno Gouda Holland,2.6,450.0,g
2367,Queso tierno bola Edam Holland Corona,2.9,455.0,g
2368,Queso Havarti Hacendado lonchas,2.6,300.0,g
2369,Queso tierno mezcla Entrepinares lonchas,1.81,250.0,g
2370,Queso light Havarti Hacendado lonchas,2.65,300.0,g
2371,Queso semicurado mezcla Entrepinares lonchas,1.94,210.0,g
2372,Queso fundido sandwich Hacendado lonchas,1.0,200.0,g
2373,Queso light mezcla Entrepinares lonchas,2.05,210.0,g
2374,Queso Gouda Hacendado lonchas,1.7,300.0,g
2375,Queso de cabra Entrepinares lonchas,2.46,220.0,g
2376,Queso tierno de vaca Entrepinares lonchas,2.21,320.0,g
2377,Queso fundido sabor suave Hacendado lonchas,1.85,555.0,g
2378,Queso Edam Holland Corona lonchas,1.6,300.0,g
2379,Queso mozzarella Hacendado lonchas,1.35,200.0,g
2380,Queso Cheddar Hacendado lonchas,1.55,200.0,g
2381,Queso Emmental Natual lonchas,1.6,200.0,g
2382,Queso sin lactosa Hacendado lonchas,1.8,150.0,g
2383,Queso de oveja Entrepinares lonchas,2.32,210.0,g
2384,Queso Provolone Zanetti en loncha,1.95,200.0,g
2385,Queso El Caserio lonchas,1.83,300.0,g
2386,Queso fundido burger Hacendado lonchas,1.4,300.0,g
2387,Queso fundido light Hacendado lonchas,1.4,300.0,g
2388,Raclette queso Entremont lonchas,3.85,400.0,g
2389,Queso rallado emmental gratinar Hacendado,1.15,200.0,g
2390,Queso rallado mozzarella pizza-Roma Hacendado,1.2,200.0,g
2391,Queso en polvo especial pasta Hacendado,1.25,150.0,g
2392,Queso rallado 4 quesos Hacendado,1.59,180.0,g
2393,Queso en polvo grana padano Hacendado,1.5,100.0,g
2394,Queso rallado especial fundir Hacendado,1.8,400.0,g
2395,Queso rallado especial fundir Hacendado,1.0,200.0,g
2396,Queso rallado sin lactosa Hacendado,1.65,150.0,g
2397,Queso Hacendado en porciones,1.65,9000.0,g
2398,Queso sin lactosa Hacendado en porciones,1.25,1000.0,g
2399,Queso light Hacendado en porciones,1.25,4000.0,g
2400,Queso Mini Babybel,2.99,1280.0,g
2401,Palitos con queso fundido La vaca que rie,1.99,560.0,g
2402,Queso untar suave Hacendado,1.0,300.0,g
2403,Queso untar Philadelphia Original,2.1,270.0,g
2404,Queso brie Marcillat Plaisir de Roy,1.1,200.0,g
2405,Queso untar light Philadelphia,2.1,270.0,g
2406,Queso untar light Hacendado,1.0,300.0,g
2407,Queso Gorgonzola de vaca Hacendado,1.62,170.0,g
2408,Crema de queso Camembert Hacendado,1.35,150.0,g
2409,Queso Mascarpone Hacendado,1.7,250.0,g
2410,Mousse de queso. ajo y finas hierbas Hacendado,0.95,150.0,g
2411,Queso untar con finas hierbas Hacendado,1.25,200.0,g
2412,Mousse de queso y nueces Hacendado,0.95,150.0,g
2413,Crema de queso sabor suave Hacendado,0.9,125.0,g
2414,Queso untar con queso azul Hacendado,1.25,200.0,g
2415,Queso untar sin lactosa Hacendado,1.25,200.0,g
2416,Fondue savoyarde 3 quesos Entremont,3.35,400.0,g
2417,Queso mascarpone Hacendado,2.9,500.0,g
2418,Queso untar con salmon Hacendado,1.25,200.0,g
2419,Crema de queso semicurado President,1.9,150.0,g
2420,Crema de queso Brie con Trufa Hacendado,1.49,150.0,g
2421,Crema de queso viejo tostado Hacendado,1.49,150.0,g
2422,Queso fresco Burgos natural de vaca Hacendado,1.55,500.0,g
2423,Queso fresco Burgos natural de vaca Hacendado,1.43,375.0,g
2424,Mozzarella fresca de vaca Hacendado,0.8,31250.0,g
2425,Queso fresco Burgos desnatado 0% m.g de vaca Hacendado,1.43,375.0,g
2426,Queso Feta mezcla Hacendado en dados,1.8,55500.0,g
2427,Queso fresco de vaca Burgo de Arias,2.39,216.0,g
2428,Perlas de Mozzarella fresca de vaca Hacendado,1.7,45000.0,g
2429,Queso fresco de cabra Hacendado,2.2,250.0,g
2430,Queso fresco batido desnatado Hacendado 0% m.g,0.99,500.0,g
2431,Queso para ensaladas Hacendado en dados,1.6,200.0,g
2432,Queso fresco de vaca Hacendado,1.3,250.0,g
2433,Queso fresco batido desnatado 0% m.g Hacendado,1.49,480.0,g
2434,Mozzarella di bufala campana Hacendado,1.7,35000.0,g
2435,Queso fresco light de vaca Hacendado,1.8,250.0,g
2436,Queso fresco 0% m.g de vaca Burgo de Arias,2.39,216.0,g
2437,Requeson mezcla Montesinos,1.0,200.0,g
2438,Queso fresco Burgos sin lactosa de vaca Hacendado,1.55,250.0,g
2439,Requeson 0% m.g de vaca Pastoret,1.46,250.0,g
2440,Queso fresco Burgos desnatado 0% m.g de vaca Hacendado,1.59,500.0,g
2441,Queso fresco Burgos bajo en sal de vaca Hacendado,1.29,250.0,g
2442,Queso fresco sin lactosa de vaca Hacendado,1.9,250.0,g
2443,Queso ricotta mezcla Hacendado,1.8,200.0,g
2444,Mozzarella fresca light de vaca Hacendado,0.9,31250.0,g
2445,Burrata fresca Hacendado,2.2,37500.0,g
2446,Queso fresco Villalon mezcla Hacendado,2.0,250.0,g
2447,Queso de cabra Hacendado rulo,1.9,200.0,g
2448,Queso Roquefort de oveja Cantorel,1.45,100.0,g
2449,Queso Camembert de vaca Marcillat,1.25,240.0,g
2450,Queso azul Danes Danablu de vaca Viking,1.05,100.0,g
2451,Queso azul de vaca Hacendado,1.75,180.0,g
2452,Queso de cabra President en medallones,2.85,200.0,g
2453,Queso de cabra Montesinos,2.7,200.0,g
2454,Rulito de queso con pina y almendra Liptana,1.2,100.0,g
2455,Queso blando snack de vaca President,2.38,180.0,g
2456,Queso brie con trufa Castello,2.1,150.0,g
2457,Queso blando Petit Blu blanco y azul Bergader,1.85,150.0,g
2458,Caprichos de queso con membrillo Hacendado,1.5,512.0,g
2459,Bocaditos de queso con mermelada de papaya Hacendado,3.1,2160.0,g
2460,Queso de cabra rulito con miel y almendras Montesinos,2.5,125.0,g
2461,Queso de cabra rulito con trufa Montesinos,2.6,125.0,g
2462,Queso brie con arandanos Boncheese,2.0,180.0,g
2463,Queso azul hojas de vaca,2.53,220.0,g
2464,Delicias de queso rellenos de mermelada Hacendado,3.75,3655.0,g
2465,Arroz tres delicias Hacendado ultracongelado,2.25,1.0,kg
2466,Arroz precocido Hacendado ultracongelado,1.65,6.0,kg
2467,Risotto de champinones Hacendado ultracongelados,1.25,500.0,g
2468,Arroz negro Hacendado ultracongelado,2.15,600.0,g
2469,Arroz con verduras Hacendado ultracongelado,1.05,600.0,g
2470,Quinoa con verduras Hacendado ultracongelada,1.65,300.0,g
2471,Arroz con pollo asado Hacendado ultracongelado,1.75,600.0,g
2472,Arroz marinera Hacendado ultracongelado,2.0,600.0,g
2473,Lasana a la bolonesa Hacendado ultracongelada,4.0,4.4,kg
2474,Lasana a la bolonesa Hacendado ultracongelada,2.2,1200.0,g
2475,Canelones de carne con bechamel Hacendado ultracongelados,3.99,13.200000000000001,kg
2476,Canelones de carne con bechamel Hacendado ultracongelados,2.2,1200.0,g
2477,Canelones de atun con bechamel Hacendado ultracongelados,2.1,1200.0,g
2478,Lasana de verduras Hacendado ultracongelada,2.05,1160.0,g
2479,Lasana de carne a la barbacoa Hacendado ultracongelada,2.13,1200.0,g
2480,Gnocchi de pollo y verduras Hacendado ultracongelados,2.38,600.0,g
2481,Sopa con wonton de langostino y fideos Hacendado ultracongelada,2.95,309.0,g
2482,Jamoncitos de pollo congelados,2.6,1.0,kg
2483,Alas de pollo congeladas,2.9,1.0,kg
2484,Medallones preparado de solomillo cerdo congelados marinados,2.95,300.0,g
2485,Solomillo de pavo marinado congelado,1.91,350.0,g
2486,Cuartos traseros de pollo congelados,4.3,2.0,kg
2487,Solomillo de cerdo marinado congelado,5.64,800.0,g
2488,Jamoncitos de pavo duplo congelados,2.08,670.0,g
2489,Entrecot de vacuno congelado,4.41,300.0,g
2490,Chuletas de cordero palo o rinonada congeladas,4.86,350.0,g
2491,Paletilla de cordero entera congelada,13.08,2.0,kg
2492,Paletilla de lechal entera congelada,11.38,650.0,g
2493,Lomo de vacuno congelado,3.31,265.0,g
2494,Pierna de lechal entera congelada,7.74,650.0,g
2495,Pieza solomillo de vacuno anojo congelado,38.47,57.0,kg
2496,Medio cochinillo congelado,31.79,4.0,kg
2497,Rabo de vacuno anojo congelado,11.55,1.0,kg
2498,Chuletas cordero de lechal congeladas,6.98,390.0,g
2499,Carrillada de vacuno congelado,8.3,790.0,g
2500,Pechugas de pollo enteras congeladas,4.6,1.0,kg
2501,Entrana de vacuno congelada,6.9,750.0,g
2502,Solomillos de pechuga de pollo congelados,4.95,1.0,kg
2503,Helado mini blanco almendrado Hacendado,2.1,3840.0,ml
2504,Helado mini surtido Hacendado,2.25,8208.0,ml
2505,Helado sandwich de nata Hacendado,1.45,6400.0,ml
2506,Helado mini sandwich nata Hacendado,1.9,2880.0,ml
2507,Helado mini cucurucho nata Hacendado,2.35,5328.0,ml
2508,Helado cucurucho de vainilla Hacendado,1.5,4320.0,ml
2509,Helado mini bombon Hacendado sin azucares anadidos,2.3,3648.0,ml
2510,Helado almendrado Hacendado,2.1,4320.0,ml
2511,Helado mini cucurucho nata Hacendado sin azucares anadidos,2.85,5328.0,ml
2512,Helado mini bombon almendrado Hacendado,2.0,3840.0,ml
2513,Helado cucurucho de nata,1.5,4320.0,ml
2514,Helado sandwich super nata Hacendado,2.1,5220.0,ml
2515,Helado mini nocciola Hacendado,2.35,3840.0,ml
2516,Helado cucurucho choco nata Hacendado,1.5,4320.0,ml
2517,Helado choco stick nata,1.85,4352.0,ml
2518,Helado mini chocolate Hacendado,2.35,3840.0,ml
2519,Helado negro Hacendado,2.1,4320.0,ml
2520,Medios cocos helados Hacendado,2.05,700.0,ml
2521,Helado con mango mochi Hacendado,2.65,1296.0,ml
2522,Helado con coco mochi Hacendado,2.65,1296.0,ml
2523,Helado cucurucho de chocolate Hacendado,2.5,3960.0,ml
2524,Helado bombon de soja Bretona cobertura al chocolate,3.25,1080.0,ml
2525,Crepes rellenos de chocolate Belga Hacendado ultracongelados,2.98,3240.0,g
2526,Crepes Hacendado ultracongelados,2.25,3200.0,g
2527,Helado mini sandwich vainilla y cookie Hacendado,2.0,3060.0,ml
2528,Helado con pistacho mochi Hacendado,2.65,1296.0,ml
2529,Helado de horchata Hacendado,1.85,7500.0,ml
2530,Helado sabor chocolate Hacendado,1.5,7500.0,ml
2531,Granizado de limon Hacendado sin azucares anadidos,2.05,1200.0,ml
2532,Granizado de cafe Hacendado,2.3,1200.0,ml
2533,Helado de chocolate Hacendado,2.25,1.0,L
2534,Helado de vainilla Hacendado,1.35,1.0,L
2535,Helado de leche merengada Hacendado,1.95,1.0,L
2536,Helado vainilla praline con nueces pecan Hacendado,2.55,1.0,L
2537,Helado chocolate y cookies Hacendado,2.25,500.0,ml
2538,Helado turron Hacendado,2.45,500.0,ml
2539,Helado vainilla y nueces de macadamia Hacendado,2.25,500.0,ml
2540,Helado capuccino Hacendado,2.3,1.0,L
2541,Helado tarta de queso Hacendado con fresas,2.25,500.0,ml
2542,Helado stracciatella Hacendado,2.3,1.0,L
2543,Helado dulce de leche y sirope de caramelo Hacendado,2.25,500.0,ml
2544,Helado sabor huevo de chocolate Hacendado,2.55,1.0,L
2545,Helado chocolate blanco Hacendado,2.25,500.0,ml
2546,Helado nata montada Hacendado,1.29,500.0,ml
2547,Helado menta choco con trocitos sabor chocolate Hacendado,2.49,500.0,ml
2548,Helado de nata y galleta cacao Hacendado,2.45,1.0,L
2549,Sorbete con mango Hacendado,2.2,1.0,L
2550,Sorbete con limon Hacendado,1.8,1.0,L
2551,Helado vegetal de soja sabor mango con frambuesa,3.9,1.0,L
2552,Helado vegetal de avena sabor vainilla,3.95,1.0,L
