,producto,precio,cantidad,medida
6058,Panecillo tostado 100% integral de trigo Hacendado,0.7,300.0,g
6059,Pan tostado classic Hacendado,1.3,3300.0,g
6060,Panecillo tostado classic Hacendado,0.7,300.0,g
6061,Mini biscotes de trigo Minigrill,0.5,7200.0,g
6062,Pan tostado con tomate Hacendado,0.9,170.0,g
6063,Mini tostadas de trigo Minigrill extra finas,1.0,100.0,g
6064,Pan tostado cereales y semillas Hacendado,1.99,3300.0,g
6065,Pan tostado con ajo y perejil Hacendado,0.9,170.0,g
6066,Panecillos tostados cereales y semillas Hacendado,0.9,250.0,g
6067,Pan tostado pasas Hacendado,1.0,120.0,g
6068,Pan tostado para dipear y untar Pan Spezial,1.4,250.0,g
6069,Mini tostas de trigo integrales Minigrill extra finas,1.0,100.0,g
6070,Pan tostado 100% integral bajo en sal y en azucares Hacendado,1.95,3240.0,g
6071,Mini biscotes integrales Minigrill,0.5,7200.0,g
6072,Pan tostado 100% espelta integral Hacendado,1.3,250.0,g
6073,Pan tostado vitalite Wasa,2.25,280.0,g
6074,Pan tostado 100% integral,1.45,3300.0,g
6075,Pan rallado Hacendado,0.6,750.0,g
6076,Pan rallado con ajo y perejil Hacendado,0.7,500.0,g
6077,Pan rallado casero Hacendado,0.88,500.0,g
6078,Pan rallado sin gluten Hacendado,1.95,350.0,g
6079,Crackers integrales de espelta Bachman,1.6,960.0,g
6080,Pan de fibra y sesamo Hacendado,0.9,6500.0,g
6081,Crakers tuc saladas Lu,1.55,400.0,g
6082,Galletas saladas salpicks Galbusera,1.5,6400.0,g
6083,Crackers 30% integral Galbusera,1.6,7000.0,g
6084,Crackers con sal Galbusera,1.6,7000.0,g
6085,Mini tartaletas Confiletas,1.65,1792.0,g
6086,Mini volovanes Confiletas,1.5,720.0,g
6087,Crackers sin gluten Hacendado con romero,1.5,1200.0,g
6088,Volovanes Confiletas,1.85,900.0,g
6089,Crujiletas Confiletas,1.9,264.0,g
6090,Tostadas sin gluten Hacendado,1.45,1800.0,g
6091,Picos saladitos Hacendado,1.0,250.0,g
6092,Picos Hacendado,0.45,250.0,g
6093,Regana Hacendado,0.68,250.0,g
6094,Piquitos bajos en sal Hacendado,1.1,250.0,g
6095,Grissini palitos de pan con sesamo Hacendado,1.35,200.0,g
6096,Picos camperos de Jerez Hacendado,1.08,400.0,g
6097,Rosquillas Hacendado,0.6,250.0,g
6098,Grissini palitos de pan Hacendado,1.5,1000.0,g
6099,Picos sin gluten Hacendado,1.5,100.0,g
6100,Picos reventaos Hacendado,0.6,250.0,g
6101,Palitos de pan con pipas Anitin,1.19,166.0,g
6102,Palitos con frutos secos Hacendado,0.95,120.0,g
6103,Palitos de pan con cereales y trigo espelta 25% Anitin,1.19,150.0,g
6104,Palitos de pan con chocolate Anitin,1.19,180.0,g
6105,Palitos de pan 100% integral Anitin,1.19,166.0,g
6106,Palitos de pan con queso Anitin,1.19,142.0,g
6107,Panes especiales con tomate y oregano Hacendado,0.65,80.0,g
6108,Panes especiales sabor pizza con queso Hacendado,0.6,80.0,g
6109,Picatostes fritos Hacendado,0.75,100.0,g
6110,Picatostes fritos con ajo Hacendado,0.75,100.0,g
6111,Picatostes tostados Hacendado,0.65,100.0,g
6112,Berlina al cacao,1.2,960.0,g
6113,Berlina al cacao,2.0,3840.0,g
6114,Croissant de mantequilla 26%,0.29,50.0,g
6115,Berlina glace,1.2,800.0,g
6116,Trenza con nueces 4%,0.6,80.0,g
6117,Rosquillas al cacao,1.0,1274.0,g
6118,12 Mini croissants de mantequilla,1.5,2880.0,g
6119,Pastel de crema 65%,0.34,50.0,g
6120,6 Caracolas rellenas de cacao,1.25,1680.0,g
6121,Ensaimada,0.65,83.0,g
6122,Napolitana 3 chocolates 29%,0.7,85.0,g
6123,Bizcocho tradicional Hacendado,1.79,450.0,g
6124,Caracola con pasas 10%,0.65,103.0,g
6125,Bizcocho de chocolate,3.0,800.0,g
6126,8 Magdalenas con azucar,1.55,3040.0,g
6127,Bizcocho con azucar moreno y nueces,2.4,430.0,g
6128,Magdalenas con pepitas de chocolate,1.75,3040.0,g
6129,8 Medias noches,1.55,1760.0,g
6130,Muffin chocolate 3%,1.0,120.0,g
6131,Magdalenas 100% integrales sin azucares anadidos,2.5,3040.0,g
6132,Magdalenas de yogur,1.15,2700.0,g
6133,Bizcocho sin gluten y sin lactosa,2.25,300.0,g
6134,Magdalenas sin gluten y sin lactosa,2.1,1800.0,g
6135,Xuxu relleno de crema 49%,0.43,51.0,g
6136,Xuxu rayado relleno de chocolate 57%,0.43,58.0,g
6137,Bizcocho de chocolate sin gluten y sin lactosa,2.8,300.0,g
6138,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.0,2400.0,g
6139,Bizcocho cuna relleno de crema cubierto de chocolate,1.3,220.0,g
6140,3 Croissants curvados de mantequilla 24%,1.0,540.0,g
6141,Croissant de albaricoque 6% con curcuma,0.9,60.0,g
6142,Bizcocho de yogur Hacendado,2.75,800.0,g
6143,Suspiros de merengue sin gluten,1.7,100.0,g
6144,Napolitana mixta,0.7,130.0,g
6145,Empanada rellena de atun,3.5,500.0,g
6146,Mini saladas,1.98,9360.0,g
6147,12 Mini saladas,1.0,2400.0,g
6148,Empanada rellena de atun,6.25,12.0,kg
6149,Empanada de verduras,3.2,500.0,g
6150,Empanada rellena de pollo y setas con crema de queso,3.5,500.0,g
6151,Croissant de tortilla 32%,1.05,100.0,g
6152,Croissant mixto,1.05,100.0,g
6153,Empanada bolonesa,3.5,500.0,g
6154,Magdalenas Hacendado,1.7,615.0,g
6155,Valencianas Hacendado,2.2,700.0,g
6156,Croissant Hacendado,1.5,430.0,g
6157,Croissant relleno de crema al cacao Hacendado,1.3,375.0,g
6158,Bollo con pepitas de chocolate Choco Buns,1.1,1500.0,g
6159,Ensaimadas Hacendado,1.2,350.0,g
6160,Pan de leche Hacendado,1.8,480.0,g
6161,Bocaditos banados al cacao Hacendado,1.3,500.0,g
6162,Sobaos Hacendado,1.0,480.0,g
6163,Crepes rellenos de chocolate,1.09,1152.0,g
6164,Palmeritas Hacendado,1.0,6480.0,g
6165,Gofres clasicos Punto Gofre,0.98,220.0,g
6166,Magdalenas con crema de cacao Hacendado,1.26,420.0,g
6167,Gofres con chocolate Punto Gofre,1.39,280.0,g
6168,Bocaditos Hacendado,0.9,370.0,g
6169,Mini croissant banado al cacao Hacendado,1.0,185.0,g
6170,Tortas de anis Hacendado,1.09,1200.0,g
6171,Napolitanas con crema de cacao Hacendado,1.0,320.0,g
6172,Rosegones pasta de almendras Hacendado,1.3,250.0,g
6173,Bizcocho con cobertura de cacao Phoskitos relleno de leche,2.55,640.0,g
6174,Bizcochos Hacendado,1.25,300.0,g
6175,Muffins con chips de chocolate Horno de San Juan,1.69,1320.0,g
6176,Bizcochos de huevo Sancho Panza,1.0,400.0,g
6177,Napolitanas con crema Hacendado,1.15,340.0,g
6178,Tortas de aceite Ines Rosales,1.5,1080.0,g
6179,Bollycao cacao Bimbo,1.75,540.0,g
6180,Tortas de aceite Ines Rosales sin azucar,1.9,750.0,g
6181,Mantecadas Hacendado,1.79,520.0,g
6182,Bizcocho marmol sin lactosa Ballara 0% azucares anadidos,1.95,400.0,g
6183,Pancakes Hacendado,2.2,1188.0,g
6184,Bizcocho de chocolate sin gluten Hacendado,1.75,800.0,g
6185,Magdalenas sin gluten Hacendado,2.3,210.0,g
6186,Croissant integral 0% azucares anadidos Hacendado,1.35,210.0,g
6187,Magdalenas integrales 0% azucares anadidos Hacendado,1.5,280.0,g
6188,Panettone con pasas y naranja Giuseppe,2.7,500.0,g
6189,Panettone con pepitas de chocolate Giuseppe,2.7,500.0,g
6190,Tortas de Alcazar,1.29,1500.0,g
6191,Bizcocho banado en chocolate con leche Cadbury delight,1.5,175.0,g
6192,Magdalenas sabor limon Hacendado,1.15,380.0,g
6193,Brownie bizcocho de chocolate Hacendado,1.8,1920.0,g
6194,Bizcocho de naranja Hacendado,1.95,400.0,g
6195,Bizcocho de coco Hacendado,1.95,400.0,g
6196,Pandoro Balocco,4.25,750.0,g
6197,Espiral al cacao Hacendado,0.22,60.0,g
6198,Volcano Hacendado,0.22,60.0,g
6199,Bizcocho con bano de cacao Hacendado,0.22,58.0,g
6200,Rosquilla rosa Hacendado,0.22,60.0,g
6201,Pasta de almendra Hacendado,0.22,60.0,g
6202,Coquito,0.13,35.0,g
6203,Palmera de cacao Hacendado sin azucar anadido,0.34,90.0,g
6204,Rosquillas al cacao Hacendado,0.12,32.0,g
6205,Hojaldre cabello de Ãngel Hacendado,0.38,100.0,g
6206,Hojaldre de manzana Hacendado,0.34,90.0,g
6207,Palmera crema de avellana Hacendado,0.38,100.0,g
6208,Cana de cacao Hacendado,0.38,100.0,g
6209,Palmera Hacendado,0.13,35.0,g
6210,Pasta banada Hacendado,0.13,35.0,g
6211,Rollo con sabor nata Hacendado,0.15,41.0,g
6212,Marquesas Hacendado,2.95,250.0,g
6213,Polvoron de almendra La Muralla,0.16,40.0,g
6214,Polvoroncito de chocolate La Muralla,0.14,35.0,g
6215,Rosco de vino y almendra La Muralla,0.12,30.0,g
6216,Mantecado casero La Muralla,0.2,50.0,g
6217,Mantecado de limon La Muralla,0.16,40.0,g
6218,Mantecado de cacao La Muralla,0.16,40.0,g
6219,Mantecado de aceite de oliva La Muralla,0.16,40.0,g
6220,Mantecado de coco La Muralla,0.16,40.0,g
6221,Mantecado de canela La Muralla,0.16,40.0,g
6222,Mantecado casero sin azucar anadido La Muralla,0.16,40.0,g
6223,Mantecado de limon sin azucar anadido La Muralla,0.16,40.0,g
6224,Hojaldrada de crema sin azucar anadido La Muralla,0.14,35.0,g
6225,Mantecado de cacao sin gluten La Muralla,0.16,40.0,g
6226,Mantecado de limon sin gluten La Muralla,0.16,40.0,g
6227,Hojaldrada al chocolate La Muralla,0.18,45.0,g
6228,Bolitas de coco Antiu Xixona,0.08,20.0,g
6229,Alfajor de almendra La Muralla,0.11,28.0,g
6230,Cortadillo de cabello de Ãngel La Muralla,0.18,45.0,g
6231,Hojaldrada La Muralla,0.12,30.0,g
6232,Surtido Navideno 8 variedades de mantecados y polvorones La Muralla,4.0,1.0,kg
6233,Pan de Cadiz Hacendado,2.5,250.0,g
6234,Huesos de santo Hacendado,2.2,200.0,g
6235,Almendras rellenas de turron Hacendado,2.45,150.0,g
6236,Mazapan de Soto Hacendado,2.65,200.0,g
6237,Figuritas de mazapan Hacendado,1.7,200.0,g
6238,Harina de trigo Hacendado,0.5,1.0,kg
6239,Harina de trigo grande Hacendado,2.25,5.0,kg
6240,Harina de fuerza,0.7,1.0,kg
6241,Preparado para bizcochos con levadura incorporada,0.8,1.0,kg
6242,Harina de maiz blanco precocida Hacendado,1.5,1.0,kg
6243,Preparado para rebozar Harinera del Mar sin huevo y tempura,1.45,1.0,kg
6244,Harina fina de maiz Hacendado,0.7,400.0,g
6245,Harina integral de trigo Aragonesa,0.8,1.0,kg
6246,Preparado para pizzas Hacendado,0.65,500.0,g
6247,Harina de espelta Hacendado 100% integral,1.45,1.0,kg
6248,Harina para fritos Nurture,0.8,1.0,kg
6249,Harina de arroz Hacendado,0.95,500.0,g
6250,Harina de almortas de la Mancha,1.35,500.0,g
6251,Preparado panificable Hacendado sin gluten,2.2,820.0,g
6252,Preparado para bizcocho bolo sin gluten Hacendado,2.2,375.0,g
6253,Harina de centeno integral Hacendado,1.0,500.0,g
6254,Harina de garbanzo Hacendado,1.2,500.0,g
6255,Chocolate negro Hacendado fundir,0.9,200.0,g
6256,Levadura en polvo Royal,1.85,400.0,g
6257,Levadura en polvo Hacendado,0.5,540.0,g
6258,Gasificante reposteria casera Hacendado,0.49,352.0,g
6259,Gelatina neutra en laminas Hacendado,0.99,240.0,g
6260,Preparado en polvo cuajada azucarada Royal sabor lacteo,1.13,192.0,g
6261,Preparado en polvo flan Royal,1.4,186.0,g
6262,Gotas de chocolate negro para fundir Hacendado,1.5,250.0,g
6263,Preparado en polvo flan Hacendado,0.85,190.0,g
6264,Chocolate blanco Hacendado fundir,1.3,200.0,g
6265,Preparado en polvo flanes y natillas Maizena Potax,1.0,1152.0,g
6266,Base de tarta Hacendado,2.5,350.0,g
6267,Aroma de vainilla Hacendado,2.1,150.0,ml
6268,Preparado en polvo natillas Hacendado,0.85,89.0,g
6269,Preparado en polvo gelatina pina Hacendado,1.05,340.0,g
6270,Preparado en polvo para crepes Hacendado,1.4,200.0,g
6271,Preparado en polvo gelatina fresa Hacendado,1.05,340.0,g
6272,Preparado gelatina maracuya Hacendado,1.05,340.0,g
6273,Preparado en polvo gelatina fresa Hacendado 0% azucar,1.19,26.0,g
6274,Preparado en polvo gelatina arandano Hacendado 0% azucar,1.19,31.0,g
6275,Aroma agua de azahar Hacendado,1.8,150.0,ml
6276,Agar en polvo gelificante 100% vegetal Hacendado,1.95,32.0,g
6277,Chocolate negro Hacendado fundir 0% azucares anadidos,1.5,200.0,g
6278,Chocolate con leche Hacendado fundir,1.1,200.0,g
6279,Preparado gelatina limon Hacendado,1.05,340.0,g
6280,Levadura de panaderia Hacendado,1.4,700.0,g
6281,Preparado en polvo crema pastelera Hacendado,2.0,348.0,g
6282,Masa de hojaldre sin gluten Hacendado,2.4,280.0,g
6283,Masa fresca hojaldre Hacendado,2.25,520.0,g
6284,Masa para empanadillas y postres Buitoni,0.89,2560.0,g
6285,Masa fresca Hacendado hojaldre con mantequilla,2.38,520.0,g
6286,Masa fresca quebrada brisa Hacendado,2.38,460.0,g
6287,Masa fresca empanada Hacendado,2.38,460.0,g
6288,Masa filo Hacendado,1.8,250.0,g
6289,3 Barras de pan,1.1,2250.0,g
6290,Barra de pan,0.45,250.0,g
6291,3 Barras de pan aceite de oliva,1.3,1800.0,g
6292,Barra pan de aceite de oliva,0.44,200.0,g
6293,Barra pan de pueblo,1.15,800.0,g
6294,Barra de pan 41% integral,0.43,210.0,g
6295,Barra de pan rustica,0.45,250.0,g
6296,3 Baguettes masa madre,1.15,2100.0,g
6297,Baguette masa madre,0.4,250.0,g
6298,Barra de pan campesina masa madre,0.55,250.0,g
6299,Barra de pan sin sal anadida,0.53,210.0,g
6300,2 Baguettes para hornear Hacendado,0.75,600.0,g
6301,Baguette sin gluten,1.55,175.0,g
6302,Barra de pan picos,0.77,400.0,g
6303,Barra de pan chapata,1.0,400.0,g
6304,Pan de trigo espelta 100%,1.25,270.0,g
6305,Pan de nueces 8.5%,1.5,350.0,g
6306,Pan mono,1.35,500.0,g
6307,Pan bregado,1.5,500.0,g
6308,Pan campeon del mundo,1.89,750.0,g
6309,Pan integral 100%,1.6,350.0,g
6310,Pan Broa de maiz 24%,1.4,500.0,g
6311,Pan con semillas 12.5%,1.5,360.0,g
6312,Hogaza de centeno 50%,1.5,500.0,g
6313,Pan de pistacho 6% y frutos rojos 6%,1.99,200.0,g
6314,5 Bocadillos,1.0,700.0,g
6315,Bocadillo,0.2,140.0,g
6316,Pan de cristal redondo,0.35,78.0,g
6317,Panecillo de queso 18%,0.35,80.0,g
6318,4 Panes chapata de cristal masa madre. sin aditivos y con aceite de oliva,1.0,280.0,g
6319,Pan mini semillas,0.25,90.0,g
6320,5 Barras de pan 51% integral,1.0,625.0,g
6321,Panecillo harina integral 50% de trigo sin sal anadida,0.2,80.0,g
6322,6 Panes de leche 3%,1.3,480.0,g
6323,6 Panes pulguitas sin aditivos,0.78,240.0,g
6324,Panecillo de ajo 1.2%,0.22,26.0,g
6325,Panecillo campeon del mundo,0.25,80.0,g
6326,Panecillo de trigo integral 30%,0.19,70.0,g
6327,6 Panes de centeno 51%,1.3,468.0,g
6328,11 Panecillos,1.0,495.0,g
6329,Panecillo,0.1,45.0,g
6330,Pan Viena,0.25,80.0,g
6331,3 Panes molletes,1.0,315.0,g
6332,6 Panecillos integrales 100%,0.8,270.0,g
6333,Pan mono rebanado,1.35,500.0,g
6334,Pan bregado rebanado,1.5,500.0,g
6335,Pan campeon del mundo rebanado,1.89,750.0,g
6336,Pan integral 100% rebanado,1.6,350.0,g
6337,Pan de trigo espelta 100% rebanado,1.25,270.0,g
6338,Pan de nueces 8.5% rebanado,1.5,350.0,g
6339,Barra pan de pueblo rebanada,1.15,800.0,g
6340,3 Barras de pan rebanadas,1.1,2250.0,g
6341,Barra de pan rebanada,0.45,250.0,g
6342,3 Barras de pan aceite de oliva rebanadas,1.3,1800.0,g
6343,Barra pan de aceite de oliva rebanada,0.44,200.0,g
6344,Barra de pan 41% integral rebanada,0.43,210.0,g
6345,Barra de pan rustica rebanada,0.45,250.0,g
6346,Barra de pan campesina masa madre rebanada,0.55,250.0,g
6347,Barra de pan sin sal anadida rebanada,0.53,210.0,g
6348,Barra de pan picos rebanado,0.77,400.0,g
6349,Pan Broa de maiz 24% rebanado,1.4,500.0,g
6350,Pan con semillas 12.5% rebanado,1.5,360.0,g
6351,Hogaza de centeno 50% rebanado,1.5,500.0,g
6352,Pan de molde blanco sin corteza Hacendado,1.0,7200.0,g
6353,Pan de molde blanco familiar Hacendado,0.95,22960.0,g
6354,Pan de molde blanco Hacendado,0.59,7360.0,g
6355,Pan de molde 100% integral familiar Hacendado,0.95,22960.0,g
6356,Pan de molde 100% integral Hacendado,0.69,7360.0,g
6357,Pan de molde 100% integral sin corteza Hacendado,1.1,7200.0,g
6358,Pan de molde blanco Bimbo natural 100%,1.89,7360.0,g
6359,Pan de molde 100% integral Hacendado 0% azucares anadidos,1.09,7360.0,g
6360,Pan de molde blanco rebanada gruesa Hacendado,1.12,13120.0,g
6361,Pan de molde sin gluten multicereales Beiker,2.65,300.0,g
6362,Pan de molde sin gluten blanco Hacendado,2.75,5280.0,g
6363,Laminas sin corteza de pan de molde blanco Hacendado,1.6,1250.0,g
6364,Pan redondo 5 semillas,1.45,500.0,g
6365,Barra de pan tradicional,1.15,700.0,g
6366,Barra de pan multifibras,1.0,600.0,g
6367,Pan de molde espelta 100% integral Hacendado,1.2,2750.0,g
6368,Pan de molde con 35% avena Hacendado 0% azucares anadidos con harina 100% integral,1.35,5520.0,g
6369,Pan de molde semillas y pipas de calabaza Hacendado,1.68,8120.0,g
6370,Pan de sandwich cereales Hacendado,1.09,2480.0,g
6371,Pan de molde con 52% centeno Hacendado,1.39,10080.0,g
6372,Pan de molde 12 cereales y semillas Hacendado,1.5,12240.0,g
6373,Pan 82% integral de centeno Hacendado,1.25,500.0,g
6374,Hogaza 100% natural,1.0,365.0,g
6375,Hogaza sin gluten,2.6,300.0,g
6376,Pan del abuelo,1.2,500.0,g
6377,Tortillas de trigo integrales Hacendado,1.5,3600.0,g
6378,Pan maxi hamburguesa Hacendado,0.79,1200.0,g
6379,Tortillas de trigo Hacendado,1.11,3600.0,g
6380,Pan hot dog Hacendado,0.7,1980.0,g
6381,Pan de hamburguesa Hacendado sin sesamo,0.85,880.0,g
6382,Maxi tortillas de trigo Hacendado,1.35,2160.0,g
6383,Mini bocados Hacendado,1.0,1320.0,g
6384,Pan de Pita Original precocido,1.19,400.0,g
6385,Tortillas de maiz sin gluten Old El Paso,1.95,2080.0,g
6386,Piadinas pan estilo italiano Hacendado,1.95,1280.0,g
6387,Mini tortillas de trigo Hacendado,1.5,300.0,g
6388,Pan de hamburguesa 100% integral Hacendado,1.1,1320.0,g
6389,Pan de hamburguesa Brioche Hacendado,0.8,220.0,g
6390,Pan de hamburguesa sin gluten Hacendado,2.0,320.0,g
6391,Panecillo tostado 100% integral de trigo Hacendado,0.7,300.0,g
6392,Pan tostado classic Hacendado,1.3,3300.0,g
6393,Panecillo tostado classic Hacendado,0.7,300.0,g
6394,Mini biscotes de trigo Minigrill,0.5,7200.0,g
6395,Pan tostado con tomate Hacendado,0.9,170.0,g
6396,Mini tostadas de trigo Minigrill extra finas,1.0,100.0,g
6397,Pan tostado cereales y semillas Hacendado,1.99,3300.0,g
6398,Pan tostado con ajo y perejil Hacendado,0.9,170.0,g
6399,Panecillos tostados cereales y semillas Hacendado,0.9,250.0,g
6400,Pan tostado pasas Hacendado,1.0,120.0,g
6401,Pan tostado para dipear y untar Pan Spezial,1.4,250.0,g
6402,Mini tostas de trigo integrales Minigrill extra finas,1.0,100.0,g
6403,Pan tostado 100% integral bajo en sal y en azucares Hacendado,1.95,3240.0,g
6404,Mini biscotes integrales Minigrill,0.5,7200.0,g
6405,Pan tostado 100% espelta integral Hacendado,1.3,250.0,g
6406,Pan tostado vitalite Wasa,2.25,280.0,g
6407,Pan tostado 100% integral,1.45,3300.0,g
6408,Pan rallado Hacendado,0.6,750.0,g
6409,Pan rallado con ajo y perejil Hacendado,0.7,500.0,g
6410,Pan rallado casero Hacendado,0.88,500.0,g
6411,Pan rallado sin gluten Hacendado,1.95,350.0,g
6412,Crackers integrales de espelta Bachman,1.6,960.0,g
6413,Pan de fibra y sesamo Hacendado,0.9,6500.0,g
6414,Crakers tuc saladas Lu,1.55,400.0,g
6415,Galletas saladas salpicks Galbusera,1.5,6400.0,g
6416,Crackers 30% integral Galbusera,1.6,7000.0,g
6417,Crackers con sal Galbusera,1.6,7000.0,g
6418,Mini tartaletas Confiletas,1.65,1792.0,g
6419,Mini volovanes Confiletas,1.5,720.0,g
6420,Crackers sin gluten Hacendado con romero,1.5,1200.0,g
6421,Volovanes Confiletas,1.85,900.0,g
6422,Crujiletas Confiletas,1.9,264.0,g
6423,Tostadas sin gluten Hacendado,1.45,1800.0,g
6424,Picos saladitos Hacendado,1.0,250.0,g
6425,Picos Hacendado,0.45,250.0,g
6426,Regana Hacendado,0.68,250.0,g
6427,Piquitos bajos en sal Hacendado,1.1,250.0,g
6428,Grissini palitos de pan con sesamo Hacendado,1.35,200.0,g
6429,Picos camperos de Jerez Hacendado,1.08,400.0,g
6430,Rosquillas Hacendado,0.6,250.0,g
6431,Grissini palitos de pan Hacendado,1.5,1000.0,g
6432,Picos sin gluten Hacendado,1.5,100.0,g
6433,Picos reventaos Hacendado,0.6,250.0,g
6434,Palitos de pan con pipas Anitin,1.19,166.0,g
6435,Palitos con frutos secos Hacendado,0.95,120.0,g
6436,Palitos de pan con cereales y trigo espelta 25% Anitin,1.19,150.0,g
6437,Palitos de pan con chocolate Anitin,1.19,180.0,g
6438,Palitos de pan 100% integral Anitin,1.19,166.0,g
6439,Palitos de pan con queso Anitin,1.19,142.0,g
6440,Panes especiales con tomate y oregano Hacendado,0.65,80.0,g
6441,Panes especiales sabor pizza con queso Hacendado,0.6,80.0,g
6442,Picatostes fritos Hacendado,0.75,100.0,g
6443,Picatostes fritos con ajo Hacendado,0.75,100.0,g
6444,Picatostes tostados Hacendado,0.65,100.0,g
6445,Tarta carrot cake Hacendado congelada,8.5,7500.0,g
6446,Tarta red velvet Hacendado congelada,9.0,7000.0,g
6447,Tarta duo sabores Hacendado congelada,9.0,13.080000000000002,kg
6448,Tarta bombon crujiente Hacendado congelada,7.0,6400.0,g
6449,Tarta blanca Hacendado congelado,7.0,4640.0,g
6450,Tarta tres chocolates Hacendado congelada,8.0,7040.0,g
6451,Mousse de queso Hacendado congelado,6.5,3120.0,g
6452,Tarta de tiramisu Hacendado congelada,7.0,3000.0,g
6453,Tarta de la abuela Hacendado congelada,7.5,8250.0,g
6454,Tarta de la abuela Hacendado congelada,11.0,36.0,kg
6455,Tarta San Marcos Hacendado congelada,11.0,39.599999999999994,kg
6456,Tarta selva negra Hacendado congelada,11.5,57.0,kg
6457,Mousse de limon Hacendado congelado,8.0,7245.0,g
6458,Trenza hojaldre de mantequilla Hacendado congelada,6.5,430.0,g
6459,Tarta Lo que mas me gusta de ti es...todo lo que te hace ser tan tu Hacendado congelada,7.5,5080.0,g
6460,Tarta Yo no envejezco me hago vintage Hacendado congelada,7.5,5080.0,g
6461,Tarta Reina Hacendado congelada,7.5,5360.0,g
6462,Tarta infantil Spiderman Hacendado congelada,7.5,5080.0,g
6463,Tarta infantil Madagascar Hacendado congelada,7.5,5080.0,g
6464,Tarta infantil Peppa Pig Hacendado congelada,7.5,5080.0,g
6465,Tarta infantil Frozen II Hacendado congelada,7.5,5080.0,g
6466,Tarta infantil Paw Patrol Hacendado congelada,11.0,28.0,kg
6467,Tarta infantil Pjmasks Hacendado congelada,11.0,28.0,kg
6468,Macarons,1.75,275.0,g
6469,Lionesas de nata y trufa Hacendado congeladas,4.0,3500.0,g
6470,Surtido de reposteria congelada,4.0,2580.0,g
6471,Trufas de chocolate congeladas,3.3,2448.0,g
6472,Brazo de chocolate Hacendado congelado,5.5,4000.0,g
6473,Tarta de leche condensada y galleta,3.0,310.0,g
6474,Roscon de Reyes relleno de preparado a base de nata congelado,8.0,800.0,g
6475,Roscon de Reyes relleno de preparado a base de nata y cacao congelado,8.0,800.0,g
6476,Roscon de Reyes sin relleno congelado,4.0,400.0,g
6477,Roscon de Reyes relleno con crema congelado,6.0,800.0,g
6478,Roscon de Reyes sin gluten y sin lactosa congelado,7.0,370.0,g
6479,Pastel de queso,4.0,380.0,g
6480,Cupcakes carrot Hacendado,2.2,244.0,g
6481,Merengue,1.5,65.0,g
6482,Salame de chocolate,2.5,450.0,g
6483,Tarta corazon relleno de nata y crema de avellana crujiente Hacendado congelado,5.5,320.0,g
6484,Bolsa pasteleria,0.4,1.0,ud
6485,Tronco de Navidad de trufa congelado,5.5,4160.0,g
6486,Vela de cumpleanos 0 Hacendado,0.75,1.0,ud
6487,Vela de cumpleanos 1 Hacendado,0.75,1.0,ud
6488,Vela de cumpleanos 2 Hacendado,0.75,1.0,ud
6489,Vela de cumpleanos 3 Hacendado,0.75,1.0,ud
6490,Vela de cumpleanos 4 Hacendado,0.75,1.0,ud
6491,Vela de cumpleanos 5 Hacendado,0.75,1.0,ud
6492,Vela de cumpleanos 6 Hacendado,0.75,1.0,ud
6493,Vela de cumpleanos 7 Hacendado,0.75,1.0,ud
6494,Vela de cumpleanos 9 Hacendado,0.75,1.0,ud
6495,Velas de cumpleanos Hacendado,0.9,20.0,ud
6496,Almendra molida Hacendado,2.15,125.0,g
6497,Coco rallado Hacendado,0.72,125.0,g
6498,Caramelo liquido Hacendado,1.3,300.0,g
6499,Sirope de chocolate Hacendado,1.3,300.0,g
6500,Fideos de chocolate Hacendado,1.05,100.0,g
6501,Azucar vainillado Hacendado,0.7,120.0,g
6502,Almendra cubitos Hacendado,2.15,125.0,g
6503,Almendra laminada Hacendado,2.15,125.0,g
6504,Sirope de fresa Hacendado,1.3,300.0,g
6505,Fondant pasta de azucar blanca VoilÃ ,1.59,250.0,g
6506,Decoraciones de colores Hacendado,1.05,100.0,g
6507,Almendra natural Hacendado sin piel,2.2,125.0,g
6508,Cacahuete en polvo desgrasado + proteinas Hacendado 14 g proteinas 70% reducido en grasa,3.0,200.0,g
6509,Pizza jamon y queso Hacendado,2.0,415.0,g
6510,Pizza jamon y queso familiar Hacendado,2.85,600.0,g
6511,Pizza jamon y queso Hacendado,2.5,440.0,g
6512,Pizza barbacoa Hacendado,2.0,415.0,g
6513,Pizza barbacoa familiar Hacendado,2.85,600.0,g
6514,Pizza 4 quesos Hacendado,2.4,410.0,g
6515,Pizza 4 quesos familiar Hacendado,3.0,580.0,g
6516,Pizza 4 quesos Hacendado,2.5,420.0,g
6517,Pizza serrana Hacendado,2.4,400.0,g
6518,Pizza serrana Hacendado,3.6,400.0,g
6519,Pizza carbonara Hacendado,2.4,430.0,g
6520,Pizza carbonara familiar Hacendado,3.0,600.0,g
6521,Pizza mediterranea Hacendado,2.4,430.0,g
6522,Pizza pepperoni Hacendado,2.4,410.0,g
6523,Pizza atun y bacon Hacendado,2.4,415.0,g
6524,Pizza atun y bacon Hacendado,2.5,440.0,g
6525,Pizza pollo Hacendado,2.4,430.0,g
6526,Pizza pollo Hacendado,3.6,430.0,g
6527,Pizza romana Hacendado con champinones salteados,2.4,430.0,g
