,Unnamed: 0,producto,precio,precio_rel,link,oferta,Q,precio_medida,medida,Q_medida,precio_medida1,precio_medida2
1559,1559,GALLO fideo NÂº 4 paquete 450 gr,1.19,2.64/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 4 paquete 450 gr,2.64,Kg,0.451,2.64,2.64
1560,1560,GALLO fideo NÂº 1 paquete 450 gr,1.19,2.64/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 1 paquete 450 gr,2.64,Kg,0.451,2.64,2.64
1561,1561,PRIMA mostaza americana bote 300 gr,1.39,4.21/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 300 gr,4.21,Kg,0.33,4.21,4.21
1562,1562,KNORR crema de bogavante y cigalas envase 500 ml,2.99,5.98/l,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 500 ml,5.98,l,0.5,5.98,5.98
1563,1563,MAILLE mostaza dijon original tarro 215 gr,2.65,12.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 215 gr,12.33,Kg,0.215,12.33,12.33
1564,1564,VALOR chocolate con leche y almendra tableta 250 gr,3.0,12.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 250 gr,12.00,Kg,0.25,12.00,12.0
1565,1565,DIA CAPRICHOSO copa de chocolate y nata pack 4 unidades 115 gr,0.85,1.85/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 4 unidades 115 gr,1.85,Kg,0.459,1.85,1.85
1566,1566,GALLINA BLANCA Gourmet caldo de pollo de corral 100% natural envase 1 lt,2.89,2.89/l,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 1 lt,2.89,l,1.0,2.89,2.89
1567,1567,"MARY LEE preparado para tortitas americanas estuche 156 gr
",1.49,9.55/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 156 gr,9.55,Kg,0.156,9.55,9.55
1568,1568,DIA volantinas parmesana sobre 145 gr,0.99,6.83/Kg,https://www.dia.es/compra-online/despensa/cf?page=32&disp=,0, 145 gr,6.83,Kg,0.145,6.83,6.83
1569,1569,CHIQUILIN  galletas ositos sabor choco caja 450 gr,3.35,7.44/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 450 gr,7.44,Kg,0.45,7.44,7.44
1570,1570,VIVISIMA+ levadura cerveza envase 50 capsulas,3.95,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 50 capsulas,0.08,ud,49.375,0.08,0.08
1571,1571,QUELY picos integrales bolsa 225 grs,0.85,3.78/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 225 grs,3.78,Kg,0.225,3.78,3.78
1572,1572,ORLANDO tomate frito 0.0 sin sal ni azucares envase 350 gr,1.19,3.40/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 350 gr,3.40,Kg,0.35,3.40,3.4
1573,1573,VIVISIMA+ valeriana envase 50 capsulas,3.99,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 50 capsulas,0.08,ud,49.875,0.08,0.08
1574,1574,GALLINA BLANCA caldo casero de pollo 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1575,1575,GALLINA BLANCA caldo de cocido 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1576,1576,GALLINA BLANCA caldo de pescado 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1577,1577,GALLINA BLANCA caldo casero de verduras envase 1 lt ,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 1 lt ,1.80,l,1.0,1.80,1.8
1578,1578,GALLINA BLANCA caldo de pollo bajo en sal 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1579,1579,VIVISIMA+ cola de caballo envase 50 capsulas,3.99,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 50 capsulas,0.08,ud,49.875,0.08,0.08
1580,1580,ALBA bocaditos de pan sabor jamon y tomate bolsa 110 gr,0.99,9.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 110 gr,9.00,Kg,0.11,9.00,9.0
1581,1581,LAY'S 3 D's bugles bolsa 22 gr,0.5,17.86/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 3 D's bugles bolsa 22 gr,17.86,Kg,0.028,17.86,17.86
1582,1582,DORITOS tex-mex bolsa 40 gr ,0.5,12.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 40 gr ,12.50,Kg,0.04,12.50,12.5
1583,1583,CHEETOS pelotazos bolsa 36 gr,0.4,11.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 36 gr,11.11,Kg,0.036,11.11,11.11
1584,1584,MATUTANO fritos sabor barbacoa bolsa 49 gr,0.5,10.20/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 49 gr,10.20,Kg,0.049,10.20,10.2
1585,1585,DIA VITAL mermelada extra fresa diet frasco 330 gr,1.39,4.21/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 330 gr,4.21,Kg,0.33,4.21,4.21
1586,1586,DIA mermelada extra de ciruela frasco 390 gr,1.09,2.79/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 390 gr,2.79,Kg,0.391,2.79,2.79
1587,1587,DIA salsa brava botella 340 ml,0.95,2.88/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 340 ml,2.88,Kg,0.33,2.88,2.88
1588,1588,DIA gofre recubierto de chocolate paquete 360 gr,2.05,5.69/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 360 gr,5.69,Kg,0.36,5.69,5.69
1589,1589,DIA sazonador para fajitas sobre 30 gr,0.85,28.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 30 gr,28.33,Kg,0.03,28.33,28.33
1590,1590,DIA galletas tradicionales artesanas caja 500 gr,1.25,2.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 500 gr,2.50,Kg,0.5,2.50,2.5
1591,1591,DANONE yogur natural pack 8 unidades 120 gr,2.19,2.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 8 unidades 120 gr,2.19,Kg,1.0,2.19,2.19
1592,1592,DIA galleta digestive soja fruta caja 800 gr,2.09,2.61/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 800 gr,2.61,Kg,0.801,2.61,2.61
1593,1593,DIA GALLETECA galletas digestive de avena paquete 425 gr,1.15,2.71/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 425 gr,2.71,Kg,0.424,2.71,2.71
1594,1594,DIA salsa de yogur bote 285 gr,1.25,4.17/l,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 285 gr,4.17,l,0.3,4.17,4.17
1595,1595,DIA VEGECAMPO cebollitas y pepinillos frasco 380 gr,1.59,4.18/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 380 gr,4.18,Kg,0.38,4.18,4.18
1596,1596,DIA VEGECAMPO aceitunas negras sin hueso lata 150 gr,0.8,5.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 150 gr,5.33,Kg,0.15,5.33,5.33
1597,1597,DIA VEGECAMPO aceitunas verdes sin hueso frasco 400 gr,1.65,4.13/Kg,https://www.dia.es/compra-online/despensa/cf?page=33&disp=,0, 400 gr,4.13,Kg,0.4,4.13,4.13
1598,1598,DORITOS chili bolsa 140 gr ,1.69,12.07/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 140 gr ,12.07,Kg,0.14,12.07,12.07
1599,1599,BRILLANTE arroz redondo sabroz paquete 1 Kg,1.76,1.76/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 1 Kg,1.76,Kg,1.0,1.76,1.76
1600,1600,ROYAL levadura en polvo caja 6 sobres de 16 gr ,2.19,22.81/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 6 sobres de 16 gr ,22.81,Kg,0.096,22.81,22.81
1601,1601,ROIG huevos frescos naturelle categoria A clase L estuche 10 uds,1.95,0.20/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 10 uds,0.20,ud,9.75,0.20,0.2
1602,1602,ALBO atun claro en aceite de oliva virgen extra pack 3 latas de 48 gr,4.39,30.49/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 3 latas de 48 gr,30.49,Kg,0.144,30.49,30.49
1603,1603,DIA cacahuetes recubiertos de chocolate bolsa 250 gr ,1.79,7.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 250 gr ,7.16,Kg,0.25,7.16,7.16
1604,1604,DIA cacahuetes con cobertura de chocolate bolsa 250 gr ,1.75,7.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 250 gr ,7.00,Kg,0.25,7.00,7.0
1605,1605,SAL DIA marina de mesa fina frasco 250 gr ,0.39,1.56/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 250 gr ,1.56,Kg,0.25,1.56,1.56
1606,1606,NESCAFE cafe soluble 3 en 1 estuche 10 sobres 180 gr,2.29,12.72/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 3 en 1 estuche 10 sobres 180 gr,12.72,Kg,0.18,12.72,12.72
1607,1607,EL MOLINO DE DIA rosquillas de pan bolsa 250 gr,0.69,2.76/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 250 gr,2.76,Kg,0.25,2.76,2.76
1608,1608,DIA pan de pipas bolsas 2 x 100 gr,1.39,6.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 2 x 100 gr,6.95,Kg,0.2,6.95,6.95
1609,1609,DIA cafe expresso descafeinado 10 capsulas caja 53 gr ,1.89,0.19/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 10 capsulas caja 53 gr ,0.19,ud,9.947,0.19,0.19
1610,1610,DIA cafe expresso extra intenso 10 capsulas caja 53 gr ,1.89,0.19/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 10 capsulas caja 53 gr ,0.19,ud,9.947,0.19,0.19
1611,1611,DIA cafe expresso intenso 10 capsulas caja 53 gr ,1.89,0.19/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 10 capsulas caja 53 gr ,0.19,ud,9.947,0.19,0.19
1612,1612,DIA SNACK MANIAC pipas gigantes aguasal bolsa 200 gr,1.1,5.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 200 gr,5.50,Kg,0.2,5.50,5.5
1613,1613,DIA VITAL mermelada extra melocoton diet frasco 330 gr,1.39,4.21/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 330 gr,4.21,Kg,0.33,4.21,4.21
1614,1614,DIA GALLETECA galletas rellenas de chocolate pack 3 unidades 250 gr,1.49,1.99/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 3 unidades 250 gr,1.99,Kg,0.749,1.99,1.99
1615,1615,HORNIMANS infu suenos estuche 20 bolsitas,2.65,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 20 bolsitas,0.13,ud,20.385,0.13,0.13
1616,1616,HORNIMANS infudren estuche 20 bolsitas,2.65,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 20 bolsitas,0.13,ud,20.385,0.13,0.13
1617,1617,HORNIMANS te silueta estuche 20 bolsitas ,2.65,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 20 bolsitas ,0.13,ud,20.385,0.13,0.13
1618,1618,LIGERESA salsa top down bote 430 ml,1.7,3.95/l,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 430 ml,3.95,l,0.43,3.95,3.95
1619,1619,CUETARA Tosta rica bizcochitos rellenos caja 125 gr,2.09,16.72/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 125 gr,16.72,Kg,0.125,16.72,16.72
1620,1620,LACASITOS bolsa 190 gr,2.59,13.63/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 190 gr,13.63,Kg,0.19,13.63,13.63
1621,1621,LACASA conguitos chocolate y cacahuetes bolsa 220 gr,2.49,11.32/Kg,https://www.dia.es/compra-online/despensa/cf?page=34&disp=,0, 220 gr,11.32,Kg,0.22,11.32,11.32
1622,1622,NESTLE cereales lion caramelo y chocolate caja 400 gr ,2.89,7.23/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 400 gr ,7.23,Kg,0.4,7.23,7.23
1623,1623,KINDER Bueno white chocolate blanco pack 3 unidades 117 gr,2.39,20.43/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 3 unidades 117 gr,20.43,Kg,0.117,20.43,20.43
1624,1624,ARLUY mini galletas con sabor a chocolate paquete 500 gr,3.19,6.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 500 gr,6.38,Kg,0.5,6.38,6.38
1625,1625,WASA VITALITE pan avena paquete 280 grs,2.45,8.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 280 grs,8.75,Kg,0.28,8.75,8.75
1626,1626,CUETARA Tosta rica oceanix galletas con pepitas de chocolate caja 480 gr,3.55,7.40/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 480 gr,7.40,Kg,0.48,7.40,7.4
1627,1627,DIA LACTEA nata para montar pack 3 unidades 200 ml,1.49,2.48/l,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 3 unidades 200 ml,2.48,l,0.601,2.48,2.48
1628,1628,DIA LACTEA nata liquida para cocinar 18% M.G. pack 3 unidades 200 ml,1.35,2.25/l,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 3 unidades 200 ml,2.25,l,0.6,2.25,2.25
1629,1629,DIA VEGECAMPO garbanzos con verduras frasco 400 gr,0.95,2.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 400 gr,2.38,Kg,0.399,2.38,2.38
1630,1630,DIA MARI MARINERA mejillon al natural 14/18 piezas lata 69 gr,1.15,16.67/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 69 gr,16.67,Kg,0.069,16.67,16.67
1631,1631,ASTURIANA nata para  montar envase 1lt,3.75,3.75/l,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0,,3.75,l,1.0,3.75,3.75
1632,1632,VIVISIMA+ cabello unas piel envase 50 capsulas,3.95,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 50 capsulas,0.08,ud,49.375,0.08,0.08
1633,1633,VIVISIMA+ chitosan envase 50 capsulas,3.95,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 50 capsulas,0.08,ud,49.375,0.08,0.08
1634,1634,DIA yogur panache desnatado fresa/limon/pina pack 6 unidades 125 g,0.89,1.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 6 unidades 125 g,1.19,Kg,0.748,1.19,1.19
1635,1635,MILKA cake & choc paquete 175 gr ,2.29,13.09/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 175 gr ,13.09,Kg,0.175,13.09,13.09
1636,1636,CAPITAN MANI crema de cacahuete bote 340 grs,3.29,9.68/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 340 grs,9.68,Kg,0.34,9.68,9.68
1637,1637,EL MOLINO DE DIA pan de leche bolsa 420 gr,1.55,3.69/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 420 gr,3.69,Kg,0.42,3.69,3.69
1638,1638,CUETARA galletas de desayuno napolitanas con canela paquete 500 grs,2.19,4.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 500 grs,4.38,Kg,0.5,4.38,4.38
1639,1639,CUETARA TostaRica Choco Guay galletas rellenas de chocolate y crema caja 168 gr ,1.89,11.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 168 gr ,11.25,Kg,0.168,11.25,11.25
1640,1640,VIVISIMA+ jalea real envase 12 viales,4.89,0.41/ud,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 12 viales,0.41,ud,11.927,0.41,0.41
1641,1641,EXITO corazon alcacho 8/10 LATA 240GR,2.49,10.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0,,10.38,Kg,0.24,10.38,10.38
1642,1642,FACUN pipas tostadas sin sal bolsa 100 gr,1.39,13.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 100 gr,13.90,Kg,0.1,13.90,13.9
1643,1643,JOLCA aceituna rellena de anchoa lata 130 gr,1.35,10.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 130 gr,10.38,Kg,0.13,10.38,10.38
1644,1644,DIA torreznos bolsa 120 gr,1.45,12.08/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 120 gr,12.08,Kg,0.12,12.08,12.08
1645,1645,DULCESOL dolcesoles cacao paquete 4 uds,1.15,6.39/Kg,https://www.dia.es/compra-online/despensa/cf?page=35&disp=,0, 4 uds,6.39,Kg,0.18,6.39,6.39
1646,1646,DIA noodles sabor pollo bolsa bolsa 85 gr,0.59,6.94/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 85 gr,6.94,Kg,0.085,6.94,6.94
1647,1647,POTE azafran en hebras caja 4 sobres,2.89,7Â 225.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 4 sobres,7Â 225.00,Kg,2.89,1,1.0
1648,1648,POTE azafran molido caja 4 sobres,2.79,6Â 975.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 4 sobres,6Â 975.00,Kg,2.79,1,1.0
1649,1649,ALBO calamares en su tinta lata 72 gr,2.45,34.03/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 72 gr,34.03,Kg,0.072,34.03,34.03
1650,1650,TRUVÃA endulzante de stevia 0 calorias caja 40 sobres,2.25,56.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 0 calorias caja 40 sobres,56.25,Kg,0.04,56.25,56.25
1651,1651,DR.OETKER colorantes alimentarios 4 colores caja 40 gr,2.99,74.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 4 colores caja 40 gr,74.75,Kg,0.04,74.75,74.75
1652,1652,ORLANDO tomate frito envase 780 gr,1.29,1.65/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 780 gr,1.65,Kg,0.782,1.65,1.65
1653,1653,CUETARA tosta rica galleta caja 570 gr,1.95,3.42/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 570 gr,3.42,Kg,0.57,3.42,3.42
1654,1654,VIVISIMA+ colageno envase 50 capsulas,3.95,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 50 capsulas,0.08,ud,49.375,0.08,0.08
1655,1655,VALOR chocolate puro almendras s/azucar tableta 150 gr,2.89,19.27/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 150 gr,19.27,Kg,0.15,19.27,19.27
1656,1656,VALOR chocolate negro 70% cacao s/azucar tableta 125 gr,1.99,15.92/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 125 gr,15.92,Kg,0.125,15.92,15.92
1657,1657,DIA mermelada extra de albaricoque frasco 390 gr,1.09,2.79/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 390 gr,2.79,Kg,0.391,2.79,2.79
1658,1658,FRIT RAVICH  mix frutos secos bolsa 380 gr,2.59,6.82/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 380 gr,6.82,Kg,0.38,6.82,6.82
1659,1659,NESTLE chocolate blanco postres tableta 180 gr,2.39,13.28/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 180 gr,13.28,Kg,0.18,13.28,13.28
1660,1660,MILKA chocolate con oreo tableta 100 gr,1.19,11.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 100 gr,11.90,Kg,0.1,11.90,11.9
1661,1661,DIA salsa ligera frasco 450 ml,0.95,2.11/l,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 450 ml,2.11,l,0.45,2.11,2.11
1662,1662,DIA patatas fritas queso mediterraneo bolsa 150 gr,0.89,5.93/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 150 gr,5.93,Kg,0.15,5.93,5.93
1663,1663,DIA GALLETECA galleta Maria dorada paquete 800 gr,1.05,1.31/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 800 gr,1.31,Kg,0.802,1.31,1.31
1664,1664,KELLOGGS cereales all-bran chocolate paquete 375 gr,2.99,7.97/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 375 gr,7.97,Kg,0.375,7.97,7.97
1665,1665,PICTOLIN caramelo eucalipto sin azucar bolsa 200 gr,2.05,10.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 200 gr,10.25,Kg,0.2,10.25,10.25
1666,1666,PICTOLIN caramelo eucalipto bolsa 300 gr,2.05,6.83/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 300 gr,6.83,Kg,0.3,6.83,6.83
1667,1667,GALLO noquis bolitas de patata bandeja 400 gr,1.37,3.43/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 400 gr,3.43,Kg,0.399,3.43,3.43
1668,1668,DIA caldo de pollo estuche 24 pastillas,0.85,0.85/ud,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 24 pastillas,0.85,ud,1.0,0.85,0.85
1669,1669,DIA caramelo sin azucar sabor regaliz bolsa 200 gr,1.99,9.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=36&disp=,0, 200 gr,9.95,Kg,0.2,9.95,9.95
1670,1670,GULLON zero galleta sandwich con chocolate paquete 250 gr,1.75,7.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 250 gr,7.00,Kg,0.25,7.00,7.0
1671,1671,ROYAL preparado para tarta de chocolate con milka estuche 350 gr,3.69,10.54/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 350 gr,10.54,Kg,0.35,10.54,10.54
1672,1672,CHEETOS gustosines bolsa 35 gr,0.5,14.29/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 35 gr,14.29,Kg,0.035,14.29,14.29
1673,1673,GALLO espagueti integral paquete 450 gr,1.66,3.69/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 450 gr,3.69,Kg,0.45,3.69,3.69
1674,1674,GALLINA BLANCA caldo casero de pollo 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1675,1675,GALLINA BLANCA caldo casero de pollo 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1676,1676,GALLINA BLANCA caldo de cocido 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1677,1677,GALLINA BLANCA caldo de pescado 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1678,1678,GALLINA BLANCA caldo casero de verduras envase 1 lt ,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt ,1.80,l,1.0,1.80,1.8
1679,1679,GALLINA BLANCA caldo de pollo bajo en sal 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1680,1680,GALLINA BLANCA caldo de pescado 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1681,1681,GALLINA BLANCA caldo de pollo bajo en sal 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1682,1682,GALLINA BLANCA caldo de carne 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1683,1683,GALLINA BLANCA caldo de cocido 100% natural envase 1 lt,1.8,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 1 lt,1.80,l,1.0,1.80,1.8
1684,1684,ORTIZ tostaditas de arandanos bolsa 90 gr,1.79,17.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 90 gr,17.90,Kg,0.1,17.90,17.9
1685,1685,DANONE ACTIMEL yogur liquido natural 0% M.G pack 12 unidades 100 gr ,5.19,4.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 12 unidades 100 gr ,4.33,Kg,1.199,4.33,4.33
1686,1686,SUSARON laxsana sabor ciruela estuche 20 bolsitas,2.59,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 20 bolsitas,0.13,ud,19.923,0.13,0.13
1687,1687,BICENTURY galleta devoragras con yogur limon paquete 160 gr ,2.29,14.31/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 160 gr ,14.31,Kg,0.16,14.31,14.31
1688,1688,BICENTURY barritas sustituye de chocolate con leche caja 4 uds,3.99,31.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 4 uds,31.17,Kg,0.128,31.17,31.17
1689,1689,DIA AL PUNTO lentejas con verduras lata 415 gr,0.79,1.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 415 gr,1.90,Kg,0.416,1.90,1.9
1690,1690,Barra de pan chapata 400 gr ,0.6,2.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 400 gr ,2.00,Kg,0.3,2.00,2.0
1691,1691,DIA pan rallado con ajo y perejil bolsa 500 gr,0.79,1.58/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 500 gr,1.58,Kg,0.5,1.58,1.58
1692,1692,COSTA bicarbonato bote 200 gr,1.05,5.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 200 gr,5.25,Kg,0.2,5.25,5.25
1693,1693,GALLINA BLANCA caldo de pollo 100% natural envase 2 x 1 lt,3.25,1.63/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 2 x 1 lt,1.63,l,1.994,1.63,1.63
1694,1694,CERRO LA COTA crema membrillo tarrina 250 gr,1.0,4.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0, 250 gr,4.00,Kg,0.25,4.00,4.0
