,producto,precio,cantidad,medida,cantidad_
1377,KINDER Bueno chocoLate pack 3 unidades envase 129 gr,2.39,0.129,kg,0.129
1378,"DANI ajo moLida frasco 55 gr
",1.35,0.055,kg,0.055
1379,DANI pimienta negra moLida frasco 45 gr,1.49,0.045,kg,0.045
1380,DANI nuez moscada moLida frasco 45 g,1.15,0.045,kg,0.045
1381,DIA eduLcorante 850 comprimidos bote 50 gr ,1.15,0.05,kg,0.05
1382,DIA SUEÃÂOS geLatina de fresa pack 6 unidades 100 gr,0.85,0.599,kg,0.599
1383,VALOR chocoLate con Leche y aLmendras 0% azucares anadidos tabLeta 150 gr,3.19,0.15,kg,0.15
1384,VALOR chocoLate puro con aLmendras tabLeta 250 gr,3.0,0.25,kg,0.25
1385,DIA te negro earL grey estuche 25 boLsitas,1.15,1.0,ud,1.0
1386,DIA MARI MARINERA berberechos aL naturaL 60/90 piezas Lata 63 gr,2.25,0.063,kg,0.063
1387,DIA gaLLetas cookies con pepitas de chocoLate 40% estuche 225 gr,0.89,0.225,kg,0.225
1388,KINDER Joy huevo sorpresa chocoLate 3X60 GR,3.59,0.18,kg,0.18
1389,LA VIEJA FABRICA mermeLada de meLocoton frasco 350 gr,2.25,0.35,kg,0.35
1390,DIA cereaLes reLLenos de Leche paquete 500 gr,2.05,0.5,kg,0.5
1391,RISI triskys boLsa 115GR,1.07,0.115,kg,0.115
1392,OLD EL PASO nachips boLsa 200 gr,2.39,0.2,kg,0.2
1393,OREO gaLLeta originaL paquete 154 gr,1.19,0.154,kg,0.154
1394,PASCUAL Leche semidesnatada caLcio envase 1 Lt,1.44,1.0,L,1.0
1395,DIA ALMAZARA DEL OLIVAR aceite de oLiva virgen extra garrafa 5 Lt,18.99,4.997,L,4.997
1396,DIA ALMAZARA DEL OLIVAR aceite de oLiva virgen extra boteLLa 1 Lt,3.95,1.0,L,1.0
1397,DIA bifidus naturaL 0% M.G. pack 8 unidades 125 gr,1.29,1.0,kg,1.0
1398,DIA natiLLas con gaLLeta pack 4 unidades 125 g,0.89,0.5,kg,0.5
1399,CARRETILLA esparragos bLancos extra muy grueso 6/12 piezas frasco 325 gr,3.89,0.325,kg,0.325
1400,CUETARA bocaditos sabor Limon paquete 150 gr ,1.0,0.15,kg,0.15
1401,ORLANDO tomate frito envase 350 gr,0.69,0.35,kg,0.35
1402,DULCESOL bocaditos paquete 370 gr,1.49,0.37,kg,0.37
1403,ORLANDO tomate frito con aceite oLiva envase 350 gr,1.09,0.35,kg,0.35
1404,REINA natiLLas con gaLLeta pack 4 unidades 125 g,1.05,0.5,kg,0.5
1405,DIA FIDIAS yogur aL estiLo griego con fresa pack 4 unidades 125 gr,1.29,0.5,kg,0.5
1406,VALOR chocoLate a La taza tabLeta 300 g,2.25,0.3,kg,0.3
1407,EL MOLINO DE DIA bocaditos aL cacao boLsa 330 gr,1.09,0.33,kg,0.33
1408,ORBIT chicLe grageas sabor menta fuerte paquete 5 uds,2.29,0.08,kg,0.08
1409,LA PIARA pate tapa negra -50% grasa pack 2 Latas 146 gr,2.87,0.146,kg,0.146
1410,ISABEL atun en aceite girasoL pack 3 Latas de 52 gr,2.29,0.156,kg,0.156
1411,DIA VEGECAMPO aceitunas verdes sin hueso pack 3 x 75 gr ,1.35,0.225,kg,0.225
1412,LU PRINCIPE mini gaLLetas reLLenas de chocoLate pack 4 boLsitas paquete 160 gr,1.59,0.16,kg,0.16
1413,DIA MARI MARINERA mejiLLones en escabeche picante 14/18 piezas Lata 69 gr,1.15,0.069,kg,0.069
1414,Barra de pan picado andaLuz 130 gr,0.32,0.13,kg,0.13
1415,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1416,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1417,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1418,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
1419,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1420,EAGLE cacahuete frito con mieL y saL boLsa 90 gr,1.59,0.09,kg,0.09
1421,HORNIMANS infusion frutaL frambuesa rooibos estuche 20 boLsitas,2.65,20.385,ud,20.385
1422,MAGGI jugoso aL horno hierbas provenzaLes sobre 34 gr,1.09,1.0,ud,1.0
1423,CODAN mini conchas de chocoLate paquete 180gr,1.19,0.18,kg,0.18
1424,SMINT pastiLLas de peppermint sin azucar Lata 35 gr,1.89,0.035,kg,0.035
1425,OLD EL PASO saLsa mejicana frasco 200 gr ,1.99,0.19,kg,0.19
1426,OLD EL PASO saLsa de queso frasco 200 gr ,1.99,0.2,kg,0.2
1427,SAFRINA azafran en hebras 0.375 gr ,1.55,1.55,kg,1.55
1428,KELLOGGS cereaLes choco krave caja 375 gr,3.75,0.375,kg,0.375
1429,DIA VITAL postre soja chocoLate pack 4 unidades 100 gr,1.25,0.399,kg,0.399
1430,DIA SNACK MANIAC cacahuete con cascara sin saL boLsa 400 gr,1.39,0.401,kg,0.401
1431,PASCUAL Leche semidesnatada sin Lactosa envase 1 Lt,1.15,1.0,L,1.0
1432,PASCUAL Leche desnatada sin Lactosa envase 1 Lt,1.15,1.0,L,1.0
1433,LUENGO aLubia cocida frasco 400 gr ,0.99,0.401,kg,0.401
1434,DIA fabada asturiana Lata 865 gr ,1.99,0.865,kg,0.865
1435,BONKA cafe moLido mezcLa paquete 250 gr,2.49,0.25,kg,0.25
1436,BONKA cafe moLido descafeinado paquete 250 gr,2.89,0.25,kg,0.25
1437,BONKA cafe moLido naturaL paquete 250 gr,2.49,0.25,kg,0.25
1438,DIA MARI MARINERA atun en tomate pack 3 Latas de 52 gr,1.59,0.156,kg,0.156
1439,TOSCAF cafe naturaL en grano paquete 500 gr,5.09,0.5,kg,0.5
1440,TABASCO saLsa picante BOTELLA 60 ML,2.69,0.06,L,0.06
1441,MILKA gaLLetas chocowafer 180 grs,2.29,0.18,kg,0.18
1442,TOSFRIT apetinas ketchup boLsa 90GRS,1.07,0.09,kg,0.09
1443,DIA CAFETERÃÂA cafe moLido mezcLa naturaL paquete 2 x 250 gr ,2.89,0.5,kg,0.5
1444,DIA CAFETERÃÂA cafe en grano naturaL paquete 500 gr,3.99,0.5,kg,0.5
1445,LA ASTURIANA aLubias pintas cocidas frasco 400 gr ,1.15,0.399,kg,0.399
1446,DONUTS fondant estuche 4 uds 204 gr,2.19,0.204,kg,0.204
1447,EL MOLINO DE DIA Barra de pan de picos 260 gr,0.55,0.259,kg,0.259
1448,ALBO atun cLaro en aceite de oLiva pack 3 Latas de 48 gr,4.39,0.192,kg,0.192
1449,PULEVA Leche omega 3 con nueces envase 1 Lt,1.39,1.0,L,1.0
1450,VIVESOY bebida de soja Ligera envase 1 Lt,1.59,1.0,L,1.0
1451,CODAN magdaLenas 0% azucares anadidos boLsa 350 gr,2.39,0.35,kg,0.35
1452,DIA patatas fritas onduLadas boLsa 150 gr,0.57,0.15,kg,0.15
1453,GALLINA BLANCA saLsa chiLindron sobre 52 gr,1.39,0.052,kg,0.052
1454,LACASA chocoLate con Lacasitos tabLeta 100 gr,1.35,0.1,kg,0.1
1455,LACASITOS chocoLate tubo pack 4 uds 80 gr ,2.19,0.08,kg,0.08
1456,DANONE DANACOL yogur Liquido naturaL pack 12 unidades 100 g,6.19,1.2,kg,1.2
1457,DANONE DANACOL yogur Liquido fresa pack 12 unidades 100 g,6.19,1.2,kg,1.2
1458,DANONE yogur fresa. macedonia. Limon y gaLLeta pack 8 unidades 120 gr,2.25,0.962,kg,0.962
1459,DR.OETKER geLatina en Laminas sobre 12 Laminas,1.99,0.02,kg,0.02
1460,DIA CAPRICHOSO fLan de queso pack 4 unidades 100 gr,1.65,0.4,kg,0.4
1461,MENTOLIN carameLo sabor menta fresca boLsa 250 gr,1.89,0.25,kg,0.25
1462,NESTLE cereaLes fitness caja 450 gr,2.99,0.45,kg,0.45
1463,BRIOCHE PASQUIER pan de Leche boLsa 280 gr,2.15,0.28,kg,0.28
1464,ALBA bocaditos de pan sabor tomate y oregano boLsa 110 gr,1.15,0.11,kg,0.11
1465,ARTIACH Marbu doradas 0% azucares caja 400 gr,2.49,0.4,kg,0.4
1466,SERPIS aceitunas reLLenas de anchoas Lata 130 gr,1.55,0.13,kg,0.13
1467,DIA VEGECAMPO pepiniLLos agriduLces frasco 360 gr ,1.45,0.36,kg,0.36
1468,LA PIARA pate de atun Lata 2 x 75 gr,2.95,0.15,kg,0.15
1469,VEGEDIA bebida de soja Light envase 1 Lt,0.85,1.0,L,1.0
1470,PRIMA ketchup cLasico bote 600 gr,2.05,0.599,kg,0.599
1471,MEICA saLchichas cocidas bockwurst frasco 250 gr ,3.79,0.25,kg,0.25
1472,DIA LACTEA Leche semidesnatada sin Lactosa envase 1 Lt,0.77,1.0,L,1.0
1473,GALLO harina de trigo paquete 1 kg,0.99,1.0,kg,1.0
1474,KELLOGGS cereaLes choco krispies caja 450 gr,2.89,0.45,kg,0.45
1475,KELLOGGS cereaLes smacks caja 450 gr,3.49,0.45,kg,0.45
1476,KELLOGGS cereaLes frosties caja 450 gr,3.49,0.45,kg,0.45
1477,NESTLE cereaLes chocapic paquete 500 gr,2.99,0.5,kg,0.5
1478,BORGES vinagre baLsamico de modena boteLLa 50 cL,3.45,0.5,L,0.5
1479,NESTLE bicompartidos KIT-KAT pack 2 x 115 gr,1.65,0.256,kg,0.256
1480,PRINGLES patatas fritas paprika tubo 165 gr,2.1,0.165,kg,0.165
1481,DANONE ACTIMEL yogur Liquido fresa pack 12 unidades 100 gr,5.19,1.199,kg,1.199
1482,DANONE ACTIVIA bifidus naturaL eduLcorado 0% M.G pack 4 unidades 120 gr,1.99,0.48,kg,0.48
1483,DANONE DANET natiLLas vainiLLa pack 8 unidades 120 gr,3.35,0.96,kg,0.96
1484,LIGERESA saLsa fina originaL frasco 225 mL ,1.29,0.225,L,0.225
1485,GALLO saLsa boLonesa tarro 350 gr,1.95,0.35,kg,0.35
1486,DANONE ACTIVIA bifidus de mango pack 4 unidades 120 gr,2.49,0.48,kg,0.48
1487,DANONE ACTIVIA bifidus de meLocoton 0% M.G pack 4 unidades 120 gr,2.49,0.48,kg,0.48
1488,NESTLE SMARTIES bicompartidos envase 2 x 115 gr,1.65,0.256,kg,0.256
1489,KINDER huevos schokobons boLsa 125 gr,2.69,0.125,kg,0.125
1490,GULLON gaLLetas Maria Ligera sin saL y sin azucar caja 600 grs,2.85,0.6,kg,0.6
1491,DIA NATURMUNDO aveLLanas tostadas boLsa 200 gr,2.95,0.2,kg,0.2
1492,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1493,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1494,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1495,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
1496,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1497,FRIT RAVICH datiLes bandeja 500 gr,2.95,0.5,kg,0.5
1498,ALPRO bebida de soja Ligera envase 1 Lt,1.59,1.0,L,1.0
1499,MAGGI pasta orientaL yakisoba cLassic sobre 120 gr ,1.69,0.12,kg,0.12
1500,DIA sopa jardinera sobre 85 grs,0.45,0.075,kg,0.075
1501,DIA napoLitana reLLena de chocoLate paquete 320 gr,1.15,0.32,kg,0.32
1502,BIMBO pan de moLde naturaL 100% boLsa 460 gr,1.89,0.46,kg,0.46
1503,GIGANTE VERDE maiz cLasico bipack LATA 280GR,1.89,0.28,kg,0.28
1504,DIA yogur naturaL desnatado pack 6 unidades 125 g,0.79,0.752,kg,0.752
1505,DIA yogur naturaL desnatado eduLcorado pack 6 unidades 125 g,0.79,0.752,kg,0.752
1506,DIA VEGECAMPO tomate frito pack 3 unidades 390 gr,0.95,1.173,kg,1.173
1507,DIA pate de higado de cerdo tarro 200 gr ,0.89,0.2,kg,0.2
1508,DIA CAPRICHOSO natiLLas sabor vainiLLa pack 6 unidades 125 gr,0.99,0.75,kg,0.75
1509,DIA CAPRICHOSO natiLLas sabor chocoLate pack 6 unidades 125 gr,0.99,0.75,kg,0.75
1510,DIA MARI MARINERA sardinas en aceite de girasoL pack 2 Latas 82 gr,1.1,0.17,kg,0.17
1511,DIA MARI MARINERA sardiniLLas en aceite de girasoL pack de 2 Latas de 62 gr,1.15,0.13,kg,0.13
1512,DIA VEGECAMPO aceitunas verdes con hueso sabor anchoa frasco 500 gr ,2.45,0.5,kg,0.5
1513,DIA saLsa cesar boteLLa 300 mL,1.25,0.3,L,0.3
1514,DIA saLsa carbonara frasco 260 gr,0.99,0.26,kg,0.26
1515,PULEVA Max crecimiento con cereaLes envase 1 Lt,1.46,1.0,L,1.0
1516,DIA mojicon envasados individuaLmente boLsa 500 gr,1.95,0.5,kg,0.5
1517,DIA SNACK MANIAC paLomitas sabor mantequiLLa caja 270 gr,1.35,0.27,kg,0.27
1518,DIA cocktaiL frutos secos boLsa 500 gr,2.05,0.5,kg,0.5
1519,SMINT pastiLLas de fresa sin azucar Lata 35 gr,1.89,0.035,kg,0.035
1520,GULLON zero gaLLeta maria paquete 400 gr,2.25,0.4,kg,0.4
1521,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1522,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1523,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1524,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
1525,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1526,DIA MIELOVE mieL de fLores antigoteo bote 500 gr ,3.55,0.5,kg,0.5
1527,GALLO heLices con tomate y espinacas paquete 450 gr,1.63,0.45,kg,0.45
1528,DIA barquiLLo surtidos  chocoLate boLsa 400 gr,1.49,0.399,kg,0.399
1529,CABO DE HORNOS navajas aL naturaL Lata 63 gr,2.39,0.063,kg,0.063
1530,FRAGATA aceituna manzaniLLa reLLena de anchoa Lata 150 gr,1.59,0.15,kg,0.15
1531,OREO gaLLeta dobLe crema paquete 185 gr,1.69,0.185,kg,0.185
1532,DIA mini biscotte paquete 350 gr,1.49,0.35,kg,0.35
1533,DIA VEGECAMPO judion cocido extra frasco 400 gr,1.29,0.399,kg,0.399
1534,DIA mermeLada extra meLocoton frasco 390 gr,1.05,0.39,kg,0.39
1535,DIA mermeLada extra fresa frasco 390 gr,1.05,0.39,kg,0.39
1536,DIA FIDIAS yogur griego naturaL pack 6 unidades 125 gr,1.05,0.75,kg,0.75
1537,DIA FIDIAS yogur griego naturaL azucarado pack 6 unidades 125 gr,1.09,0.752,kg,0.752
1538,DIA FIDIAS yogur aL estiLo griego con fresas pack 6 unidades 125 gr,1.39,0.751,kg,0.751
1539,DIA maiz tostado gigante boLsa 200 gr,1.35,0.2,kg,0.2
1540,DIA cereaLes muesLi con chocoLate paquete 500 gr,1.99,0.5,kg,0.5
1541,DIA paneciLLos tostados con tomate y oregano paquete 160 gr,0.89,0.16,kg,0.16
1542,DIA paneciLLo ajo y perejiL boLsa 160 gr,0.89,0.16,kg,0.16
1543,INES ROSALES tortas de anis con aceite de oLiva paquete 180 gr,1.39,0.18,kg,0.18
1544,M&M's con reLLeno de chocoLate boLsa 200 gr,2.59,0.2,kg,0.2
1545,COSTA saL yodo+fLuor paquete 1 kg,0.69,1.0,kg,1.0
1546,COSTA saL pLus+ paquete 1 kg,0.99,1.0,kg,1.0
1547,ALBO bonito deL norte en aceite de oLiva Lata 82 gr,2.99,0.082,kg,0.082
1548,ALBO sardinas picantonas Lata 85 gr,1.99,0.085,kg,0.085
1549,DIA MARI MARINERA atun en aceite de girasoL Lata 650 gr,5.3,0.65,kg,0.65
1550,JOLCA aceituna reLLena de anchoa suave Lata 130 gr,1.45,0.13,kg,0.13
1551,NESTLE chocoLate tres chocoLates tabLeta 120 gr,1.65,0.12,kg,0.12
1552,NESTLE chocoLate extrafino duLce de Leche tabLeta 120 gr,1.59,0.12,kg,0.12
1553,DIA MARI MARINERA zamburinas en saLsa vieira Lata 63 gr,1.45,0.065,kg,0.065
1554,HALLS carameLo sabor eucaLipto paquete 2 uds 64 gr,1.79,0.064,kg,0.064
1555,HALLS carameLo sabor mieL-Limon paquete 2 uds 67 gr,1.79,0.067,kg,0.067
1556,HALLS carameLo sabor citricos vitamina C paquete 2 uds 64 gr,1.79,0.064,kg,0.064
1557,OLD EL PASO sazonador para fajitas sobre 30 gr ,1.19,0.03,kg,0.03
1558,DIA SUEÃÂOS postre geLificado de fresa. Limon y muLtifrutas pack 6 unidades 100 gr,0.85,0.599,kg,0.599
1559,GALLO fideo NÃÂº 4 paquete 450 gr,1.19,0.451,kg,0.451
1560,GALLO fideo NÃÂº 1 paquete 450 gr,1.19,0.451,kg,0.451
1561,PRIMA mostaza americana bote 300 gr,1.39,0.33,kg,0.33
1562,KNORR crema de bogavante y cigaLas envase 500 mL,2.99,0.5,L,0.5
1563,MAILLE mostaza dijon originaL tarro 215 gr,2.65,0.215,kg,0.215
1564,VALOR chocoLate con Leche y aLmendra tabLeta 250 gr,3.0,0.25,kg,0.25
1565,DIA CAPRICHOSO copa de chocoLate y nata pack 4 unidades 115 gr,0.85,0.459,kg,0.459
1566,GALLINA BLANCA Gourmet caLdo de poLLo de corraL 100% naturaL envase 1 Lt,2.89,1.0,L,1.0
1567,"MARY LEE preparado para tortitas americanas estuche 156 gr
",1.49,0.156,kg,0.156
1568,DIA voLantinas parmesana sobre 145 gr,0.99,0.145,kg,0.145
1569,CHIQUILIN  gaLLetas ositos sabor choco caja 450 gr,3.35,0.45,kg,0.45
1570,VIVISIMA+ Levadura cerveza envase 50 capsuLas,3.95,49.375,ud,49.375
1571,QUELY picos integraLes boLsa 225 grs,0.85,0.225,kg,0.225
1572,ORLANDO tomate frito 0.0 sin saL ni azucares envase 350 gr,1.19,0.35,kg,0.35
1573,VIVISIMA+ vaLeriana envase 50 capsuLas,3.99,49.875,ud,49.875
1574,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1575,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1576,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1577,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
1578,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1579,VIVISIMA+ coLa de cabaLLo envase 50 capsuLas,3.99,49.875,ud,49.875
1580,ALBA bocaditos de pan sabor jamon y tomate boLsa 110 gr,0.99,0.11,kg,0.11
1581,LAY'S 3 D's bugLes boLsa 22 gr,0.5,0.028,kg,0.028
1582,DORITOS tex-mex boLsa 40 gr ,0.5,0.04,kg,0.04
1583,CHEETOS peLotazos boLsa 36 gr,0.4,0.036,kg,0.036
1584,MATUTANO fritos sabor barbacoa boLsa 49 gr,0.5,0.049,kg,0.049
1585,DIA VITAL mermeLada extra fresa diet frasco 330 gr,1.39,0.33,kg,0.33
1586,DIA mermeLada extra de cirueLa frasco 390 gr,1.09,0.391,kg,0.391
1587,DIA saLsa brava boteLLa 340 mL,0.95,0.33,kg,0.33
1588,DIA gofre recubierto de chocoLate paquete 360 gr,2.05,0.36,kg,0.36
1589,DIA sazonador para fajitas sobre 30 gr,0.85,0.03,kg,0.03
1590,DIA gaLLetas tradicionaLes artesanas caja 500 gr,1.25,0.5,kg,0.5
1591,DANONE yogur naturaL pack 8 unidades 120 gr,2.19,1.0,kg,1.0
1592,DIA gaLLeta digestive soja fruta caja 800 gr,2.09,0.801,kg,0.801
1593,DIA GALLETECA gaLLetas digestive de avena paquete 425 gr,1.15,0.424,kg,0.424
1594,DIA saLsa de yogur bote 285 gr,1.25,0.3,L,0.3
1595,DIA VEGECAMPO ceboLLitas y pepiniLLos frasco 380 gr,1.59,0.38,kg,0.38
1596,DIA VEGECAMPO aceitunas negras sin hueso Lata 150 gr,0.8,0.15,kg,0.15
1597,DIA VEGECAMPO aceitunas verdes sin hueso frasco 400 gr,1.65,0.4,kg,0.4
1598,DORITOS chiLi boLsa 140 gr ,1.69,0.14,kg,0.14
1599,BRILLANTE arroz redondo sabroz paquete 1 kg,1.76,1.0,kg,1.0
1600,ROYAL Levadura en poLvo caja 6 sobres de 16 gr ,2.19,0.096,kg,0.096
1601,ROIG huevos frescos natureLLe categoria A cLase L estuche 10 uds,1.95,9.75,ud,9.75
1602,ALBO atun cLaro en aceite de oLiva virgen extra pack 3 Latas de 48 gr,4.39,0.144,kg,0.144
1603,DIA cacahuetes recubiertos de chocoLate boLsa 250 gr ,1.79,0.25,kg,0.25
1604,DIA cacahuetes con cobertura de chocoLate boLsa 250 gr ,1.75,0.25,kg,0.25
1605,SAL DIA marina de mesa fina frasco 250 gr ,0.39,0.25,kg,0.25
1606,NESCAFE cafe soLubLe 3 en 1 estuche 10 sobres 180 gr,2.29,0.18,kg,0.18
1607,EL MOLINO DE DIA rosquiLLas de pan boLsa 250 gr,0.69,0.25,kg,0.25
1608,DIA pan de pipas boLsas 2 x 100 gr,1.39,0.2,kg,0.2
1609,DIA cafe expresso descafeinado 10 capsuLas caja 53 gr ,1.89,9.947,ud,9.947
1610,DIA cafe expresso extra intenso 10 capsuLas caja 53 gr ,1.89,9.947,ud,9.947
1611,DIA cafe expresso intenso 10 capsuLas caja 53 gr ,1.89,9.947,ud,9.947
1612,DIA SNACK MANIAC pipas gigantes aguasaL boLsa 200 gr,1.1,0.2,kg,0.2
1613,DIA VITAL mermeLada extra meLocoton diet frasco 330 gr,1.39,0.33,kg,0.33
1614,DIA GALLETECA gaLLetas reLLenas de chocoLate pack 3 unidades 250 gr,1.49,0.749,kg,0.749
1615,HORNIMANS infu suenos estuche 20 boLsitas,2.65,20.385,ud,20.385
1616,HORNIMANS infudren estuche 20 boLsitas,2.65,20.385,ud,20.385
1617,HORNIMANS te siLueta estuche 20 boLsitas ,2.65,20.385,ud,20.385
1618,LIGERESA saLsa top down bote 430 mL,1.7,0.43,L,0.43
1619,CUETARA Tosta rica bizcochitos reLLenos caja 125 gr,2.09,0.125,kg,0.125
1620,LACASITOS boLsa 190 gr,2.59,0.19,kg,0.19
1621,LACASA conguitos chocoLate y cacahuetes boLsa 220 gr,2.49,0.22,kg,0.22
1622,NESTLE cereaLes Lion carameLo y chocoLate caja 400 gr ,2.89,0.4,kg,0.4
1623,KINDER Bueno white chocoLate bLanco pack 3 unidades 117 gr,2.39,0.117,kg,0.117
1624,ARLUY mini gaLLetas con sabor a chocoLate paquete 500 gr,3.19,0.5,kg,0.5
1625,WASA VITALITE pan avena paquete 280 grs,2.45,0.28,kg,0.28
1626,CUETARA Tosta rica oceanix gaLLetas con pepitas de chocoLate caja 480 gr,3.55,0.48,kg,0.48
1627,DIA LACTEA nata para montar pack 3 unidades 200 mL,1.49,0.601,L,0.601
1628,DIA LACTEA nata Liquida para cocinar 18% M.G. pack 3 unidades 200 mL,1.35,0.6,L,0.6
1629,DIA VEGECAMPO garbanzos con verduras frasco 400 gr,0.95,0.399,kg,0.399
1630,DIA MARI MARINERA mejiLLon aL naturaL 14/18 piezas Lata 69 gr,1.15,0.069,kg,0.069
1631,ASTURIANA nata para  montar envase 1Lt,3.75,1.0,L,1.0
1632,VIVISIMA+ cabeLLo unas pieL envase 50 capsuLas,3.95,49.375,ud,49.375
1633,VIVISIMA+ chitosan envase 50 capsuLas,3.95,49.375,ud,49.375
1634,DIA yogur panache desnatado fresa/Limon/pina pack 6 unidades 125 g,0.89,0.748,kg,0.748
1635,MILKA cake & choc paquete 175 gr ,2.29,0.175,kg,0.175
1636,CAPITAN MANI crema de cacahuete bote 340 grs,3.29,0.34,kg,0.34
1637,EL MOLINO DE DIA pan de Leche boLsa 420 gr,1.55,0.42,kg,0.42
1638,CUETARA gaLLetas de desayuno napoLitanas con caneLa paquete 500 grs,2.19,0.5,kg,0.5
1639,CUETARA TostaRica Choco Guay gaLLetas reLLenas de chocoLate y crema caja 168 gr ,1.89,0.168,kg,0.168
1640,VIVISIMA+ jaLea reaL envase 12 viaLes,4.89,11.927,ud,11.927
1641,EXITO corazon aLcacho 8/10 LATA 240GR,2.49,0.24,kg,0.24
1642,FACUN pipas tostadas sin saL boLsa 100 gr,1.39,0.1,kg,0.1
1643,JOLCA aceituna reLLena de anchoa Lata 130 gr,1.35,0.13,kg,0.13
1644,DIA torreznos boLsa 120 gr,1.45,0.12,kg,0.12
1645,DULCESOL doLcesoLes cacao paquete 4 uds,1.15,0.18,kg,0.18
1646,DIA noodLes sabor poLLo boLsa boLsa 85 gr,0.59,0.085,kg,0.085
1647,POTE azafran en hebras caja 4 sobres,2.89,2.89,kg,2.89
1648,POTE azafran moLido caja 4 sobres,2.79,2.79,kg,2.79
1649,ALBO caLamares en su tinta Lata 72 gr,2.45,0.072,kg,0.072
1650,TRUVÃÂA enduLzante de stevia 0 caLorias caja 40 sobres,2.25,0.04,kg,0.04
1651,DR.OETKER coLorantes aLimentarios 4 coLores caja 40 gr,2.99,0.04,kg,0.04
1652,ORLANDO tomate frito envase 780 gr,1.29,0.782,kg,0.782
1653,CUETARA tosta rica gaLLeta caja 570 gr,1.95,0.57,kg,0.57
1654,VIVISIMA+ coLageno envase 50 capsuLas,3.95,49.375,ud,49.375
1655,VALOR chocoLate puro aLmendras s/azucar tabLeta 150 gr,2.89,0.15,kg,0.15
1656,VALOR chocoLate negro 70% cacao s/azucar tabLeta 125 gr,1.99,0.125,kg,0.125
1657,DIA mermeLada extra de aLbaricoque frasco 390 gr,1.09,0.391,kg,0.391
1658,FRIT RAVICH  mix frutos secos boLsa 380 gr,2.59,0.38,kg,0.38
1659,NESTLE chocoLate bLanco postres tabLeta 180 gr,2.39,0.18,kg,0.18
1660,MILKA chocoLate con oreo tabLeta 100 gr,1.19,0.1,kg,0.1
1661,DIA saLsa Ligera frasco 450 mL,0.95,0.45,L,0.45
1662,DIA patatas fritas queso mediterraneo boLsa 150 gr,0.89,0.15,kg,0.15
1663,DIA GALLETECA gaLLeta Maria dorada paquete 800 gr,1.05,0.802,kg,0.802
1664,KELLOGGS cereaLes aLL-bran chocoLate paquete 375 gr,2.99,0.375,kg,0.375
1665,PICTOLIN carameLo eucaLipto sin azucar boLsa 200 gr,2.05,0.2,kg,0.2
1666,PICTOLIN carameLo eucaLipto boLsa 300 gr,2.05,0.3,kg,0.3
1667,GALLO noquis boLitas de patata bandeja 400 gr,1.37,0.399,kg,0.399
1668,DIA caLdo de poLLo estuche 24 pastiLLas,0.85,1.0,ud,1.0
1669,DIA carameLo sin azucar sabor regaLiz boLsa 200 gr,1.99,0.2,kg,0.2
1670,GULLON zero gaLLeta sandwich con chocoLate paquete 250 gr,1.75,0.25,kg,0.25
1671,ROYAL preparado para tarta de chocoLate con miLka estuche 350 gr,3.69,0.35,kg,0.35
1672,CHEETOS gustosines boLsa 35 gr,0.5,0.035,kg,0.035
1673,GALLO espagueti integraL paquete 450 gr,1.66,0.45,kg,0.45
1674,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
1675,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
