,producto,precio,cantidad,medida,cantidad_
2986,DIA VEGECAMPO cocktaiL de aceitunas frasco 400 gr,1.85,0.4,kg,0.4
2987,DIA VEGECAMPO guisantes medianos Lata 250 gr,0.69,0.25,kg,0.25
2988,DIA VEGECAMPO aceitunas gazpacha frasco 410 gr,1.95,0.41,kg,0.41
2989,MENTOS chicLes sabor sandia bote 60 gr,2.79,0.06,kg,0.06
2990,DIA GALLETECA sticks de gaLLeta con chocoLate negro caja 75 gr,1.05,0.075,kg,0.075
2991,DIA VEGECAMPO aceitunas estiLo casero frasco 410 gr,2.09,0.41,kg,0.41
2992,CASA TARRADELLAS pate de finas hierbas y pimienta tarro 2 x 125 gr,1.95,0.25,kg,0.25
2993,DIA VEGECAMPO aceituna gordaL aLinada sin hueso frasco 340 gr,2.35,0.34,kg,0.34
2994,DR OETKER cacao en poLvo especiaL reposteria caja 100 gr,1.99,0.1,kg,0.1
2995,NAKD barrita de cereaLes con carameLo y saL caja 4 x 35 gr,2.95,0.14,kg,0.14
2996,DIA VEGECAMPO aceituna peLotin frasco 250 gr,1.05,0.25,kg,0.25
2997,TROLLI goLosinas dinorex boLsa 100 gr,1.05,0.1,kg,0.1
2998,DIA LACTEA petit pouche de fresa pack 4 unidades 80 gr,1.29,0.32,kg,0.32
2999,ALSUR ensaLada de pimientos Lata 355 gr,1.99,0.355,kg,0.355
3000,DIA VEGECAMPO aceitunas chupadedos con hueso frasco 410 gr,2.09,0.41,kg,0.41
3001,ALSUR mazorquitas de maiz frasco 190 gr,2.09,0.19,kg,0.19
3002,EL MOLINO DE DIA picos rusticos con aceite de oLiva boLsa 130 gr,1.45,0.13,kg,0.13
3003,PEPPA PIG wafer roLLs con crema de vainiLLa boLsa 150 gr,1.29,0.15,kg,0.15
3004,EL MOLINO DE DIA cocteL de picos boLsa 250 gr,0.95,0.25,kg,0.25
3005,NICKELODEON surtido de gominoLas variadas Lata de corazon 90 gr (modeLo aLeatorio),2.99,0.09,kg,0.09
3006,NICKELODEON surtido de gominoLas variadas estuche 90 gr (modeLo aLeatorio),2.99,0.09,kg,0.09
3007,DIA LACTEA Leche fresca semidesnatada boteLLa 1 Lt,0.8,1.0,L,1.0
3008,DIA LACTEA Leche fresca entera boteLLa 1 Lt,0.81,1.0,L,1.0
3009,TRIDENT chicLe grageas sabor menta boLsa 44 gr,1.0,0.044,kg,0.044
3010,FRESH MIX guacamoLe suave tarrina 200 gr,1.65,0.2,kg,0.2
3011,TIC TAC carameLo fresh strong mint envase 12 gr,1.0,0.012,kg,0.012
3012,GALLINA BLANCA caLdo para paeLLa mixta envase 1 Lt,3.05,1.0,kg,1.0
3013,MEXIFOODS tortiLLas de trigo integraLes boLsa 8 unidades 320 gr,1.85,0.32,kg,0.32
3014,EL MOLINO DE DIA piquitos bajo contenido en saL boLsa 250 gr,1.14,0.18,kg,0.18
3015,ORBE mejiLLones en escabeche 20/30 piezas Lata 69 gr,1.05,0.069,kg,0.069
3016,DIA LACTEA petit de fresa y pLatano pack 6 unidades 50 gr,0.65,0.3,kg,0.3
3017,EL MOLINO DE DIA pan viena integraL 90 gr,0.22,1.0,ud,1.0
3018,GOURMET CAZORLA pate de oLivada tarro 110 gr,1.55,0.11,kg,0.11
3019,KAIKU Caffe Latte proteina vaso 370 mL,2.15,0.37,L,0.37
3020,KAIKU Caffe Latte cappuccino vaso 370 mL,2.15,0.37,L,0.37
3021,GREFUSA papadeLta originaL boLsa 73 gr,1.35,0.073,kg,0.073
3022,VIDAL goLosinas naturaLL sour fruit mix boLsa 180 gr,2.09,0.18,kg,0.18
3023,DIA VEGECAMPO aceitunas aLinadas frasco 410 gr,2.35,0.41,kg,0.41
3024,VIDAL regaLiz rayaditos sabor fresa y nata caja 300 gr,2.15,0.3,kg,0.3
3025,MILKA chocoLate con Leche tabLeta 3 x 100 gr,2.79,0.3,kg,0.3
3026,JUST LOADING barrita energetica fLapjack con avena y cafe 60 gr,1.15,0.06,kg,0.06
3027,DIA fructosa paquete 500 gr,2.19,0.5,kg,0.5
3028,JUST LOADING bebida isotonica en poLvo sabor Limon caja 5 sobres,3.05,3.05,kg,3.05
3029,VEGA PAS mantecadas sin Lactosa boLsa 600 gr,2.15,0.601,kg,0.601
3030,DIA ALMAZARA DEL OLIVAR aceite de oLiva virgen extra boteLLa 500 mL,4.99,0.5,L,0.5
3031,CHUPA CHUPS fLavour pLayList XXL boLsa 174 gr,2.59,0.174,kg,0.174
3032,DIA NATURMUNDO pistachos tostados con saL boLsa 250 gr,2.99,0.25,kg,0.25
3033,DIA NATURMUNDO pistachos tostados sin saL boLsa 250 gr,2.99,0.25,kg,0.25
3034,DIA NATURMUNDO nueces con cascara aL naturaL boLsa 500 gr,2.99,0.5,kg,0.5
3035,HORNO EL ANTEQUERANO moLLete de Antequera mediano boLsa 4 uds 280 gr,1.19,0.28,kg,0.28
3036,DIASOL aceite refinado de girasoL especiaL para freir boteLLa 1 Lt,1.79,1.0,L,1.0
3037,MARCILLA cafe moLido CoLombia paquete 200 gr,3.95,0.2,kg,0.2
3038,MARCILLA cafe gran aroma mezcLa en grano paquete 500 gr,6.69,0.5,kg,0.5
3039,GALLO saLsa de tomate a La parmesana frasco 350 gr,1.99,0.35,kg,0.35
3040,HARIBO goLosinas my fLowers boLsa 150 gr,1.69,0.15,kg,0.15
3041,JUST LOADING barrita proteica sabor brownie 35 gr,1.25,0.035,kg,0.035
3042,KELLOGGS barrita de cereaLes extra choco estuche 128 gr,2.89,0.128,kg,0.128
3043,TRAPA chocoLate extrafino 80% Noir 0% azucares anadidos tabLeta 80 gr,1.05,0.08,kg,0.08
3044,TRAPA chocoLate con aLmendras 80% Noir 0% azucares anadidos tabLeta 175 gr,2.3,0.175,kg,0.175
3045,TRAPA chocoLate negro 95% tabLeta 80 gr,1.05,0.08,kg,0.08
3046,DIA NATURMUNDO pipas peLadas boLsa 200 gr,0.95,0.2,kg,0.2
3047,TRAPA chocoLate con frambuesa 74% tabLeta 80 gr,1.35,0.08,kg,0.08
3048,HEINZ ketchup top down bote 700 gr,2.99,0.7,L,0.7
3049,DAMEL surtido de gominoLas veganas de azucar boLsa 125 gr,1.35,0.125,kg,0.125
3050,DAMEL surtido de gominoLas  veganas briLLo boLsa 125 gr,1.35,0.125,kg,0.125
3051,CRISTALLINO chapata de cristaL pack 2 unidades 190 gr,1.55,0.19,kg,0.19
3052,DIA NATURMUNDO anacardo aL naturaL boLsa 200 gr,2.69,0.2,kg,0.2
3053,FIESTA carameLo bLando LoLipop boLsa 80 gr,1.45,0.08,kg,0.08
3054,SUCHARD chocoLate negro con aLmendras tabLeta 180 gr,2.45,0.18,kg,0.18
3055,CARRETILLA tomate frito tradicionaL oLiva frasco 550 gr,1.75,0.55,kg,0.55
3056,DEL MONTE pina en rodajas en su jugo Lata 510 gr,3.59,0.51,kg,0.51
3057,DEL MONTE pina en rodajas en su jugo pack 3 Latas 145 gr,3.79,0.435,kg,0.435
3058,MARCILLA cafe naturaL en grano paquete 500 gr,6.69,0.5,kg,0.5
3059,DIA VEGECAMPO aceitunas negras con hueso Lata 185 gr,0.75,0.185,kg,0.185
3060,DIA VEGECAMPO aceitunas reLLenas de jaLapeno Lata 150 gr,1.29,0.15,kg,0.15
3061,DIA VEGECAMPO aceitunas reLLenas de anchoa sin potenciador Lata 130 gr,1.35,0.13,kg,0.13
3062,DIA VEGECAMPO aceitunas reLLenas de Limon Lata 150 gr,1.35,0.15,kg,0.15
3063,ALPRO yogur de soja con mango sin azucares anadidos vaso 400 gr,2.19,0.4,kg,0.4
3064,DIA CAPRICHOSO crema de chocoLate y naranja tarrina 125 gr,0.99,0.125,kg,0.125
3065,ALPRO yogur de soja con pina y fruta de La pasion sin azucares anadidos vaso 400 gr,2.19,0.4,kg,0.4
3066,DIA CAPRICHOSO crema de chocoLate y frambuesa tarrina 125 gr,0.99,0.125,kg,0.125
3067,DIA VEGECAMPO aceituna reLLena de anchoa pack 3 Latas 150 gr,1.99,0.45,kg,0.45
3068,DIA LACTEA mantequiLLa con saL barqueta 250 gr,1.59,0.25,kg,0.25
3069,DIA LACTEA mantequiLLa sin saL barqueta 250 gr,1.59,0.25,kg,0.25
3070,DONETTES Kawaii estuche 8 uds 160 gr,1.99,0.16,kg,0.16
3071,DONUTS hermanos Torres naranja estuche 2 uds 152 gr,1.79,0.152,kg,0.152
3072,SUERTE AMPANERA kefir de cabra eco frasco 420 gr,2.85,0.42,kg,0.42
3073,PRINGLES patatas fritas hot & spicy tubo 165 gr,2.1,0.165,kg,0.165
3074,DIA VEGECAMPO aceituna verde en rodajas pack 3 Latas 50 gr,1.55,0.15,kg,0.15
3075,DIA VEGECAMPO aceituna negra en rodajas pack 3 Latas 50 gr,1.55,0.15,kg,0.15
3076,DIA FIDIAS yogur griego con nueces pack 4 unidades 125 gr,1.45,0.5,kg,0.5
3077,DIA FIDIAS yogur griego con Lima y Limon pack 4 unidades 125 gr,1.45,0.5,kg,0.5
3078,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3079,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3080,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3081,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
3082,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3083,DIA LACTEA yogur naturaL pack 8 unidades 125 gr,0.95,1.0,kg,1.0
3084,DIA LACTEA yogur naturaL azucarado pack 8 unidades 125 gr,0.97,1.0,kg,1.0
3085,MULTICENTRUM vitagomis para ninos bote 30 uds,6.99,30.391,ud,30.391
3086,MULTICENTRUM vitagomis energia bote 30 uds,6.99,30.391,ud,30.391
3087,MULTICENTRUM vitagomis para aduLtos bote 30 uds,6.99,30.391,ud,30.391
3088,DIA LACTEA Leche entera ecoLogica envase 1 Lt,1.09,1.0,L,1.0
3089,DIA LACTEA Leche semidesnatada ecoLogica envase 1 Lt,0.99,1.0,L,1.0
3090,GALLO heLices 100% de Lenteja roja paquete 250 gr,1.55,0.25,kg,0.25
3091,KINDER barritas de chocoLate envase 100 gr,1.59,0.1,kg,0.1
3092,EL MOLINO DE DIA magdaLenas supremas boLsa 300 gr,1.59,0.3,kg,0.3
3093,DIA VEGECAMPO aceituna reLLena de anchoa suave Lata 150 gr,0.85,0.15,kg,0.15
3094,NESCAFE farmers origins 3 Americas caja 10 capsuLas 54 gr,3.39,0.054,kg,0.054
3095,BONNE MAMAN confitura de meLocoton frasco 370 gr,2.39,0.37,kg,0.37
3096,BONNE MAMAN confitura de fresa frasco 370 gr,2.39,0.37,kg,0.37
3097,DANONE DANET natiLLas sabor vainiLLa con Lacasitos pack 2 uds 122 gr,2.25,0.244,kg,0.244
3098,LOS SABORES DE LA ESTEBAN patatas fritas a La sarten boLsa 130 gr,1.55,0.13,kg,0.13
3099,DIA CAPRICHOSO profiteroLes tarrina 450 gr,2.99,0.45,kg,0.45
3100,DIA NATURMUNDO mix anacardos y arandanos tarrina 200 gr,2.97,0.2,kg,0.2
3101,DIA NATURMUNDO mix de frutos secos con papaya y pina tarrina 200 gr,2.97,0.2,kg,0.2
3102,DIA NATURMUNDO mix de frutos secos con arandanos y cerezas tarrina 200 gr,2.95,0.2,kg,0.2
3103,FLORA margarina sin aceite de paLma barqueta 450 gr,2.75,0.45,kg,0.45
3104,FLORA margarina con un toque de aceite de oLiva barqueta 225 gr,1.75,0.225,kg,0.225
3105,TRIDENT chicLe grageas sabor menta boLsa 60 gr,1.39,0.06,kg,0.06
3106,DIA NATURMUNDO mix frutos secos fritos tarrina 200 gr,2.97,0.2,kg,0.2
3107,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3108,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3109,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3110,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
3111,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3112,DIA LACTEA yogur Liquido de fresa pack 4 unidades 180 gr,1.49,0.72,kg,0.72
3113,CENTRAL LECHERA ASTURIANA Suprema Leche semidesnatada envase 1 Lt,1.05,1.0,L,1.0
3114,DIA TEMPTATION trufas redondas con Licor caja 200 gr,2.99,0.2,kg,0.2
3115,DIA TEMPTATION surtido de bombones chocoLate negro 75% caja 180 gr,1.99,0.18,kg,0.18
3116,DELICIAS DE DIA esparragos bLancos IGP Navarra frasco 205 gr,3.79,0.205,kg,0.205
3117,DIA NATURMUNDO mix frutos secos naturaLes tarrina 200 gr,2.97,0.2,kg,0.2
3118,NESTLE Caja roja bombones surtidos dark subLime caja 143 gr,5.75,0.143,kg,0.143
3119,CLESA Bienatur yogur con meLocoton y maracuya pack 4 unidades 115 gr,1.65,0.46,kg,0.46
3120,CLESA Bienatur yogur con arandanos pack 4 unidades 115 gr,1.65,0.46,kg,0.46
3121,DIA FIDIAS yogur griego stracciateLLa pack 6 unidades 125 gr,1.59,0.75,kg,0.75
3122,DIA LACTEA yogur naturaL con azucar de cana pack 8 unidades 125 gr,0.97,1.0,kg,1.0
3123,CLESA Bienatur yogur desnatado con manzana pack 4 unidades 115 gr,1.65,0.46,kg,0.46
3124,LA MADRILEÃÂA tiritas de jamon aL toque de saL tarrina 85 gr,1.19,0.085,kg,0.085
3125,CLESA Bienatur yogur desnatado con fresa pack 4 unidades 115 gr,1.65,0.46,kg,0.46
3126,POCKET COFFEE bombones coffee espresso caja 18 uds 125 gr,4.49,0.125,kg,0.125
3127,JR BROWNIE chocoLate brownies boLsa 200 gr,1.89,0.2,kg,0.2
3128,CUETARA gaLLetas campurrianas con chocoLate caja 450 gr,3.29,0.45,kg,0.45
3129,DIA TEMPTATION surtido bombones sin azucar caja 200 gr,2.99,0.2,kg,0.2
3130,NESQUIK cacao instantaneo 0% azucar Lata 345 gr,3.59,0.345,kg,0.345
3131,DIA CAPRICHOSO pannacotta carameLo pack 2 unidades 100 gr,1.55,0.2,kg,0.2
3132,DIA CAPRICHOSO tiramisu tarrina 500 gr,2.99,0.5,kg,0.5
3133,NOCILLA cookies de chocoLate paquete 6 uds 120 gr,2.09,0.12,kg,0.12
3134,DIA MARI MARINERA tacos de poton aL ajiLLo Lata 72 gr,1.05,0.072,kg,0.072
3135,FOURIER pate de cerdo a Las finas hierbas tarro 75 gr,1.0,0.075,kg,0.075
3136,TRIDENT chicLe 60 minutos sabor hierbabuena boLsa 60 gr,1.39,0.06,kg,0.06
3137,JOLCA aceituna verde reLLena de vermut Lata 150 gr,1.95,0.35,kg,0.35
3138,DIA MARI MARINERA tacos de poton en saLsa marinera Lata 72 gr,1.05,0.072,kg,0.072
3139,DULCESOL muffins de cacao con pepitas boLsa 4 uds 300 gr,1.89,0.3,kg,0.3
3140,DIA TEMPTATION bombones crocanti de chocoLate y aveLLana bandeja 150 gr,2.5,0.15,kg,0.15
3141,DIA VEGECAMPO aceitunas reLLenas de anchoa suave pack 3 Latas 50 gr,1.85,0.15,kg,0.15
3142,DIA VEGECAMPO aceitunas reLLenas de anchoa Lata 345 gr,2.45,0.345,kg,0.345
3143,DIA NATURMUNDO aveLLanas aL naturaL BIO boLsa 125 gr,1.89,0.125,kg,0.125
3144,DIA NATURMUNDO aLmendras aL naturaL BIO boLsa 125 gr,2.29,0.125,kg,0.125
3145,DIA NATURMUNDO cocktaiL de frutos secos aL naturaL BIO boLsa 125 gr,2.29,0.125,kg,0.125
3146,HERO mermeLada de aLbaricoque de temporada frasco 350 gr,1.95,0.35,kg,0.35
3147,HERO Diet mermeLada de aLbaricoque frasco 280 gr,1.95,0.28,kg,0.28
3148,DIA ICEBERG chicLes de hierbabuena bote 98 gr,1.85,1.0,ud,1.0
3149,DELICIAS DE DIA vinagre de Jerez reserva DOP boteLLa 250 mL,1.25,0.25,L,0.25
3150,NICKELODEON barritas de chocoLate mini envase 100 gr,1.19,0.1,kg,0.1
3151,DIA NATURMUNDO aLmendra tostada con pieL sin saL boLsa 200 gr,3.1,0.2,kg,0.2
3152,DIA NATURMUNDO aLmendra marcona frita boLsa 150 gr,2.89,0.15,kg,0.15
3153,ASTURIANA mantequiLLa sin Lactosa pastiLLa 250 gr,2.45,0.25,kg,0.25
3154,GANCEDO pinon boLsa 70 gr,4.1,0.07,kg,0.07
3155,BONDUELLE tus recetas mediterranea Lata 300 gr,2.29,0.3,kg,0.3
3156,THE RUSTIK BAKERY preparado para pan rustico paquete 450 gr,1.99,0.45,kg,0.45
3157,DIA TEMPTATION chocoLate con Leche con coco y gaLLeta tabLeta 120 gr,1.59,0.12,kg,0.12
3158,DIA TEMPTATION chocoLate con Leche con carameLo y saL tabLeta 120 gr,1.59,0.12,kg,0.12
3159,DIA TEMPTATION chocoLate negro con frutos rojos tabLeta 120 gr,1.59,0.12,kg,0.12
3160,GALLINA BLANCA caLdo casero de poLLo 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3161,GALLINA BLANCA caLdo de cocido 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3162,GALLINA BLANCA caLdo de pescado 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3163,GALLINA BLANCA caLdo casero de verduras envase 1 Lt ,1.8,1.0,L,1.0
3164,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0
3165,CORAZON TIERNO paLmito entero aL naturaL frasco 250 gr,2.25,0.25,kg,0.25
3166,PESASUR fiLete de cabaLLa en aceite de oLiva frasco 180 gr,3.95,0.18,kg,0.18
3167,DIA ICEBERG chicLes de fresa bote 98 gr,1.85,1.0,ud,1.0
3168,EL MOLINO DE DIA mini tostas con aceite de oLiva virgen extra boLsa 90 gr,0.99,0.09,kg,0.09
3169,KELLOGGS barritas krave de chocoLate y aveLLanas boLsa 30 gr,1.0,0.03,kg,0.03
3170,BIMBO pan bageLs con semiLLas 8.8% boLsa 300 gr,1.99,0.3,kg,0.3
3171,THE RUSTIK BAKERY mini magdaLena tradicionaL boLsa 190 gr,2.29,0.19,kg,0.19
3172,THE RUSTIK BAKERY mini magdaLena con pepitas de chocoLate boLsa 190 gr,2.29,0.19,kg,0.19
3173,FRIT RAVICH cocktaiL frutos secos sin saL boLsa 110 gr,2.35,0.11,kg,0.11
3174,TROLLI goLosinas besos de fresa boLsa 100 gr,1.05,0.1,kg,0.1
3175,TROLLI goLosinas choco bananas boLsa 100 gr,2.09,0.15,kg,0.15
3176,FLORA Leche desnatada omega 3 envase 1 Lt,1.63,1.0,L,1.0
3177,PASTORET kefir desnatado 0% MG vaso 500 gr,1.75,0.5,kg,0.5
3178,CALVO atun en aceite de oLiva virgen extra pack 3 Latas de 52 gr,3.99,0.156,kg,0.156
3179,GALLO pasta fresca con jamon iberico boLsa 250 gr,2.97,0.25,kg,0.25
3180,GALLO pasta fresca con setas deL bosque boLsa 250 gr,2.97,0.25,kg,0.25
3181,HUESITOS chocoLate con Leche tabLeta 125 gr,1.55,0.125,kg,0.125
3182,MONTERO arroz con Leche pack 2 unidades 70 gr,1.79,0.14,kg,0.14
3183,MONTERO tarta de chocoLate y aveLLana 2 unidades 70 gr,2.05,0.14,kg,0.14
3184,YBARRA patata entera frasco 400 gr,1.39,0.401,kg,0.401
3185,GALLO pasta fresca con ternera gaLLega boLsa 250 gr,2.97,0.25,kg,0.25
3186,HUESITOS chocoLate bLanco tabLeta 125 gr,1.55,0.125,kg,0.125
3187,M&M'S chocoLate con Leche reLLeno de cacahuete tabLeta 165 gr,2.3,0.165,kg,0.165
3188,M&M'S chocoLate con Leche reLLeno de cereaLes crispy tabLeta 150 gr,2.3,0.15,kg,0.15
3189,DIA LACTEA Leche entera envase 1 Lt PACK 6,3.84,6.0,L,6.0
3190,ASTURIANA Leche semidesnatada envase 1 Lt PACK 6,4.92,6.0,L,6.0
3191,ASTURIANA Leche entera boteLLa 1.5 Lt PACK 6,7.5,9.036,L,9.036
3192,DIA LACTEA Leche semidesnatada envase 1 Lt PACK 6,3.78,6.0,L,6.0
3193,DIA LACTEA Leche desnatada envase 1 Lt PACK 6,3.72,6.0,L,6.0
3194,ASTURIANA Leche semidesnatada boteLLa 1.5 Lt PACK 6,7.5,9.036,L,9.036
3195,ASTURIANA Leche entera envase 1 Lt PACK 6,4.92,6.0,L,6.0
3196,ASTURIANA Leche desnatada envase 1 Lt PACK 6,4.92,6.0,L,6.0
3197,DIA LACTEA Leche semidesnatada sin Lactosa envase 1 Lt PACK 6,4.62,6.0,L,6.0
3198,Barra de pan 125 gr PACK 5,1.0,0.625,kg,0.625
3199,ASTURIANA Leche semidesnatada sin Lactosa envase 1 Lt  PACK 6,5.82,6.0,L,6.0
3200,DIA LACTEA Leche desnatada sin Lactosa envase 1 Lt PACK 6,4.56,6.0,L,6.0
3201,DIA LACTEA Leche entera sin Lactosa envase 1 Lt  PACK 6,4.68,6.0,L,6.0
3202,Croissant de mantequiLLa 54 gr PACK 6,1.74,6.0,ud,6.0
3203,ASTURIANA Leche semidesnatada boteLLa 2.2 Lt PACK 6,9.9,13.2,L,13.2
3204,ASTURIANA Leche desnatada 0% M.G. sin Lactosa envase 1 Lt PACK 6,5.82,6.0,L,6.0
3205,Pan pepito 50 gr PACK 5,0.8,5.0,ud,5.0
3206,DONUTS bombon estuche 4 uds 200 gr,2.19,0.2,kg,0.2
3207,BOLLYCAO Dips paLitos con chocoLate vaso 43 gr,1.39,0.043,kg,0.043
3208,KELLOGGS cereaLes speciaL k cLassic caja 500 gr,2.9,0.5,kg,0.5
3209,YBARRA saLsa cocktaiL frasco 225 mL,1.15,0.225,L,0.225
3210,DIA AL DIANTE pasta de tiburones paquete 500 gr,0.77,0.5,kg,0.5
3211,DIA biscotes paquete 800 gr,1.99,0.799,kg,0.799
3212,DIA VITAL tostas de trigo integraL paquete 225 gr,0.65,0.225,kg,0.225
3213,DIA VITAL biscotes integraLes paquete 800 gr,2.09,0.801,kg,0.801
3214,CALVO mejiLLones en escabeche 14/19 piezas Lata 69  grs,1.75,0.069,kg,0.069
3215,DIA CAFETERÃÂA cafe moLido naturaL descafeinado paquete 250 gr,1.59,0.25,kg,0.25
3216,DIA CAFETERÃÂA cafe moLido mezcLa descafeinado paquete 250 gr,1.65,0.25,kg,0.25
3217,ROYAL carameLo Liquido 400 gr,2.39,0.4,kg,0.4
3218,DIA VEGECAMPO tomate frito pack 3 unidades 215 gr ,0.8,0.645,kg,0.645
3219,DIA VEGECAMPO garbanzos cocidos extra frasco 400 gr,0.7,0.4,kg,0.4
3220,DIA VEGECAMPO aLubias bLancas extra frasco 400 gr,0.6,0.4,kg,0.4
3221,DIA VEGECAMPO maiz duLce Lata 285 gr,0.59,0.285,kg,0.285
3222,DIA caneLa moLida frasco 38 gr,0.49,0.038,kg,0.038
3223,DIA coLorante aLimentario frasco 60 gr,0.65,0.06,kg,0.06
3224,DIA champinones enteros Lata 185 gr,0.99,0.185,kg,0.185
3225,UBAGO meLva en aceite de oLiva Lata 85  gr,2.29,0.085,kg,0.085
3226,GALLINA BLANCA sopa de verduras sobre 51 gr,0.57,0.051,kg,0.051
3227,GALLINA BLANCA taLLarines carbonara sobre 144 gr,2.19,0.143,kg,0.143
3228,GALLINA BLANCA taLLarines parmesana sobre 145 gr,2.19,0.143,kg,0.143
3229,DIA aperitivo tiras de maiz boLsa 130 gr ,0.55,0.13,kg,0.13
3230,DIA HOLA COLA refresco de coLa boteLLa 2 Lt,0.55,1.964,L,1.964
3231,DIA nectar Light meLocoton envase 2 Lt,1.25,1.984,L,1.984
3232,DIA nectar Light pina envase 2 Lt,1.25,1.984,L,1.984
3233,MAHOU cerveza sin aLcohoL pack 6 boteLLas 25 cL,2.29,1.497,L,1.497
3234,DIA HOLA COLA refresco de coLa sin cafeina boteLLa 2 Lt,0.55,1.964,L,1.964
3235,DIA nectar mango  boteLLa 1 Lt,0.95,1.0,L,1.0
3236,MAHOU 5 ESTRELLAS cerveza Lata 50 cL,1.0,0.5,L,0.5
3237,DIA cerveza especiaL pack 6 boteLLas 33 cL,2.59,1.977,L,1.977
3238,HEINEKEN cerveza Lata 33 cL,0.65,0.33,L,0.33
3239,KAS naranja Lata 33 cL,0.59,0.33,L,0.33
3240,NESTEA refresco de te aL Limon sin azucar Lata 33 cL,0.75,0.33,L,0.33
3241,FANTA naranja zero Lata 33 cL,0.65,0.33,L,0.33
3242,FONT VELLA agua mineraL naturaL boteLLa 1.5 Lt,0.6,1.5,L,1.5
3243,DIA RAMBLERS cerveza Lager pack 6 boteLLas 25 cL,1.89,1.5,L,1.5
3244,MAHOU 5 ESTRELLAS cerveza pack 6 boteLLas x 25 cL,3.49,1.498,L,1.498
3245,MAHOU 5 ESTRELLAS cerveza Lata 33 cL,0.69,0.33,L,0.33
3246,AMSTEL cerveza pack 6 boteLLas 25 cL,2.79,1.5,L,1.5
3247,DIA RAMBLERS cerveza Lager Lata 33 cL,0.25,0.329,L,0.329
3248,DIA gaseosa boteLLa 1.5 Lt,0.29,1.526,L,1.526
3249,COCA COLA cLasica boteLLa 2 Lt ,1.89,1.989,L,1.989
3250,COCA COLA cLasica Lata 33 cL,0.75,0.33,L,0.33
3251,ESTRELLA DAMM cerveza pack 6 boteLLas 25 cL,3.59,1.502,L,1.502
3252,ESTRELLA DAMM cerveza Lata 33 cL,0.72,0.33,L,0.33
3253,FANTA naranja boteLLa 2 Lt,1.69,1.988,L,1.988
3254,FANTA Limon boteLLa 2 Lt,1.69,1.988,L,1.988
3255,FANTA Limon Lata 33 cL,0.65,0.33,L,0.33
3256,FANTA naranja Lata 33 cL,0.55,0.329,L,0.329
3257,DIA zumo naranja envase 1 Lt,0.79,1.0,L,1.0
3258,DIA zumo de pina envase 1 Lt,0.89,1.0,L,1.0
3259,COCA COLA Light Lata 33 cL,0.79,0.331,L,0.331
3260,DIA Kids nectar meLocoton y pLatano pack 6 unidades 200 mL,1.49,1.202,L,1.202
3261,ESTRELLA GALICIA cerveza especiaL Lata 33 cL,0.72,0.33,L,0.33
3262,DIA nectar Light naranja envase 2 Lt,1.25,1.984,L,1.984
3263,DIA OVIDA agua mineraL naturaL boteLLa 1.5 Lt,0.19,1.462,L,1.462
3264,DIA OVIDA agua mineraL naturaL boteLLa 5 Lt,0.49,4.9,L,4.9
3265,KAS naranja boteLLa 2 Lt,1.55,1.987,L,1.987
3266,SAN MIGUEL SeLecta cerveza extra boteLLa 33 cL,0.99,0.33,L,0.33
3267,COCA COLA zero boteLLa 2 Lt,1.8,2.0,L,2.0
3268,TRINA refresco sin gas de naranja boteLLa 1.5 Lt,1.69,1.496,L,1.496
3269,AMBAR cerveza especiaL Lata 33 cL,0.79,0.331,L,0.331
3270,FANTA naranja boteLLa 50 cL,1.35,0.5,L,0.5
3271,DIA batido de fresa boteLLa 1 Lt,0.89,1.0,L,1.0
3272,DIA batido de vainiLLa boteLLa 1 Lt,0.89,1.0,L,1.0
3273,COCA COLA Light sin cafeina Lata 33 cL,0.79,0.331,L,0.331
3274,PEPSI Light boteLLa 1.75 Lt,1.55,1.987,L,1.987
3275,AQUARIUS bebida refrescante de naranja Lata 33 cL,0.85,0.329,L,0.329
3276,FANTA Limon zero Lata 33 cL,0.69,0.33,L,0.33
3277,SAN MIGUEL cerveza pack 6 boteLLas 25 cL,2.89,1.497,L,1.497
3278,SAN MIGUEL cerveza Lata 33 cL,0.53,0.329,L,0.329
