,producto,precio,cantidad,medida,cantidad_
1936,Whisky Dyc 8 anos 70 cl.,10.95,0.7,L,0.7
1937,Kombucha de te verde ecologico Komvida sin gluten botella 25 cl,1.99,0.25,L,0.25
1938,Cerveza Carrefour Lager pack de 24 botellas de 25 cl.,5.03,5.988,L,5.988
1939,Whisky Dyc 1.5 l.,16.0,1.5,L,1.5
1940,Zumo de fruta y leche Carrefour Mediterraneo pack de 3 briks de 33 cl.,0.8,0.988,L,0.988
1941,Cerveza Amstel Oro tostada pack de 10 latas de 33 cl.,6.79,3.296,L,3.296
1942,Vino frizzante blanco verdejo Amaranta 75 cl.,2.49,1.0,ud,1.0
1943,Tinto de verano con limon botella La Casera 1.5 l.,1.99,1.496,L,1.496
1944,Cerveza Ambar 0.0 sin alcohol sin gluten botella 33 cl.,0.99,0.33,L,0.33
1945,Refresco de naranja Carrefour con gas light botella 2 l.,0.64,2.0,L,2.0
1946,Agua mineral Lanjaron tapon deportivo 75 cl.,0.74,0.747,L,0.747
1947,Zumo de pina.manzana y uva Don Simon brik 1 l. ,1.16,1.0,L,1.0
1948,Tonica pink zero Schweppes lata 33 cl.,0.83,0.329,L,0.329
1949,Vino tinto joven Tres Reinos D.O.Ca. Rioja 75 cl.,1.97,1.0,ud,1.0
1950,Red Bull bebida energetica sin azucar pack 4 latas 25 cl.,4.95,1.0,L,1.0
1951,7UP de lima-limon pack 12 latas 33 cl.,5.45,3.949,L,3.949
1952,Bebida Espirituosa Altorreal 1 l.,5.75,1.0,L,1.0
1953,Zumo Mediterraneo Original Bifrutas pack de 6 briks de 20 cl.,1.99,1.199,L,1.199
1954,Zumo de naranja Carrefour botella 1 l.,2.79,1.0,L,1.0
1955,Cerveza Guinness Draught irlandesa negra lata 44 cl.,2.25,0.44,L,0.44
1956,San Benedetto te limon zero azucares botella 1.5 l.,0.7,1.489,L,1.489
1957,Coca Cola pack 4 botellas 50 cl.,3.96,2.0,L,2.0
1958,Aquarius sabor limon botella 50 cl.,1.31,0.5,L,0.5
1959,Agua mineral y zumo de manzana zero carrefour 1.5 l.,0.94,1.492,L,1.492
1960,Vino blanco verdejo Apoteosis D.O. Rueda 75 cl.,1.95,1.0,ud,1.0
1961,Whisky J&B escoces 1 l.,14.39,1.0,L,1.0
1962,Nectar de melocoton Granini botella 1.5 l.,3.26,1.502,L,1.502
1963,Pepsi Max lima botella 1.75 cl.,1.56,1.753,L,1.753
1964,Aquarius sabor naranja zero azucar sin calorias lata 33 cl.,0.72,0.33,L,0.33
1965,Agua mineral con gas Font Vella1 l.,0.85,1.0,L,1.0
1966,Trina de limon sin gas zero botella 1.5 l.,1.62,1.5,L,1.5
1967,Font Vella La Limonada con zumo de limon sin gas zero botella 1.25 l.,1.39,1.252,L,1.252
1968,Agua mineral Carrefour con zumo de naranja zero azucares anadidos 1.5 l.,0.94,1.492,L,1.492
1969,Vino D.O. Rioja tinto crianza 3 Reinos 75 cl.,2.9,1.0,ud,1.0
1970,Faustino Vii Tinto,3.75,1.0,ud,1.0
1971,Cava Jaume Serra brut nature reserva 75 cl.,3.35,1.0,ud,1.0
1972,Bombay Sapphire Ginebra,19.95,0.7,L,0.7
1973,Salitos blue 33 cl.,1.59,0.33,L,0.33
1974,Tinto de verano con limon Don Simon botella 1.5 l.,1.15,1.494,L,1.494
1975,Vino tinto de mesa Don Simon brik 1 l.,1.35,1.0,L,1.0
1976,Sidra ecologica Maeloc achampanada extra botella 75 cl.,1.99,0.751,L,0.751
1977,Cerveza Desperados sabor mojito botella 33 cl.,1.4,0.33,L,0.33
1978,Cerveza negra Carrefour lata 33 cl.,0.44,0.331,L,0.331
1979,Bebida de maracuya. manzana y mango Carrefour sin azucar anadido brik 1 l.,1.06,1.0,L,1.0
1980,Monster Mango Loco bebida energetica 50 cl.,1.08,0.5,L,0.5
1981,Coca Cola sin cafeina botella 2 l.,1.8,2.0,L,2.0
1982,Whisky J&B escoces 70 cl.,10.5,0.7,L,0.7
1983,Anna De Codorniu Brut Cava,7.79,0.75,L,0.75
1984,Cava Freixenet semiseco pack de 3 botellas de 20 cl.,5.15,1.0,ud,1.0
1985,Estuche 3 Bot. Banda Azul Tinto 2018,12.0,1.0,ud,1.0
1986,Vino blanco de mesa Elegido 1 l.,1.76,1.0,L,1.0
1987,Cerveza tostada Amstel 0.0 Radler con limon lata 33 cl.,0.65,0.33,L,0.33
1988,Refresco de limon Carrefour con gas lata 33 cl.,0.27,0.329,L,0.329
1989,Zumo de arandano Carrefour brik 1 l.,1.59,1.0,L,1.0
1990,Anis Marie Brizard 1 l.,8.25,1.0,L,1.0
1991,Vino blanco Don Simon pack de 3 briks de 18.7 cl.,1.18,0.562,L,0.562
1992,Cerveza Estrella Galicia pack de 6 botellas de 33 cl.,5.99,1.977,L,1.977
1993,Agua mineral con gas Vichy Catalan natural 33 cl.,0.99,0.33,L,0.33
1994,Zumo Sunny Delight Florida pack de 4 botellas de 20 cl.,1.5,0.802,L,0.802
1995,Cerveza Cruzcampo Shandy con limon lata 33 cl.,0.69,0.33,L,0.33
1996,Estuche 2 Bot.Anna De Codorniu Brut Cava,15.99,1.0,ud,1.0
1997,Cerveza Carrefour Lager sin alcohol pack de 6 botellas de 25 cl.,1.6,1.495,L,1.495
1998,MÃ¶et Chandon Imperial Brut Champagne,37.0,1.0,ud,1.0
1999,Schweppes Citrus Zero de mandarina. lima. naranja y pomelo lata 33 cl.,0.85,0.329,L,0.329
2000,Cerveza San Miguel especial Lager pack de 12 botellas de 25 cl.,4.95,3.0,L,3.0
2001,Zumo de fruta y leche Don Simon Caribe pack de 6 briks de 20 cl.,1.06,1.205,L,1.205
2002,Refresco de limon Carrefour sin gas botella 1.5 l.,0.79,1.491,L,1.491
2003,Nordes Ginebra,22.9,0.7,L,0.7
2004,Cava Puigesser semiseco 75 cl.,1.9,1.0,ud,1.0
2005,Font Vella La Limonada con zumo de limon sin gas botella 1.25 l.,1.39,1.252,L,1.252
2006,Cider Ladron de manzanas lata 33 cl.,1.35,0.33,L,0.33
2007,Cerveza Ambar Lager especial sin gluten lata 33 cl.,0.67,0.33,L,0.33
2008,Tonica Royal Bliss berry sensation botella 20 cl.,1.06,0.2,L,0.2
2009,Ron Barcelo anejo 1 l.,18.63,1.0,L,1.0
2010,Nectar de melocoton y uva Carrefour brik 1 l.,0.7,1.0,L,1.0
2011,Cerveza Leffe Brune belga negra botella 33 cl.,1.55,0.33,L,0.33
2012,Tonica Schweppes Pink lata 25 cl.,0.73,0.25,L,0.25
2013,Zumo tropical Carrefour pack de 6 briks de 20 cl.,1.3,1.204,L,1.204
2014,Vino sweet semi dulce blanco Alma de Valdeguerra 75 cl.,3.65,1.0,ud,1.0
2015,Zumo de uva roja. granada y grosella Carrefour Seleccion exprimido botella75 cl.,1.55,0.749,L,0.749
2016,Zumo de tomate Granini botella 1 l.,2.39,1.0,L,1.0
2017,Agua mineral con gas San Pellegrino natural 50 cl.,0.93,0.5,L,0.5
2018,Caja 4 Botellas: 2 Bot.Azpilicueta + Marques De Caceres Tinto + 2 Bot. Tinto 2017,23.0,1.0,ud,1.0
2019,Blume 2020,3.19,1.0,ud,1.0
2020,Gaseosa La Casera cero calorias lata 33 cl.,0.48,0.331,L,0.331
2021,Refresco de naranja sin gas botella 1.5 l.,0.77,1.51,L,1.51
2022,Cerveza artesana BrewDog Punk IPA botella 33 cl.,1.88,0.33,L,0.33
2023,Kas de naranja pack de 2 botellas de 2 l.,2.99,3.987,L,3.987
2024,Cerveza Guinness Original irlandesa negra botella 33 cl.,1.99,0.33,L,0.33
2025,Zumo de manzana sin azucar anadido Juver Disfruta brik 2 l.,2.55,2.008,L,2.008
2026,Nectar de naranja Granini botella 1.5 l.,3.32,1.502,L,1.502
2027,Castillo De San Diego Blanco 2020,3.75,1.0,ud,1.0
2028,Yllera 5.5 Verdejo Espumoso,6.49,1.0,ud,1.0
2029,Agua mineral Font Vella Sensacion con zumo de limon 1.25 l.,1.37,1.245,L,1.245
2030,Whisky Jack Daniel's Tennessee 70 cl.,20.2,0.7,L,0.7
2031,Nectar de pera Carrefour brik 1 l.,0.83,1.0,L,1.0
2032,Agua mineral Aquarel 50 cl.,0.52,0.5,L,0.5
2033,Mosto Carrefour tinto botella 1 l.,1.2,1.0,L,1.0
2034,Cerveza Desperados sabor tequila. lima y cactus botella 33 cl,1.4,0.33,L,0.33
2035,Carrefour te sabor melocoton zero 1 l.,0.47,1.0,L,1.0
2036,Appletiser 100% zumo de manzana con burbujas finas lata 25 cl.,0.73,0.25,L,0.25
2037,Vino Carrefour tinto Carrefour brik 1 l.,0.72,1.0,L,1.0
2038,Lote 101. Estuche con 3 botellas de vino tinto reserva Vina Albali D.O. Valdepenas 75 cl,8.99,1.0,ud,1.0
2039,Cerveza Mahou 5 Estrellas especial sin gluten botella 33 cl.,0.99,0.33,L,0.33
2040,Whisky Ballantine's escoces 1 l.,16.89,1.0,L,1.0
2041,Kas de limon pack de 2 botellas de 2 l.,2.99,3.987,L,3.987
2042,Cerveza Turia MÃ¤rzen de Valencia tostada botella 25 cl.,0.59,0.25,L,0.25
2043,Vino D.O. Valdepenas tinto tempranillo Vina Lobon 75 cl.,1.2,1.0,ud,1.0
2044,Beronia Tinto Crianza 2018,6.89,1.0,ud,1.0
2045,Cerveza tostada Amstel clasica lata 33 cl. ,0.37,0.33,L,0.33
2046,Cerveza Mahou Barrica Original botella 33 cl.,1.8,0.33,L,0.33
2047,Cerveza Hoegaarden blanca de trigo botella 33 cl.,1.37,0.33,L,0.33
2048,Bebida energetica Carrefour 25 cl.,0.39,0.25,L,0.25
2049,Nectar de pina Don Simon Disfruta sin azucar anadido botella 1.5 l.,1.45,1.495,L,1.495
2050,Trina de limon sin gas botella 1.5 l.,1.39,1.495,L,1.495
2051,Schweppes de limon botella 1 l.,1.89,1.0,L,1.0
2052,Vino tinto joven tempranillo Enrique ID.O. Ribera del Duero 75 cl.,2.59,1.0,ud,1.0
2053,Cerveza Cruzcampo Gran Reserva malta botella 33 cl.,1.0,0.33,L,0.33
2054,7UP de lima-limon pack 2 botellas 2 l.,2.24,4.0,L,4.0
2055,Sidra ecologica Maeloc achampanada dulce botella 75 cl.,2.09,0.749,L,0.749
2056,Refresco de manzana Carrefour sin gas botella 1.5 l.,0.79,1.491,L,1.491
2057,Coca Cola zero azucar pack 4 botellas 20 cl.,3.32,0.8,L,0.8
2058,Monster Energy Green bebida energetica lata 50 cl.,1.08,0.5,L,0.5
2059,Cerveza El Ãguila sin filtrar pack de 4 botellas de 33 cl.,3.56,1.319,L,1.319
2060,Nestea te negro de mango-pina bajo en calorias botella 1.5 l.,1.23,1.5,L,1.5
2061,Licor de hierbas Puntemino 70 cl.,5.69,0.7,L,0.7
2062,Zumo multifrutas Carrefour exprimido brik 1 l.,1.64,1.0,L,1.0
2063,Ron Barcelo anejo 1.75 l.,31.2,1.75,L,1.75
2064,Nectar de melocoton Granini botella 1 l.,2.25,1.0,L,1.0
2065,Mosto Carrefour blanco botella 1 l. ,1.2,1.0,L,1.0
2066,Cerveza artesana Carrefour Sensation Sin Gluten botella 33 cl.,0.76,0.33,L,0.33
2067,Refresco de limon Trina sin gas lata 33 cl.,0.55,0.329,L,0.329
2068,Cerveza Mahou Maestra Dunkel lager oscura botella 33 cl.,1.06,0.33,L,0.33
2069,Bach Extrisimo Brut Nature Cava,4.39,1.0,ud,1.0
2070,Nestea te negro con limon sin azucar desteinado botella 1.5 l.,1.79,1.504,L,1.504
2071,Vino D.O. Rueda blanco moralinos verdejo Pagos del Rey 75 cl.,2.8,1.0,ud,1.0
2072,Tonica Fever Tree Premium Indian pack de 4 botellas de ,5.39,0.8,L,0.8
2073,Vermut Carrefour Monte Esquinza rojo 1 l.,2.99,1.0,L,1.0
2074,Cuatro Rayas Blanco 2020,4.99,1.0,ud,1.0
2075,Sidra De Nuestra Tierra D.O.P. Asturias natural 70 cl.,2.4,0.7,L,0.7
2076,Vino D.O. Ribera del Duero tinto Altos de Tamaron 75 cl.,3.35,1.0,ud,1.0
2077,Bebida de fruta arandanos y uva Granini sin azucares anadidos botella 1 l.,2.39,1.0,L,1.0
2078,Bebida de fruta naranja Granini sin azucar anadido botella 1 l.Â ,2.39,1.0,L,1.0
2079,Vino Lambrusco rosado Amabile dell' Emilia Collezione Amore Bautista Marti 75 cl.,3.39,1.0,ud,1.0
2080,Cerveza artesana Carrefour Sensation Reserva botella 33 cl.,0.66,0.33,L,0.33
2081,Cerveza Shandy Cruzcampo sabor limon pack 12 latas 33 cl.,8.08,3.961,L,3.961
2082,El Perro Verde Blanco 2020,9.95,1.0,ud,1.0
2083,Cerveza Carrefour Shandy con limon pack de 6 botellas de 25 cl.,1.76,1.504,L,1.504
2084,Zumo de melocoton y uva ecologico Carrefour Bio brik 1 l.,2.15,1.0,L,1.0
2085,Vino D.O. Montilla-Moriles fino Deley 75 cl.,2.09,1.0,ud,1.0
2086,Schweppes de limon lata 25 cl.,0.74,0.25,L,0.25
2087,Cerveza San Miguel Manila botella 33 cl.,0.99,0.33,L,0.33
2088,Zumo multifrutas Carrefour pack de 6 briks de 20 cl.,1.55,1.202,L,1.202
2089,Vino portugues rosado joven Mateus 75 cl.,3.49,1.0,ud,1.0
2090,7UP Free de lima-limon sin azucar botella 2 l.,1.32,2.0,L,2.0
2091,Zumo de pina y uva Zumosol brik 1 l.,0.6,1.0,L,1.0
2092,Estuche 2 Bot. 75 Cl. + 1 Bot. 37.5 Cl. Marques De Caceres Tinto Crianza 2018,14.6,1.0,ud,1.0
2093,Whisky Dewar's White Label escoces 70 cl.,12.35,0.7,L,0.7
2094,Ginger Ale Schweppes botella 1 l.,1.8,1.0,L,1.0
2095,Zumo tropical Don Simon pack de 6 briks de 20 cl.,1.06,1.205,L,1.205
2096,Ron anejo Brugal 70 cl.,13.99,0.7,L,0.7
2097,Vodka Absolut 1 l.,17.95,1.0,L,1.0
2098,Vermut Forteni blanco 1 l.,1.9,1.0,L,1.0
2099,Coca Cola zero azucar botella 1 l.,1.87,1.0,L,1.0
2100,Estuche 2 Bot. 75 Cl. + 1 Bot. 50 Cl. Coto De Imaz Tinto Reserva 2015,16.95,1.0,ud,1.0
2101,Agua mineral con gas Perrier natural lata 25 cl.,0.75,0.25,L,0.25
2102,Estuche 2 Bot. Freixenet Cordon Negro Cava,11.98,1.0,ud,1.0
2103,Nectar de melocoton Juver sin azucar anadido brik 2 l.,2.55,2.008,L,2.008
2104,Cerveza Amstel 0.0 sin alcohol pura malta lata 33 cl.,0.61,0.33,L,0.33
2105,Cava Castell del Llac brut 75 cl.,2.49,1.0,ud,1.0
2106,Cerveza Budweiser Lager pack de 6 botellas de 25 cl.,3.59,1.502,L,1.502
2107,Burn bebida energetica lata 50 cl.,0.99,0.5,L,0.5
2108,Vino tinto roble tempranillo Enrique I D.O. Ribera de Duero 75 cl.,2.99,1.0,ud,1.0
2109,Mosto Greip blanco botella 1 l.,2.09,1.0,L,1.0
2110,Vino D.O Valencia blanco Amatista 75 cl.,2.39,1.0,ud,1.0
2111,Mosto Greip tinto botella 1 l.,2.09,1.0,L,1.0
2112,Zumo de naranja sin azucar anadido Juver-Disfruta pack de 6 brik de 20 cl.,2.49,1.203,L,1.203
2113,Licor limoncello Villa Massa 70 cl.,13.25,0.7,L,0.7
2114,Pepsi Max zero cafeina pack de 2 botellas de 1.75 cl.,2.95,3.43,L,3.43
2115,Anis La Castellana dulce 70 cl.,7.69,0.7,L,0.7
2116,Aquarius sabor naranja botella 50 cl.,1.31,0.5,L,0.5
2117,El Coto Blanco 2020,3.85,1.0,ud,1.0
2118,Bebida Isotonica Carrefour Blue botella 50 cl.,0.45,0.5,L,0.5
2119,Licor de manzana Loch Castle sin alcohol 70 cl.,2.05,0.7,L,0.7
2120,Zumo de multivitaminas Don Simon 2 l.,1.06,2.0,L,2.0
2121,Zumo de 10 frutas y vitaminas sin azucar anadido Juver- Disfruta brik 2 l.,2.55,2.008,L,2.008
2122,Powerade Ice Storm pack 4 botellas 50 cl.,4.55,2.004,L,2.004
2123,Cerveza 1906 Red Vintage La Colorada lata 33 cl.,0.99,0.33,L,0.33
2124,Kombucha frutos rojos ecologica Komvida sin gluten 750 ml.,5.95,0.75,L,0.75
2125,Cerveza Franziskaner Weissbier Kristallklar botella 50 cl.,1.35,0.5,L,0.5
2126,Brandy de Jerez Magno solera reserva 70 cl.,10.75,0.7,L,0.7
2127,Cerveza negra Estrella Galicia 0.0 alcohol pack 6 botellas 25 cl.,4.25,1.502,L,1.502
2128,Nectar de naranja Minute Maid sin azucares anadidos botella 1 l.,1.65,1.0,L,1.0
2129,Cerveza Alhambra lager botella 33 cl.,1.99,0.33,L,0.33
2130,Cerveza Ak Damm botella 33 cl.,0.99,0.33,L,0.33
2131,Vermut Zarro rojo de grifo 1.5 l.,5.55,1.5,L,1.5
2132,Ron Negrita 70 cl.,7.8,0.7,L,0.7
2133,Sangria Don Simon botella 1.5 l.,1.75,1.496,L,1.496
2134,Zumo de pina y mango Carrefour Seleccion exprimido botella 75 cl.,2.09,0.749,L,0.749
2135,Cerveza Desperados strawberry margarita botella 40 cl.,1.69,0.4,L,0.4
2136,Whisky Cutty Sark escoces 1.75 l.,21.4,1.75,L,1.75
2137,Cerveza Damm Malquerida roja fresca botella 25 cl.,0.63,0.25,L,0.25
2138,Nectar de pomelo rosa Granini Seleccion botella 1 l.,2.39,1.0,L,1.0
2139,Nectar de pina Carrefour brik 1 l.,0.63,1.0,L,1.0
2140,Cerveza Mahou Clasica lata 50 cl.,0.7,0.5,L,0.5
2141,Santa Teresa Ron Reserva,14.89,0.7,L,0.7
2142,Tinto de verano con limon sin alcohol Don Simon botella 1.5 l.,1.1,1.507,L,1.507
2143,Estuche 2 Bot. Freixenet Cordon Negro Brut,11.98,1.0,ud,1.0
2144,Cerveza Daura sin gluten botella 33 cl.,0.99,0.33,L,0.33
2145,Agua mineral Font Vella Sensacion con zumo de manzana 1.25 l.,1.37,1.245,L,1.245
2146,Azpilicueta Tinto Crianza 2017,8.35,1.0,ud,1.0
2147,Vino blanco moscatel blanco Caldirola 75 cl.,3.69,1.0,ud,1.0
2148,Whisky Johnnie Walker Red Label escoces 70 cl.,12.59,0.7,L,0.7
2149,Estuche 2Bot. Matarromera2017 + 1 Bot. Melior 2018 Tinto,36.99,1.0,ud,1.0
2150,Estola Reserva 2017,3.65,1.0,ud,1.0
2151,Vino tinto de mesa tempranillo Elegido botella 1 l.,1.76,1.0,L,1.0
2152,Pacharan Zoco 1 l.,10.0,1.0,L,1.0
2153,Nectar de pera Granini Seleccion botella 1 l.,2.39,1.0,L,1.0
2154,Zumo de naranja sin pulpa ecologico Carrefour 75 cl.,1.99,0.751,L,0.751
2155,Brandy de jerez solera Altorreal 70 cl.,5.6,0.7,L,0.7
2156,Vino tinto Carrefour pack de 3 briks de 20 cl.,0.99,0.6,L,0.6
2157,Komvida Kombucha jengibre y limon ecologico sin gluten 75 cl.,5.79,0.75,L,0.75
2158,Bebida de fruta multifrutas sin azucares anadidos Granini 1 l.,2.39,1.0,L,1.0
2159,Enate Tinto 2018,6.75,1.0,ud,1.0
2160,Tonica Schweppes con toque de lima premium botella 20 cl.,1.65,0.2,L,0.2
2161,Protos Tinto Crianza 2017,15.49,1.0,ud,1.0
2162,Vino D.O. Valdepenas blanco crianza Tres Reinos 75 cl.,1.18,1.0,ud,1.0
2163,Refresco Antarctica con gas sabor guarana lata 33 cl.,0.73,0.33,L,0.33
2164,Yzaguirre Vermouth Con Crianza,11.95,1.0,L,1.0
2165,Vino dulce pedro ximenez De Nuestra Tierra D.O. Montilla-Moriles75 cl.,7.95,1.0,ud,1.0
2166,Bebida de guayaba Carrefour sin azucar anadido brik 1 l.,1.05,1.0,L,1.0
2167,Vino D.O. Rioja tinto Campo Viejo 75 cl.,3.79,1.0,ud,1.0
2168,Gaseosa La Casera con toque de limon cero azucares botella 1 l.,1.06,1.0,L,1.0
2169,Charles De Courance Champagne,12.9,1.0,ud,1.0
2170,Agua Mineral modificada,0.44,0.746,L,0.746
2171,Cerveza artesana Carrefour Sensation Rubia sin filtrar botella 33 cl.,0.76,0.33,L,0.33
2172,Trina de manzana sin gas zero botella 1.5 l.,1.62,1.5,L,1.5
2173,Tonica Nordic Mist botella 1 l.,1.44,1.0,L,1.0
2174,Vino blanco verdejo Cuvi D.O. Rueda 75 cl.,3.25,1.0,ud,1.0
2175,Cerveza tostada San Miguel Selecta lata 33 cl.,0.76,0.33,L,0.33
2176,Brandy Torres Reserva Imperial 10 anos,11.25,0.7,L,0.7
2177,Limonada Carrefour botella 1 l.,1.68,1.0,L,1.0
2178,Zumo de naranja Tropicana exprimido sin pulpa botella 90 cl.,2.55,0.901,L,0.901
2179,Tonica Schweppes con hibiscus premium botella 20 cl.,1.7,0.2,L,0.2
2180,Refresco de naranja Carrefour sin gas botella 1.5 l.,0.79,1.491,L,1.491
2181,Nectar de naranja sin azucar anadida Carrefour 1 l.,0.61,1.0,L,1.0
2182,Vino tinto joven Vendimia Seleccionada Fuentevina Tirilla 75 cl.,0.9,0.75,L,0.75
2183,Cerveza tostada Amstel Oro botella 33 cl.,0.99,0.33,L,0.33
2184,Vino D.O. Montilla-Moriles fino La Sultana 70 cl.,2.09,1.0,ud,1.0
2185,Zumo de naranja Tropicana exprimido con pulpa botella 90 cl.,2.55,0.901,L,0.901
2186,Cerveza Carrefour Pils pack de 12 latas de 33 cl.,3.6,3.956,L,3.956
2187,Cerveza artesana Carrefour Sensation tipo IPA botella 33 cl.,1.2,0.33,L,0.33
2188,Ron Negrita anejo 1 l.,10.99,1.0,L,1.0
2189,Gaseosa La Casera limon 0% calorias y azucares lata 33 cl.,0.54,0.329,L,0.329
2190,Vino blanco verdejo 3 Reinos D.O. Rueda 75 cl.,1.99,1.0,ud,1.0
2191,Ginebra Beefeater 1 l.,18.7,1.0,L,1.0
2192,Ron Legendario 70 cl.,14.49,0.7,L,0.7
2193,Fanta de naranja botella 50 cl.,1.33,0.5,L,0.5
2194,Schweppes de limon Zero botella 1 l.,1.8,1.0,L,1.0
2195,Whisky Ballantine's escoces 1.5 l.,23.49,1.5,L,1.5
2196,Ron Cacique Anejo Superior 1 l.,16.65,1.0,L,1.0
2197,Licor limoncello Carrefour 50 cl.,4.05,0.5,L,0.5
2198,Vino blanco verdejo Faustino Rivero V.T.Castilla 75 cl.,3.8,1.0,ud,1.0
2199,Vinas Del Vero Cabernet Sauvignon-Merlot Tinto 2020,4.49,1.0,ud,1.0
2200,Zumo multifrutas exprimido Carrefour brik de 1 l.,1.18,1.0,L,1.0
2201,Cerveza negra Bock Damm Munich lata 33 cl.,0.67,0.33,L,0.33
2202,Caja 4 Botellas (2 + 2) Cune + Glorioso Tinto Crianza,21.0,1.0,ud,1.0
2203,Zumo california Sunny Delight 1.25 l.,1.89,1.252,L,1.252
2204,Cerveza artesana Carrefour Sensation Session IPA botella 33 cl.,1.26,0.33,L,0.33
2205,Mar De Frades Blanco 2020,15.95,1.0,ud,1.0
2206,Muyfina Manzanilla Criaderas Y Soleras,3.19,1.0,ud,1.0
2207,Cerveza Damm Lemon con limon botella 25 cl.,0.51,0.25,L,0.25
2208,Vino tinto crianza Bardesano D.O.Ca. Rioja 75 cl.,4.2,1.0,ud,1.0
2209,Cerveza Buckler 0.0 alcohol malta pack 6 botellas 25 cl.,2.65,1.497,L,1.497
2210,Vodka Eristoff premium 1 l.,12.69,1.0,L,1.0
2211,Tinto de verano con limon La Casera lata 33 cl.,0.81,0.331,L,0.331
2212,Vino tinto crianza tempranillo Dehesas del Rey D.O. Ribera del Duero 75 cl.,7.0,1.0,ud,1.0
2213,Zumo de fruta y leche Carrefour Tropical sin lactosa pack de 6 briks de 20 cl.,1.29,1.194,L,1.194
2214,Marques De Vizhoja Blanco 2020,5.35,1.0,ud,1.0
2215,Whisky Westerly 70 cl.,4.79,0.7,L,0.7
2216,Cerveza Mahou Mixta Shandy sabor limon pack de 6 botellas de 25 cl.,2.95,1.497,L,1.497
2217,La Planta Tinto 2020,8.55,1.0,ud,1.0
2218,Tonica Schweppes con pimienta rosa premium botella 20 cl.,1.73,0.2,L,0.2
2219,Freixenet Cordon Negro Gran Seleccion Brut,6.75,1.0,ud,1.0
2220,Ron Yacare anejo 70 cl.,5.09,0.7,L,0.7
2221,Licor de cafe Puntemino 70 cl.,5.69,0.7,L,0.7
2222,Cerveza Buckler 0.0 alcohol malta lata 33 cl.,0.65,0.33,L,0.33
2223,Font Vella La Limonada con hierbabuena sin gas zero azucares botella 1.25 l.,1.46,1.248,L,1.248
2224,Estuche 3 Bot. Paternina Tinto Reserva 2016,14.95,1.0,ud,1.0
2225,Caja De 4 Botellas:2 Bot.Protos Tinto 2016 + 2 Bot. De Vina Pedrosa Coleccion Barricas 2018 Tinto,40.0,1.0,ud,1.0
2226,Ron Cacique anejo superior 70 cl.,10.99,0.7,L,0.7
2227,Licor 43 70 cl.,13.39,0.7,L,0.7
2228,Agua mineral Lanjaron 1 l.,0.68,1.0,L,1.0
2229,Refresco tropical Tang sin gas en polvo 30 g.,0.51,0.03,kg,0.03
2230,Ginebra Larios Rose premium 1 l.,18.69,1.0,L,1.0
2231,Cerveza Carrefour Classic pack de 6 botellas de 25 cl.,1.27,1.494,L,1.494
2232,Tanqueray 0.0,14.85,0.7,L,0.7
2233,Cerveza San Miguel Manila lata 33 cl.,0.68,0.33,L,0.33
2234,Vino D.O. Rioja tinto crianza Carrizal 75 cl.,4.2,1.0,ud,1.0
2235,Marina Alta Blanco 2020,4.85,1.0,ud,1.0
2236,Vodka Vikoroff 70 cl.,4.09,0.7,L,0.7
2237,Pago De Los Capellanes Tinto Roble 2020,12.79,1.0,ud,1.0
2238,Licor Cointreau 70 cl.,14.89,0.7,L,0.7
2239,Bebida de fruta kiwi y naranjaÂ  Granini Seleccion Mix botella 1 l.Â ,2.39,1.0,L,1.0
2240,Vino D.O. Ribera del Duero tinto roble Tres Reinos 75 cl.,2.8,1.0,ud,1.0
2241,Estuche 2 Bot. El Coto Seleccion Vinedos Tinto 2017,13.95,1.0,ud,1.0
2242,Trina de limon sin gas Zeo lata 33 cl.,0.55,0.329,L,0.329
2243,Cerveza rubia Heineken Lager pack de 6 botellas de 25 cl.,3.89,1.502,L,1.502
2244,Cerveza Grimbergen doble ambree botella 33 cl.,1.74,0.33,L,0.33
2245,Vino D.O. Ribera del Duero tinto crianza Tres Reinos 75 cl.,3.8,1.0,ud,1.0
2246,Zumo de manzana Don Simon brik 1 l.,1.16,1.0,L,1.0
2247,Vino tinto crianza Sabasan D.O.Navarra 75 cl.,1.72,1.0,ud,1.0
2248,Tang de naranja sin gas en polvo pack 5 sobres 30 g.,2.39,0.15,kg,0.15
2249,Pepsi light pack de 4 botellas de 1.75 cl.,5.45,6.987,L,6.987
2250,Martini Especial Rubino Vermouth,7.55,0.75,L,0.75
2251,Zumo paraiso Original Bifrutas pack de 3 briks 33 cl.,1.94,0.99,L,0.99
2252,Vino Mayor de Castilla D.O. Ribera del Duero Roble caja de 6 botellas de 75 cl.,17.99,1.0,ud,1.0
2253,Vino tinto Fuentevina botella 75 cl.,0.91,0.752,L,0.752
2254,Tonica Royal Bliss lime sensation botella 20 cl.,1.06,0.2,L,0.2
2255,Nectar tropical Carrefour brik 1 l.,0.83,1.0,L,1.0
2256,Faustino Tinto Crianza 2018,6.25,1.0,ud,1.0
2257,Ginebra Larios Rose premium 70 cl.,13.39,0.7,L,0.7
2258,Cerveza rubia Ambar Tipo IPA lata 44 cl.,1.51,0.44,L,0.44
2259,Cerveza San Miguel Yakima Valley Ipa lata 33 cl.,0.99,0.33,L,0.33
2260,Pruno Tinto 2019,11.19,1.0,ud,1.0
