,precio_anterior,precio,precio_rel,producto,link,precio_rel_anterior,precio_rel_1,precio_medida,medida,Q_medida
560,7.15 ,7.06,1.06 /100ml | 1.05 /100ml,Acondicionador para cabello encrespado o apagado Suave & Liso Pantene Pro-V 675 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,1.06 /100ml , 1.05 /100ml,1.05,100ml,6.724
561,10.49 ,9.69,1.05 /100ml | 0.97 /100ml,Acondicionador Repara & Protege para cabello debil o danado Pantene Pro-V 1000 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,1.05 /100ml , 0.97 /100ml,0.97,100ml,9.99
562,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
563,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
564,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
565,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=552,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
566,3.79 ,1.26,Mascarilla capilar reconstituyente Tesoros de Miel para pelo danado Original Remedies Garnier 320 ml.,Anadir,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,Mascarilla capilar reconstituyente Tesoros de Miel para pelo danado Original Remedies Garnier 320 ml.,,,,
567,3.15 ,2.99,2.10 /100ml | 1.99 /100ml,Desodorante en spray para hombre ice dive body Adidas 150 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,2.10 /100ml , 1.99 /100ml,1.99,100ml,1.503
568,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
569,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
570,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
571,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=576,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
572,3.45 ,3.15,2.30 /100ml | 2.10 /100ml,DESMA OJOS ESSENCIAL S.NAT 150,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,2.30 /100ml , 2.10 /100ml,2.1,100ml,1.5
573,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
574,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
575,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
576,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=600,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
577,5.29 ,4.99,1.92 /100ml | 1.81 /100ml,Acondicionador repara & suaviza extra aloe + hemp bio:renew Herbal Essences 275 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,1.92 /100ml , 1.81 /100ml,1.81,100ml,2.757
578,5.99 ,5.45,0.25 /ud | 0.23 /ud,Compresas incontinencia normal Indasec 24 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,0.25 /ud , 0.23 /ud,0.23,ud,23.696
579,4.59 ,4.35,0.46 /ud | 0.43 /ud,Desechable Blue II Plus Gillette 10 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,0.46 /ud , 0.43 /ud,0.43,ud,10.116
580,5.49 ,5.19,10.98 /100ml | 10.38 /100ml,Crema Hidratante Facial Te verde Garnier-Skin Naturals 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,10.98 /100ml , 10.38 /100ml,10.38,100ml,0.5
581,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
582,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
583,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
584,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=624,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
585,28.10 ,26.5,56.20 /100ml | 53 /100ml,Crema facial de dia formula con vitamina B3 y niacinamida 24H de hidratacion Regenerist Olay 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648,56.20 /100ml , 53 /100ml,53.0,100ml,0.5
586,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
587,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
588,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
589,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=648,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
590,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=672,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
591,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=672,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
592,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=672,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
593,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=672,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
594,4.19 ,4.11,1.40 /ud | 1.37 /ud,Tratamiento intensivo en ampollas rescate para pelo danado Suave & Liso Pantene Pro-V 45 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=696,1.40 /ud , 1.37 /ud,1.37,ud,3.0
595,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=696,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
596,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=696,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
597,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=696,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
598,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=696,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
599,4.05 ,3.59,8.10 /100ml | 7.18 /100ml,Desodorante stick Men Cobalt Blue Rexona 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=720,8.10 /100ml , 7.18 /100ml,7.18,100ml,0.5
600,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=720,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
601,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=720,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
602,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=720,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
603,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=720,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
604,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=744,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
605,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=744,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
606,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=744,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
607,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=744,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
608,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=768,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
609,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=768,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
610,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=768,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
611,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=768,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
612,28.30 ,26.3,188.67 /100ml | 175.33 /100ml,Contorno de ojos para las ojeras. arrugas y bolsas Olay 15 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,188.67 /100ml , 175.33 /100ml,175.33,100ml,0.15
613,2.15 ,2.05,4.30 /100ml | 4.10 /100ml,Desodorante roll-on 6 en 1 Cool&Dry Adidas 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,4.30 /100ml , 4.10 /100ml,4.1,100ml,0.5
614,4.65 ,4.1,2.32 /100ml | 2.05 /100ml,Leche limpiadora suave para todo tipo de piel Diadermine 200 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,2.32 /100ml , 2.05 /100ml,2.05,100ml,2.0
615,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
616,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
617,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
618,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=792,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
619,31 ,30.45,62 /100ml | 60.90 /100ml,Crema facial hidratante de noche con retinol sin fragancia Regenerist Retinol24 Olay 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,62 /100ml , 60.90 /100ml,60.9,100ml,0.5
620,19.25 ,18.69,38.50 /100ml | 37.38 /100ml,Total efect 7 in one Antiedad hidratante SPF15 Olay 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,38.50 /100ml , 37.38 /100ml,37.38,100ml,0.5
621,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
622,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
623,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
624,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=816,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
625,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=840,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
626,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=840,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
627,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=840,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
628,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=840,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
629,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=864,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
630,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=864,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
631,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=864,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
632,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=864,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
633,26.40 ,24.4,52.80 /100ml | 48.80 /100ml,Serum facial de dia ultra reafirmante Regenerist Olay 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,52.80 /100ml , 48.80 /100ml,48.8,100ml,0.5
634,10.25 ,9.79,1.28 /ud | 1.22 /ud,Maquinillas desechables piel sensible Sensor3 Gillette 8 ud.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,1.28 /ud , 1.22 /ud,1.22,ud,8.025
635,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
636,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
637,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
638,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=888,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
639,35.60 ,34.99,71.20 /100ml | 69.98 /100ml,Crema facial de dia sin perfume Regenerist Collagen Peptide24 Olay 50 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,71.20 /100ml , 69.98 /100ml,69.98,100ml,0.5
640,3.40 ,3.3,8.50 /100ml | 8.25 /100ml,Desodorante stick algodon Rexona 40 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,8.50 /100ml , 8.25 /100ml,8.25,100ml,0.4
641,8.45 ,7.8,8.45 /100ml | 7.80 /100ml,After Save Original Old Spice 100 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,8.45 /100ml , 7.80 /100ml,7.8,100ml,1.0
642,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
643,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
644,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
645,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=912,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
646,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=936,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
647,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=936,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
648,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=936,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
649,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=936,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
650,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=960,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
651,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=960,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
652,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=960,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
653,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=960,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
654,2.99 ,2.85,0.50 /100ml | 0.48 /100ml,Gel de ducha Moussel 600 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=984,0.50 /100ml , 0.48 /100ml,0.48,100ml,5.938
655,3.32 ,3.25,4.43 /100ml | 4.33 /100ml,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=984,4.43 /100ml , 4.33 /100ml,4.33,100ml,0.751
656,2.39 ,2.29,3.19 /100ml | 3.05 /100ml,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=984,3.19 /100ml , 3.05 /100ml,3.05,100ml,0.751
657,2.65 ,2.47,3.53 /100ml | 3.29 /100ml,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,https://www.carrefour.es/supermercado/perfumeria-e-higiene/cat20004/c?offset=984,3.53 /100ml , 3.29 /100ml,3.29,100ml,0.751
658,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
659,11.89 ,11.69,0.25 /lavado | 0.24 /lavado,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,0.25 /lavado , 0.24 /lavado,0.24,lavado,48.708
660,9.95 ,9.29,0.55 /ud | 0.52 /ud,Papel higienico seda 3 capas Foxy 18 rollos.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,0.55 /ud , 0.52 /ud,0.52,ud,17.865
661,5.29 ,4.8,0.11 /m | 0.10 /m,Papel de aluminio Albal 50 metros.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,0.11 /m , 0.10 /m,0.1,m,48.0
662,3.10 ,2.69,2.58 /l | 2.24 /l,Limpiahogar con Oxigeno Activo Sanytol 1.2 L,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,2.58 /l , 2.24 /l,2.24,l,1.201
663,2.69 ,2.55,1.79 /l | 1.70 /l,Limpiador de bano Don Limpio 1.5 l.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,1.79 /l , 1.70 /l,1.7,l,1.5
664,3.79 ,3.55,0.05 /lavado | 0.05 /lavado,Suavizante concentrado azul vital Mimosin 78 lavados.,https://www.carrefour.es/supermercado/limpieza-y-hogar/cat20005/c?offset=24,0.05 /lavado , 0.05 /lavado,0.05,lavado,71.0
