,producto,link,nombre_prod,Q,precio,anadir
3746,"Dentífrico Menta Fresca Licor del Polo 2 en 1
Bote 100 ml
1,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Dentífrico Menta Fresca Licor del Polo 2 en 1,Bote 100 ml,"1,90 € /ud.",Añadir al carro
3747,"Dentífrico Sensitive Deliplus
Tubo 100 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Dentífrico Sensitive Deliplus,Tubo 100 ml,"1,20 € /ud.",Añadir al carro
3748,"Dentífrico Gingival Deliplus con flúor
Tubo 100 ml
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Dentífrico Gingival Deliplus con flúor,Tubo 100 ml,"1,20 € /ud.",Añadir al carro
3749,"Dentífrico Herbal Deliplus con flúor
Tubo 100 ml
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Dentífrico Herbal Deliplus con flúor,Tubo 100 ml,"0,95 € /ud.",Añadir al carro
3750,"Dentífrico Active Carbon Deliplus blanqueador
Tubo 100 ml
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Dentífrico Active Carbon Deliplus blanqueador,Tubo 100 ml,"1,50 € /ud.",Añadir al carro
3751,"Cepillo dental Medio Deliplus
Paquete 3 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Medio Deliplus,Paquete 3 ud.,"1,00 € /ud.",Añadir al carro
3752,"Cepillo dental Suave Deliplus
Paquete 3 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Suave Deliplus,Paquete 3 ud.,"1,00 € /ud.",Añadir al carro
3753,"Cepillo dental Duro Deliplus
Paquete 3 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Duro Deliplus,Paquete 3 ud.,"1,00 € /ud.",Añadir al carro
3754,"Cepillo dental Medio todo en uno Oral-B
Paquete 1 ud.
2,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Medio todo en uno Oral-B,Paquete 1 ud.,"2,80 € /ud.",Añadir al carro
3755,"Cepillo dental encías y dientes sensibles Deliplus
Paquete 1 ud.
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental encías y dientes sensibles Deliplus,Paquete 1 ud.,"1,30 € /ud.",Añadir al carro
3756,"Cepillo dental Infantil Spiderman Sp.Berner
Paquete 1 ud.
0,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Infantil Spiderman Sp.Berner,Paquete 1 ud.,"0,90 € /ud.",Añadir al carro
3757,"Cepillo dental Infantil Peppa pig
Paquete 1 ud.
0,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Infantil Peppa pig,Paquete 1 ud.,"0,90 € /ud.",Añadir al carro
3758,"Cepillo dental Plegable de viaje Deliplus
Paquete 1 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Plegable de viaje Deliplus,Paquete 1 ud.,"1,00 € /ud.",Añadir al carro
3759,"Cepillo dental Medio Ultraavanzado Deliplus
Paquete 1 ud.
1,99 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Medio Ultraavanzado Deliplus,Paquete 1 ud.,"1,99 € /ud.",Añadir al carro
3760,"Recambios cepillo dental Eléctrico Sp.Berner
Paquete 2 ud.
3,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Recambios cepillo dental Eléctrico Sp.Berner,Paquete 2 ud.,"3,95 € /ud.",Añadir al carro
3761,"Cepillo dental Especial Ortodoncia Deliplus
Paquete 1 ud.
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Especial Ortodoncia Deliplus,Paquete 1 ud.,"1,80 € /ud.",Añadir al carro
3762,"Cepillo dental Eléctrico Sp.Berner
Paquete 1 ud.
6,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Eléctrico Sp.Berner,Paquete 1 ud.,"6,90 € /ud.",Añadir al carro
3763,"Cepillo dental Infantil Eléctrico Vengadores
Paquete 1 ud.
3,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Infantil Eléctrico Vengadores,Paquete 1 ud.,"3,95 € /ud.",Añadir al carro
3764,"Cepillo dental Eléctrico Deliplus desechable
Paquete 1 ud.
3,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Eléctrico Deliplus desechable,Paquete 1 ud.,"3,60 € /ud.",Añadir al carro
3765,"Cepillo dental Infantil Eléctrico Santoro Gorjuss Sp.Berner
Paquete 1 ud.
3,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Infantil Eléctrico Santoro Gorjuss Sp.Berner,Paquete 1 ud.,"3,95 € /ud.",Añadir al carro
3766,"Cepillo dental Eléctrico Oral-B Pro Expert
Paquete 1 ud.
9,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental Eléctrico Oral-B Pro Expert,Paquete 1 ud.,"9,75 € /ud.",Añadir al carro
3767,"Recambios cepillo dental Eléctrico Oral-B Precision Clean
Paquete 2 ud.
8,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Recambios cepillo dental Eléctrico Oral-B Precision Clean,Paquete 2 ud.,"8,95 € /ud.",Añadir al carro
3768,"Cepillo dental técnico Especial Prótesis Sp.Berner
Paquete 1 ud.
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillo dental técnico Especial Prótesis Sp.Berner,Paquete 1 ud.,"1,80 € /ud.",Añadir al carro
3769,"Lote higiene bucal Oral-B
Caja 1 ud.
12,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Lote higiene bucal Oral-B,Caja 1 ud.,"12,50 € /ud.",Añadir al carro
3770,"Enjuague bucal Total Action Deliplus
Botella 500 ml
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Total Action Deliplus,Botella 500 ml,"1,35 € /ud.",Añadir al carro
3771,"Enjuague bucal Fresh 0% alcohol Deliplus
Botella 500 ml
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Fresh 0% alcohol Deliplus,Botella 500 ml,"1,35 € /ud.",Añadir al carro
3772,"Cepillos interdentales cónicos Extrafinos Deliplus
Paquete 6 ud.
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillos interdentales cónicos Extrafinos Deliplus,Paquete 6 ud.,"1,50 € /ud.",Añadir al carro
3773,"Enjuague bucal Explosion Action Deliplus
Botella 500 ml
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Explosion Action Deliplus,Botella 500 ml,"1,50 € /ud.",Añadir al carro
3774,"Enjuague bucal White Effect Deliplus blanqueador
Botella 500 ml
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal White Effect Deliplus blanqueador,Botella 500 ml,"1,50 € /ud.",Añadir al carro
3775,"Crema adhesiva para prótesis dentales Benfix sin sabor
Tubo 50 g
3,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Crema adhesiva para prótesis dentales Benfix sin sabor,Tubo 50 g,"3,50 € /ud.",Añadir al carro
3776,"Spray bucal Deliplus
Paquete 5 ml
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Spray bucal Deliplus,Paquete 5 ml,"1,05 € /ud.",Añadir al carro
3777,"Cepillos interdentales cónicos Finos Deliplus
Paquete 6 ud.
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cepillos interdentales cónicos Finos Deliplus,Paquete 6 ud.,"1,50 € /ud.",Añadir al carro
3778,"Enjuague bucal protección dientes y encías Listerine menta
Botella 500 ml
5,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal protección dientes y encías Listerine menta,Botella 500 ml,"5,60 € /ud.",Añadir al carro
3779,"Hilo dental con cera y sabor menta
Paquete 2 ud.
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Hilo dental con cera y sabor menta,Paquete 2 ud.,"1,80 € /ud.",Añadir al carro
3780,"Enjuague bucal cuidado total Listerine menta
Botella 500 ml
5,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal cuidado total Listerine menta,Botella 500 ml,"5,60 € /ud.",Añadir al carro
3781,"Enjuague bucal Kids Deliplus sin alcohol
Botella 500 ml
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Kids Deliplus sin alcohol,Botella 500 ml,"1,50 € /ud.",Añadir al carro
3782,"Enjuague bucal Gingival Deliplus con clorhexidina
Botella 500 ml
1,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Gingival Deliplus con clorhexidina,Botella 500 ml,"1,90 € /ud.",Añadir al carro
3783,"Enjuague bucal Cuidado Encías Deliplus zero alcohol
Botella 500 ml
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Cuidado Encías Deliplus zero alcohol,Botella 500 ml,"1,95 € /ud.",Añadir al carro
3784,"Cinta dental con cera y sabor menta
Paquete 2 ud.
2,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Cinta dental con cera y sabor menta,Paquete 2 ud.,"2,50 € /ud.",Añadir al carro
3785,"Crema fijadora prótesis dentales Polident fijación fuerte
Tubo 40 g
4,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Crema fijadora prótesis dentales Polident fijación fuerte,Tubo 40 g,"4,80 € /ud.",Añadir al carro
3786,"Enjuague bucal Sensitive Deliplus zero alcohol
Botella 500 ml
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Enjuague bucal Sensitive Deliplus zero alcohol,Botella 500 ml,"1,95 € /ud.",Añadir al carro
3787,"Tabletas limpiadoras prótesis dentales Benfix y ortodoncias
Caja 32 ud.
2,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Tabletas limpiadoras prótesis dentales Benfix y ortodoncias,Caja 32 ud.,"2,45 € /ud.",Añadir al carro
3788,"Arcos dentales para higiene interdental Deliplus
Caja 60 ud.
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Arcos dentales para higiene interdental Deliplus,Caja 60 ud.,"1,80 € /ud.",Añadir al carro
3789,"Tabletas limpiadoras prótesis dentales Polident
Caja 36 ud.
4,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/186,Tabletas limpiadoras prótesis dentales Polident,Caja 36 ud.,"4,70 € /ud.",Añadir al carro
3790,"Compresa sin alas normal Deliplus Classic
Paquete 26 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas normal Deliplus Classic,Paquete 26 ud.,"1,00 € /ud.",Añadir al carro
3791,"Compresa con alas noche plegada Deliplus Classic
Paquete 10 ud.
1,10 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas noche plegada Deliplus Classic,Paquete 10 ud.,"1,10 € /ud.",Añadir al carro
3792,"Compresa sin alas de incontinencia Deliplus maxi
Paquete 12 ud.
3,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas de incontinencia Deliplus maxi,Paquete 12 ud.,"3,65 € /ud.",Añadir al carro
3793,"Compresa con alas normal Deliplus Suave
Paquete 32 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Deliplus Suave,Paquete 32 ud.,"2,30 € /ud.",Añadir al carro
3794,"Compresa con alas noche Deliplus Suave
Paquete 10 ud.
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas noche Deliplus Suave,Paquete 10 ud.,"1,30 € /ud.",Añadir al carro
3795,"Compresa sin alas de incontinencia Deliplus extra
Paquete 20 ud.
3,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas de incontinencia Deliplus extra,Paquete 20 ud.,"3,95 € /ud.",Añadir al carro
3796,"Compresa sin alas normal plegada Deliplus Classic
Paquete 20 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas normal plegada Deliplus Classic,Paquete 20 ud.,"1,00 € /ud.",Añadir al carro
3797,"Compresa con alas super Deliplus Suave
Paquete 28 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas super Deliplus Suave,Paquete 28 ud.,"2,30 € /ud.",Añadir al carro
3798,"Compresa sin alas super plegada Deliplus Classic
Paquete 16 ud.
1,15 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas super plegada Deliplus Classic,Paquete 16 ud.,"1,15 € /ud.",Añadir al carro
3799,"Compresa con alas normal Evax cotton like
Paquete 28 ud.
3,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Evax cotton like,Paquete 28 ud.,"3,50 € /ud.",Añadir al carro
3800,"Compresa con alas normal Deliplus Dry
Paquete 32 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Deliplus Dry,Paquete 32 ud.,"2,30 € /ud.",Añadir al carro
3801,"Compresa con alas super Deliplus Dry
Paquete 28 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas super Deliplus Dry,Paquete 28 ud.,"2,30 € /ud.",Añadir al carro
3802,"Compresa sin alas de incontinencia Deliplus normal
Paquete 24 ud.
3,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas de incontinencia Deliplus normal,Paquete 24 ud.,"3,95 € /ud.",Añadir al carro
3803,"Compresa sin alas normal Evax fina y segura
Paquete 20 ud.
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas normal Evax fina y segura,Paquete 20 ud.,"1,95 € /ud.",Añadir al carro
3804,"Compresa con alas super Evax cotton like
Paquete 20 ud.
3,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas super Evax cotton like,Paquete 20 ud.,"3,30 € /ud.",Añadir al carro
3805,"Compresa con alas noche Ausonia
Paquete 16 ud.
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas noche Ausonia,Paquete 16 ud.,"2,95 € /ud.",Añadir al carro
3806,"Compresa con alas normal Evax Cotton Like
Paquete 16 ud.
2,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Evax Cotton Like,Paquete 16 ud.,"2,20 € /ud.",Añadir al carro
3807,"Compresa sin alas normal Deliplus Suave
Paquete 32 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas normal Deliplus Suave,Paquete 32 ud.,"2,30 € /ud.",Añadir al carro
3808,"Compresa con alas normal Ausonia
Paquete 24 ud.
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Ausonia,Paquete 24 ud.,"2,95 € /ud.",Añadir al carro
3809,"Compresa con alas super Ausonia
Paquete 20 ud.
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas super Ausonia,Paquete 20 ud.,"2,95 € /ud.",Añadir al carro
3810,"Compresa con alas normal Evax fina y segura
Paquete 16 ud.
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Evax fina y segura,Paquete 16 ud.,"1,95 € /ud.",Añadir al carro
3811,"Compresa sin alas super Deliplus Suave
Paquete 28 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas super Deliplus Suave,Paquete 28 ud.,"2,30 € /ud.",Añadir al carro
3812,"Compresa sin alas maxi super Evax
Paquete 16 ud.
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas maxi super Evax,Paquete 16 ud.,"1,95 € /ud.",Añadir al carro
3813,"Compresa sin alas de incontinencia Deliplus mini
Paquete 30 ud.
3,85 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas de incontinencia Deliplus mini,Paquete 30 ud.,"3,85 € /ud.",Añadir al carro
3814,"Compresa sin alas normal Deliplus Dry
Paquete 32 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas normal Deliplus Dry,Paquete 32 ud.,"2,30 € /ud.",Añadir al carro
3815,"Compresa con alas tanga Deliplus Suave
Paquete 12 ud.
1,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas tanga Deliplus Suave,Paquete 12 ud.,"1,60 € /ud.",Añadir al carro
3816,"Compresa sin alas extraplana Deliplus
Paquete 18 ud.
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas extraplana Deliplus,Paquete 18 ud.,"1,45 € /ud.",Añadir al carro
3817,"Compresa sin alas extraplana noche Deliplus
Paquete 10 ud.
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas extraplana noche Deliplus,Paquete 10 ud.,"1,45 € /ud.",Añadir al carro
3818,"Compresa con alas normal Deliplus Suave
Paquete 10 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Deliplus Suave,Paquete 10 ud.,"1,00 € /ud.",Añadir al carro
3819,"Compresa con alas normal Deliplus Dry
Paquete 10 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Deliplus Dry,Paquete 10 ud.,"1,00 € /ud.",Añadir al carro
3820,"Compresa sin alas super Deliplus Dry
Paquete 28 ud.
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa sin alas super Deliplus Dry,Paquete 28 ud.,"2,30 € /ud.",Añadir al carro
3821,"Compresa con alas normal Deliplus Cotton
Paquete 32 ud.
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas normal Deliplus Cotton,Paquete 32 ud.,"2,95 € /ud.",Añadir al carro
3822,"Compresa con alas super Deliplus Cotton
Paquete 28 ud.
2,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa con alas super Deliplus Cotton,Paquete 28 ud.,"2,95 € /ud.",Añadir al carro
3823,"Copa menstrual íntima talla M Deliplus
Caja 1 ud.
9,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Copa menstrual íntima talla M Deliplus,Caja 1 ud.,"9,00 € /ud.",Añadir al carro
3824,"Copa menstrual íntima talla L Deliplus
Caja 1 ud.
9,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Copa menstrual íntima talla L Deliplus,Caja 1 ud.,"9,00 € /ud.",Añadir al carro
3825,"Protegeslip normal Deliplus Suave
Caja 72 ud.
1,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal Deliplus Suave,Caja 72 ud.,"1,95 € /ud.",Añadir al carro
3826,"Protegeslip y compresa 2 en 1 Deliplus Suave
Caja 24 ud.
1,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip y compresa 2 en 1 Deliplus Suave,Caja 24 ud.,"1,60 € /ud.",Añadir al carro
3827,"Protegeslip maxi Deliplus Suave
Caja 60 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip maxi Deliplus Suave,Caja 60 ud.,"2,40 € /ud.",Añadir al carro
3828,"Protegeslip normal Evax
Caja 70 ud.
2,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal Evax,Caja 70 ud.,"2,70 € /ud.",Añadir al carro
3829,"Protegeslip maxi Evax
Caja 60 ud.
3,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip maxi Evax,Caja 60 ud.,"3,20 € /ud.",Añadir al carro
3830,"Protegeslip normal plegado Deliplus Suave
Caja 28 ud.
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal plegado Deliplus Suave,Caja 28 ud.,"1,35 € /ud.",Añadir al carro
3831,"Protegeslip normal Deliplus Classic
Caja 50 ud.
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal Deliplus Classic,Caja 50 ud.,"1,00 € /ud.",Añadir al carro
3832,"Protegeslip Cotton flexiform Carefree regular + tanga
Caja 30 ud.
1,89 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip Cotton flexiform Carefree regular + tanga,Caja 30 ud.,"1,89 € /ud.",Añadir al carro
3833,"Protegeslip ultrafino Deliplus Fresh
Caja 34 ud.
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip ultrafino Deliplus Fresh,Caja 34 ud.,"1,20 € /ud.",Añadir al carro
3834,"Protegeslip tanga Deliplus Fresh
Caja 30 ud.
1,15 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip tanga Deliplus Fresh,Caja 30 ud.,"1,15 € /ud.",Añadir al carro
3835,"Protegeslip micro Deliplus Fresh
Caja 44 ud.
1,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip micro Deliplus Fresh,Caja 44 ud.,"1,65 € /ud.",Añadir al carro
3836,"Protegeslip de incontinencia Deliplus pequeño
Caja 34 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip de incontinencia Deliplus pequeño,Caja 34 ud.,"2,40 € /ud.",Añadir al carro
3837,"Protegeslip normal Deliplus Dry
Caja 70 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal Deliplus Dry,Caja 70 ud.,"2,40 € /ud.",Añadir al carro
3838,"Protegeslip maxi Deliplus Dry
Caja 60 ud.
2,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip maxi Deliplus Dry,Caja 60 ud.,"2,80 € /ud.",Añadir al carro
3839,"Protegeslip normal Deliplus Cotton
Caja 30 ud.
1,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip normal Deliplus Cotton,Caja 30 ud.,"1,60 € /ud.",Añadir al carro
3840,"Protegeslip maxi Deliplus Cotton
Caja 28 ud.
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protegeslip maxi Deliplus Cotton,Caja 28 ud.,"1,80 € /ud.",Añadir al carro
3841,"Tampones super Tampax
Caja 32 ud.
4,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super Tampax,Caja 32 ud.,"4,40 € /ud.",Añadir al carro
3842,"Tampones super plus Tampax
Caja 22 ud.
3,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super plus Tampax,Caja 22 ud.,"3,60 € /ud.",Añadir al carro
3843,"Tampones regular Deliplus con aplicador compacto
Caja 32 ud.
2,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Deliplus con aplicador compacto,Caja 32 ud.,"2,20 € /ud.",Añadir al carro
3844,"Tampones regular Tampax
Caja 32 ud.
4,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Tampax,Caja 32 ud.,"4,40 € /ud.",Añadir al carro
3845,"Tampones super Tampax
Caja 18 ud.
3,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super Tampax,Caja 18 ud.,"3,20 € /ud.",Añadir al carro
3846,"Tampones regular Tampax
Caja 20 ud.
3,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Tampax,Caja 20 ud.,"3,20 € /ud.",Añadir al carro
3847,"Tampones super plus Tampax
Caja 18 ud.
3,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super plus Tampax,Caja 18 ud.,"3,40 € /ud.",Añadir al carro
3848,"Tampones super Deliplus con aplicador suave
Caja 20 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super Deliplus con aplicador suave,Caja 20 ud.,"2,40 € /ud.",Añadir al carro
3849,"Tampones super Deliplus con aplicador clásico
Caja 40 ud.
2,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super Deliplus con aplicador clásico,Caja 40 ud.,"2,65 € /ud.",Añadir al carro
3850,"Tampones regular Deliplus con aplicador suave
Caja 20 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Deliplus con aplicador suave,Caja 20 ud.,"2,40 € /ud.",Añadir al carro
3851,"Tampones super plus Deliplus con aplicador clásico
Caja 40 ud.
2,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super plus Deliplus con aplicador clásico,Caja 40 ud.,"2,65 € /ud.",Añadir al carro
3852,"Tampones super plus Deliplus con aplicador suave
Caja 20 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super plus Deliplus con aplicador suave,Caja 20 ud.,"2,40 € /ud.",Añadir al carro
3853,"Tampones regular Deliplus con aplicador clásico
Caja 40 ud.
2,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Deliplus con aplicador clásico,Caja 40 ud.,"2,65 € /ud.",Añadir al carro
3854,"Tampones super Deliplus sin aplicador
Caja 32 ud.
2,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones super Deliplus sin aplicador,Caja 32 ud.,"2,20 € /ud.",Añadir al carro
3855,"Tampones regular Deliplus sin aplicador
Caja 32 ud.
2,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones regular Deliplus sin aplicador,Caja 32 ud.,"2,20 € /ud.",Añadir al carro
3856,"Tampones mini Deliplus con aplicador suave
Caja 20 ud.
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones mini Deliplus con aplicador suave,Caja 20 ud.,"2,40 € /ud.",Añadir al carro
3857,"Tampones mini Deliplus sin aplicador
Caja 32 ud.
2,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Tampones mini Deliplus sin aplicador,Caja 32 ud.,"2,20 € /ud.",Añadir al carro
3858,"Protector cama tamaño 60 x 90 cm Deliplus
Paquete 20 ud.
8,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Protector cama tamaño 60 x 90 cm Deliplus,Paquete 20 ud.,"8,50 € /ud.",Añadir al carro
3859,"Pañal adulto braguita talla M Deliplus Pants plus
Paquete 14 ud.
10,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Pañal adulto braguita talla M Deliplus Pants plus,Paquete 14 ud.,"10,80 € /ud.",Añadir al carro
3860,"Pañal adulto braguita talla L Deliplus Pants Plus
Paquete 14 ud.
11,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Pañal adulto braguita talla L Deliplus Pants Plus,Paquete 14 ud.,"11,95 € /ud.",Añadir al carro
3861,"Compresa de incontinencia Tena masculina
Caja 10 ud.
4,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Compresa de incontinencia Tena masculina,Caja 10 ud.,"4,65 € /ud.",Añadir al carro
3862,"Pañal adulto talla G Deliplus
Paquete 20 ud.
14,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/190,Pañal adulto talla G Deliplus,Paquete 20 ud.,"14,80 € /ud.",Añadir al carro
