,producto,link,nombre_prod,Q,precio,anadir
383,"Tónica pink Schweppes
Lata 330 ml
0,79 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/161,Tónica pink Schweppes,Lata 330 ml,"0,79 € /ud.",Añadir al carro
384,"Tónica con toque lima Schweppes
4 botellines x 200 ml
4,95 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/161,Tónica con toque lima Schweppes,4 botellines x 200 ml,"4,95 € /pack",Añadir al carro
385,"Tónica con toque lima Schweppes
Botellín 200 ml
1,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/161,Tónica con toque lima Schweppes,Botellín 200 ml,"1,65 € /ud.",Añadir al carro
386,"Bitter Kas sin alcohol
Lata 330 ml
0,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/161,Bitter Kas sin alcohol,Lata 330 ml,"0,75 € /ud.",Añadir al carro
387,"Bitter Kas sin alcohol
6 botellines x 200 ml
3,90 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/161,Bitter Kas sin alcohol,6 botellines x 200 ml,"3,90 € /pack",Añadir al carro
388,"Refresco al limón Nestea
8 latas x 330 ml
5,68 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco al limón Nestea,8 latas x 330 ml,"5,68 € /pack",Añadir al carro
389,"Refresco al limón Nestea
Lata 330 ml
0,73 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco al limón Nestea,Lata 330 ml,"0,73 € /ud.",Añadir al carro
390,"Refresco al limón Nestea
Botella 1,5 L
1,67 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco al limón Nestea,"Botella 1,5 L","1,67 € /ud.",Añadir al carro
391,"Refresco té verde Hacendado
Botella 1,5 L
0,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té verde Hacendado,"Botella 1,5 L","0,75 € /ud.",Añadir al carro
392,"Refresco té verde Hacendado
6 latas x 330 ml
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té verde Hacendado,6 latas x 330 ml,"1,80 € /pack",Añadir al carro
393,"Refresco té verde Hacendado
Lata 330 ml
0,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té verde Hacendado,Lata 330 ml,"0,30 € /ud.",Añadir al carro
394,"Refresco té sabor limón Hacendado cero
Botella 1,5 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado cero,"Botella 1,5 L","0,70 € /ud.",Añadir al carro
395,"Refresco té sabor limón Hacendado cero
6 latas x 330 ml
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado cero,6 latas x 330 ml,"1,80 € /pack",Añadir al carro
396,"Refresco té sabor limón Hacendado cero
Lata 330 ml
0,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado cero,Lata 330 ml,"0,30 € /ud.",Añadir al carro
397,"Refresco té sabor mango Hacendado cero
Botella 1,5 L
0,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor mango Hacendado cero,"Botella 1,5 L","0,75 € /ud.",Añadir al carro
398,"Refresco té sabor limón Hacendado
Botella 1,5 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado,"Botella 1,5 L","0,70 € /ud.",Añadir al carro
399,"Refresco té sabor limón Hacendado
6 latas x 330 ml
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado,6 latas x 330 ml,"1,80 € /pack",Añadir al carro
400,"Refresco té sabor limón Hacendado
Lata 330 ml
0,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor limón Hacendado,Lata 330 ml,"0,30 € /ud.",Añadir al carro
401,"Refresco té sabor melocotón Hacendado cero
Botella 1,5 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor melocotón Hacendado cero,"Botella 1,5 L","0,70 € /ud.",Añadir al carro
402,"Refresco té sabor melocotón Hacendado cero
6 latas x 330 ml
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor melocotón Hacendado cero,6 latas x 330 ml,"1,80 € /pack",Añadir al carro
403,"Refresco té sabor melocotón Hacendado cero
Lata 330 ml
0,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor melocotón Hacendado cero,Lata 330 ml,"0,30 € /ud.",Añadir al carro
404,"Refresco té con limón Hacendado para diluir
Caja 12 sobres (36 g)
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té con limón Hacendado para diluir,Caja 12 sobres (36 g),"1,30 € /ud.",Añadir al carro
405,"Refresco té con melocotón Hacendado para diluir
Caja 12 sobres (36 g)
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té con melocotón Hacendado para diluir,Caja 12 sobres (36 g),"1,30 € /ud.",Añadir al carro
406,"Refresco té sabor mango y piña Hacendado
Botella 1,5 L
0,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco té sabor mango y piña Hacendado,"Botella 1,5 L","0,80 € /ud.",Añadir al carro
407,"Limonada Don Simón light sin gas
Botella 2 L
1,10 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Limonada Don Simón light sin gas,Botella 2 L,"1,10 € /ud.",Añadir al carro
408,"Refresco de naranja Simon Life sin gas
Botella 1,5 L
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Simon Life sin gas,"Botella 1,5 L","1,35 € /ud.",Añadir al carro
409,"Refresco de naranja Gold Spring sin gas
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Gold Spring sin gas,Botella 2 L,"1,05 € /ud.",Añadir al carro
410,"Refresco de naranja Gold Spring sin gas
4 botellas x 330 ml
1,10 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Gold Spring sin gas,4 botellas x 330 ml,"1,10 € /pack",Añadir al carro
411,"Refresco fusión de frutas Gold Spring cero sin gas
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco fusión de frutas Gold Spring cero sin gas,Botella 2 L,"1,05 € /ud.",Añadir al carro
412,"Refresco de naranja Trina sin gas
8 latas x 330 ml
3,92 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Trina sin gas,8 latas x 330 ml,"3,92 € /pack",Añadir al carro
413,"Refresco de naranja Trina sin gas
Lata 330 ml
0,55 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Trina sin gas,Lata 330 ml,"0,55 € /ud.",Añadir al carro
414,"Refresco de naranja Trina sin gas
Botella 1,5 L
1,39 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Trina sin gas,"Botella 1,5 L","1,39 € /ud.",Añadir al carro
415,"Refresco Sunny Delight Florida sin gas
4 botellas x 200 ml
1,50 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco Sunny Delight Florida sin gas,4 botellas x 200 ml,"1,50 € /pack",Añadir al carro
416,"Bebida Florida Sunny Delight
Botella 1,25 L
1,65 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Bebida Florida Sunny Delight,"Botella 1,25 L","1,65 € /ud.",Añadir al carro
417,"Refresco de manzana sin gas
Botella 1,5 L
0,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de manzana sin gas,"Botella 1,5 L","0,80 € /ud.",Añadir al carro
418,"Refresco piña-coco Gold Spring cero sin gas
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco piña-coco Gold Spring cero sin gas,Botella 2 L,"1,05 € /ud.",Añadir al carro
419,"Refresco de naranja Trina zero sin gas
8 latas x 330 ml
3,92 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Trina zero sin gas,8 latas x 330 ml,"3,92 € /pack",Añadir al carro
420,"Refresco de naranja Trina zero sin gas
Lata 330 ml
0,55 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Trina zero sin gas,Lata 330 ml,"0,55 € /ud.",Añadir al carro
421,"Agua de coco Chaokoh 100% natural
Brick 1 L
2,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Agua de coco Chaokoh 100% natural,Brick 1 L,"2,40 € /ud.",Añadir al carro
422,"Agua de coco Chaokoh 100% natural
Brick 330 ml
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Agua de coco Chaokoh 100% natural,Brick 330 ml,"1,30 € /ud.",Añadir al carro
423,"Refresco sandía Gold Spring cero sin gas
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco sandía Gold Spring cero sin gas,Botella 2 L,"1,05 € /ud.",Añadir al carro
424,"Refresco Caribe Gold Spring cero sin gas
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco Caribe Gold Spring cero sin gas,Botella 2 L,"1,05 € /ud.",Añadir al carro
425,"Refresco de naranja Gold Spring sin gas y sin azúcares añadidos
Botella 2 L
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Refresco de naranja Gold Spring sin gas y sin azúcares añadidos,Botella 2 L,"1,05 € /ud.",Añadir al carro
426,"Bebida aloe vera zero Hacendado
Botella 500 ml
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Bebida aloe vera zero Hacendado,Botella 500 ml,"1,35 € /ud.",Añadir al carro
427,"Agua-Fruta de frutos rojos Hacendado
Botella 1 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Agua-Fruta de frutos rojos Hacendado,Botella 1 L,"0,70 € /ud.",Añadir al carro
428,"Agua-Fruta de limón Hacendado
Botella 1 L
0,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/162,Agua-Fruta de limón Hacendado,Botella 1 L,"0,70 € /ud.",Añadir al carro
429,"Limonada Hacendado light sin gas
4 botellas x 330 ml
1,10 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/162,Limonada Hacendado light sin gas,4 botellas x 330 ml,"1,10 € /pack",Añadir al carro
430,"Aceitunas manzanilla rellenas de anchoa Hacendado
3 botes x 150 g
1,90 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla rellenas de anchoa Hacendado,3 botes x 150 g,"1,90 € /pack",Añadir al carro
431,"Aceitunas manzanilla rellenas de anchoa Hacendado
6 botes x 50 g
2,15 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla rellenas de anchoa Hacendado,6 botes x 50 g,"2,15 € /pack",Añadir al carro
432,"Aceitunas rellenas de anchoa Hacendado reducido en sal
Bote 350 g (150 g escurrido)
0,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de anchoa Hacendado reducido en sal,Bote 350 g (150 g escurrido),"0,80 € /ud.",Añadir al carro
433,"Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal
3 botes x 50 g
1,80 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla rellenas de anchoa Hacendado reducidas en sal,3 botes x 50 g,"1,80 € /pack",Añadir al carro
434,"Aceitunas rellenas de anchoa Hacendado
Bote 300 g (130 g escurrido)
1,15 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de anchoa Hacendado,Bote 300 g (130 g escurrido),"1,15 € /ud.",Añadir al carro
435,"Aceitunas rellenas de anchoa Hacendado
Bote 1,46 kg (600 g escurrido)
3,10 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de anchoa Hacendado,"Bote 1,46 kg (600 g escurrido)","3,10 € /ud.",Añadir al carro
436,"Aceitunas manzanilla Hacendado sin hueso
Tarro 835 g (400 g escurrido)
1,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla Hacendado sin hueso,Tarro 835 g (400 g escurrido),"1,70 € /ud.",Añadir al carro
437,"Aceitunas manzanilla Hacendado sin hueso
3 paquetes x 75 g
1,30 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla Hacendado sin hueso,3 paquetes x 75 g,"1,30 € /pack",Añadir al carro
438,"Aceitunas gazpacha Hacendado con hueso
Tarro 835 g (500 g escurrido)
2,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas gazpacha Hacendado con hueso,Tarro 835 g (500 g escurrido),"2,00 € /ud.",Añadir al carro
439,"Aceitunas estilo caseras Hacendado partidas aliñadas
Tarro 940 g (550 g escurrido)
2,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas estilo caseras Hacendado partidas aliñadas,Tarro 940 g (550 g escurrido),"2,45 € /ud.",Añadir al carro
440,"Aceitunas manzanilla Hacendado con hueso
Tarro 835 g (500 g escurrido)
1,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla Hacendado con hueso,Tarro 835 g (500 g escurrido),"1,60 € /ud.",Añadir al carro
441,"Aceitunas rellenas de limón Hacendado
Bote 350 g (150 g escurrido)
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de limón Hacendado,Bote 350 g (150 g escurrido),"1,30 € /ud.",Añadir al carro
442,"Aceitunas manzanilla aliñadas Hacendado sin hueso
Tarro 420 g (200 g escurrido)
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla aliñadas Hacendado sin hueso,Tarro 420 g (200 g escurrido),"1,50 € /ud.",Añadir al carro
443,"Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso
Tarro 980 g (600 g escurrido)
2,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas chupadedos Huerta de Barros partidas aliñadas con hueso,Tarro 980 g (600 g escurrido),"2,80 € /ud.",Añadir al carro
444,"Aceitunas rellenas con pepinillo Hacendado
Tarro 340 g (180 g escurrido)
1,99 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas con pepinillo Hacendado,Tarro 340 g (180 g escurrido),"1,99 € /ud.",Añadir al carro
445,"Aceitunas rellenas de jalapeño Hacendado
Bote 350 g (150 g escurrido)
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de jalapeño Hacendado,Bote 350 g (150 g escurrido),"1,35 € /ud.",Añadir al carro
446,"Aceitunas aloreña Roldán partida con hueso
Bote 1,33 kg (830 g escurrido)
3,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas aloreña Roldán partida con hueso,"Bote 1,33 kg (830 g escurrido)","3,00 € /ud.",Añadir al carro
447,"Aceitunas Campo Real Guerra con hueso
Cubo 1,4 kg (950 g escurrido)
3,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas Campo Real Guerra con hueso,"Cubo 1,4 kg (950 g escurrido)","3,30 € /ud.",Añadir al carro
448,"Aceitunas rellenas de pimiento asado Hacendado
Bote 350 g (150 g escurrido)
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de pimiento asado Hacendado,Bote 350 g (150 g escurrido),"1,00 € /ud.",Añadir al carro
449,"Aceitunas rellenas de pimiento Hacendado
3 botes x 50 g
1,60 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas rellenas de pimiento Hacendado,3 botes x 50 g,"1,60 € /pack",Añadir al carro
450,"Aceitunas manzanilla sabor anchoa Hacendado con hueso
Tarro 935 g (530 g escurrido)
2,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro 935 g (530 g escurrido),"2,60 € /ud.",Añadir al carro
451,"Aceitunas manzanilla sabor anchoa Hacendado con hueso
Tarro 430 g (250 g escurrido)
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas manzanilla sabor anchoa Hacendado con hueso,Tarro 430 g (250 g escurrido),"1,00 € /ud.",Añadir al carro
452,"Aceitunas aliñadas Hacendado sin hueso
Tarro 835 g (400 g escurrido)
2,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas aliñadas Hacendado sin hueso,Tarro 835 g (400 g escurrido),"2,60 € /ud.",Añadir al carro
453,"Aceitunas gordal Hacendado con hueso
Tarro 700 g (400 g escurrido)
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas gordal Hacendado con hueso,Tarro 700 g (400 g escurrido),"2,30 € /ud.",Añadir al carro
454,"Aceitunas con salsa mojo picón Iruela sin hueso
Tarro 485 g
3,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas con salsa mojo picón Iruela sin hueso,Tarro 485 g,"3,75 € /ud.",Añadir al carro
455,"Aceitunas negras Hacendado sin hueso
Bote 350 g (150 g escurrido)
0,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas negras Hacendado sin hueso,Bote 350 g (150 g escurrido),"0,90 € /ud.",Añadir al carro
456,"Aceitunas negras cacereñas Hacendado a rodajas
3 botes x 50 g
1,65 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas negras cacereñas Hacendado a rodajas,3 botes x 50 g,"1,65 € /pack",Añadir al carro
457,"Aceitunas negras Hacendado con hueso
Bote 350 g (185 g escurrido)
0,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas negras Hacendado con hueso,Bote 350 g (185 g escurrido),"0,80 € /ud.",Añadir al carro
458,"Aceitunas negras naturales de Aragón Hacendado
Tarro 250 g
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aceitunas negras naturales de Aragón Hacendado,Tarro 250 g,"1,80 € /ud.",Añadir al carro
459,"Banderillas picantes Hacendado
Tarro 345 g (160 g escurrido)
0,99 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Banderillas picantes Hacendado,Tarro 345 g (160 g escurrido),"0,99 € /ud.",Añadir al carro
460,"Aperitivo de encurtidos Hacendado
Tarro 670 g (365 g escurrido)
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Aperitivo de encurtidos Hacendado,Tarro 670 g (365 g escurrido),"1,30 € /ud.",Añadir al carro
461,"Banderillas gildas Hacendado pinchos de anchoa
Paquete 150 g (95 g escurrido)
2,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Banderillas gildas Hacendado pinchos de anchoa,Paquete 150 g (95 g escurrido),"2,00 € /ud.",Añadir al carro
462,"Banderillas de anchoa y boquerón Hacendado en aceite de girasol
Paquete 145 g (95 g escurrido)
1,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Banderillas de anchoa y boquerón Hacendado en aceite de girasol,Paquete 145 g (95 g escurrido),"1,90 € /ud.",Añadir al carro
463,"Cóctel Hacendado
Bote 350 g (185 g escurrido)
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Cóctel Hacendado,Bote 350 g (185 g escurrido),"1,05 € /ud.",Añadir al carro
464,"Cóctel de encurtidos Hacendado en vinagre
Tarro 670 g (380 g escurrido)
2,15 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Cóctel de encurtidos Hacendado en vinagre,Tarro 670 g (380 g escurrido),"2,15 € /ud.",Añadir al carro
465,"Pincho de salazones y encurtidos Hacendado
Paquete 175 g (85 g escurrido)
2,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pincho de salazones y encurtidos Hacendado,Paquete 175 g (85 g escurrido),"2,30 € /ud.",Añadir al carro
466,"Cóctel Hacendado
Tarro 835 g (500 g escurrido)
1,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Cóctel Hacendado,Tarro 835 g (500 g escurrido),"1,90 € /ud.",Añadir al carro
467,"Banderillas dulces Hacendado en vinagre
Tarro 345 g (160 g escurrido)
0,99 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Banderillas dulces Hacendado en vinagre,Tarro 345 g (160 g escurrido),"0,99 € /ud.",Añadir al carro
468,"Pepinillos pequeños Hacendado
Tarro 425 g (250 g escurrido)
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos pequeños Hacendado,Tarro 425 g (250 g escurrido),"1,45 € /ud.",Añadir al carro
469,"Altramuces Hacendado
Tarro 690 g (440 g escurrido)
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Altramuces Hacendado,Tarro 690 g (440 g escurrido),"1,20 € /ud.",Añadir al carro
470,"Alcaparras Hacendado en vinagre
Tarro 135 g (80 g escurrido)
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Alcaparras Hacendado en vinagre,Tarro 135 g (80 g escurrido),"0,95 € /ud.",Añadir al carro
471,"Pepinillos en vinagre Hacendado
Tarro 670 g (370 g escurrido)
1,40 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos en vinagre Hacendado,Tarro 670 g (370 g escurrido),"1,40 € /ud.",Añadir al carro
472,"Pepinillos agridulces Hacendado
Tarro 670 g (370 g escurrido)
1,35 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos agridulces Hacendado,Tarro 670 g (370 g escurrido),"1,35 € /ud.",Añadir al carro
473,"Pepinillos agridulces Hacendado
Tarro 425 g (250 g escurrido)
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos agridulces Hacendado,Tarro 425 g (250 g escurrido),"1,45 € /ud.",Añadir al carro
474,"Picadillo de variantes Hacendado
Tarro 425 g (260 g escurrido)
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Picadillo de variantes Hacendado,Tarro 425 g (260 g escurrido),"1,20 € /ud.",Añadir al carro
475,"Pepinillos laminados agridulces Hacendado
Tarro 530 g (290 g escurrido)
1,29 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos laminados agridulces Hacendado,Tarro 530 g (290 g escurrido),"1,29 € /ud.",Añadir al carro
476,"Cebollitas Hacendado
Tarro 350 g (190 g escurrido)
0,95 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Cebollitas Hacendado,Tarro 350 g (190 g escurrido),"0,95 € /ud.",Añadir al carro
477,"Pepinillos aliñados temperados Hacendado
Tarro 425 g (250 g escurrido)
1,20 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Pepinillos aliñados temperados Hacendado,Tarro 425 g (250 g escurrido),"1,20 € /ud.",Añadir al carro
478,"Ajos aliñados Hacendado
Tarro 345 g (235 g escurrido)
1,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Ajos aliñados Hacendado,Tarro 345 g (235 g escurrido),"1,50 € /ud.",Añadir al carro
479,"Cebolla grande Hacendado
Tarro 670 g (370 g escurrido)
1,30 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Cebolla grande Hacendado,Tarro 670 g (370 g escurrido),"1,30 € /ud.",Añadir al carro
480,"Alcaparrones Hacendado en vinagre
Tarro 360 g (180 g escurrido)
1,70 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Alcaparrones Hacendado en vinagre,Tarro 360 g (180 g escurrido),"1,70 € /ud.",Añadir al carro
481,"Berenjenas de Almagro Antonio aliño suave
Bote 800 g (350 g escurrido)
1,89 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Berenjenas de Almagro Antonio aliño suave,Bote 800 g (350 g escurrido),"1,89 € /ud.",Añadir al carro
482,"Jalapeños picantes Hacendado en vinagre
Tarro 135 g (60 g escurrido)
1,45 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Jalapeños picantes Hacendado en vinagre,Tarro 135 g (60 g escurrido),"1,45 € /ud.",Añadir al carro
483,"Altramuces Dorisol
3 paquetes x 95 g
1,00 € /pack
Añadir al carro",https://tienda.mercadona.es/categories/135,Altramuces Dorisol,3 paquetes x 95 g,"1,00 € /pack",Añadir al carro
484,"Mix de pepinillos y cebollitas Hacendado
Tarro 670 g (370 g escurrido)
1,25 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Mix de pepinillos y cebollitas Hacendado,Tarro 670 g (370 g escurrido),"1,25 € /ud.",Añadir al carro
485,"Guindillas picantes El Cabildo en vinagre
Tarro 320 g (120 g escurrido)
1,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Guindillas picantes El Cabildo en vinagre,Tarro 320 g (120 g escurrido),"1,00 € /ud.",Añadir al carro
486,"Piparra Hacendado
Tarro 285 g (125 g escurrido)
2,50 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/135,Piparra Hacendado,Tarro 285 g (125 g escurrido),"2,50 € /ud.",Añadir al carro
487,"Nuez natural Hacendado pelada
Paquete 200 g
2,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Nuez natural Hacendado pelada,Paquete 200 g,"2,60 € /ud.",Añadir al carro
488,"Pistacho tostado Hacendado con sal
Paquete 300 g
3,60 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Pistacho tostado Hacendado con sal,Paquete 300 g,"3,60 € /ud.",Añadir al carro
489,"Pipas girasol tostadas Hacendado gigante con sal
Paquete 200 g
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Pipas girasol tostadas Hacendado gigante con sal,Paquete 200 g,"1,05 € /ud.",Añadir al carro
490,"Pistacho tostado Hacendado 0% sal añadida
Paquete 150 g
1,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Pistacho tostado Hacendado 0% sal añadida,Paquete 150 g,"1,80 € /ud.",Añadir al carro
491,"Cacahuete frito con sal Borges pelado
Paquete 250 g
0,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Cacahuete frito con sal Borges pelado,Paquete 250 g,"0,80 € /ud.",Añadir al carro
492,"Pipas girasol tostadas Hacendado gigante aguasal
Paquete 200 g
1,05 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Pipas girasol tostadas Hacendado gigante aguasal,Paquete 200 g,"1,05 € /ud.",Añadir al carro
493,"Anacardo natural Hacendado
Paquete 150 g
2,00 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Anacardo natural Hacendado,Paquete 150 g,"2,00 € /ud.",Añadir al carro
494,"Palomitas de maíz con sal Hacendado para microondas
Paquete 3 ud. (270 g)
0,75 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Palomitas de maíz con sal Hacendado para microondas,Paquete 3 ud. (270 g),"0,75 € /ud.",Añadir al carro
495,"Anacardo frito salado Hacendado
Paquete 200 g
2,10 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Anacardo frito salado Hacendado,Paquete 200 g,"2,10 € /ud.",Añadir al carro
496,"Avellana tostada Hacendado 0% sal añadida pelada
Paquete 200 g
2,90 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Avellana tostada Hacendado 0% sal añadida pelada,Paquete 200 g,"2,90 € /ud.",Añadir al carro
497,"Almendra tostada y salada Hacendado con piel
Paquete 200 g
2,80 € /ud.
Añadir al carro",https://tienda.mercadona.es/categories/133,Almendra tostada y salada Hacendado con piel,Paquete 200 g,"2,80 € /ud.",Añadir al carro
