,producto,precio,cantidad,medida,cantidad_
937,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,5.5,1.141,kg,1.141
938,Comida humeda surtido de carne en salsa para gato adulto Purina Gourmet Gold 12x85 g,6.8,1.019,kg,1.019
939,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
940,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
941,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
942,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
943,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
944,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
945,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
946,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
947,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
948,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
949,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
950,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
951,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
952,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
953,Pienso de pollo y arroz para perro cachorros Medium Ultima 7.5 Kg.,27.25,7.507,kg,7.507
954,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
955,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
956,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
957,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
958,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
959,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
960,Ultima Nature Gato Wet Multipack Puoch Salmon y Trucha 4x85 grs,2.69,0.34,kg,0.34
961,Ultima Nature Gato Wet Multipack Pouch Pollo y Aves 4 x 85 grs,2.69,0.34,kg,0.34
962,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
963,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
964,Ultima Nature Gato Wet Multipack Atun y Pescado Blanco 4x85 grs,2.69,0.34,kg,0.34
965,Ultima Nature Gato Wet Multipack Buey y Pavo 4 x 85 grs,2.69,0.34,kg,0.34
966,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
967,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
968,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
969,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
970,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
971,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
972,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
973,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
974,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
975,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
976,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
977,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
978,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
979,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
980,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
981,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
982,Comida humeda de pollo.buey. atun y salmon para gato adulto Purina Gourmet Gold Fondant 12x85 g.,6.8,11.93,ud,11.93
983,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
984,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
985,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
986,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
987,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
988,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
989,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
990,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
991,Comida humeda seleccion de carnes para gatos esterilizados adultos Ultima Cat Wet&Delicious85x4 g.,2.69,0.34,kg,0.34
992,Comida humeda seleccion de pescados para gatos esterilizados adultos Ultima Cat Wet&Delicious 85x4 g.,2.69,0.34,kg,0.34
993,Comida humeda para gato esterilizado Ultima Cat&Delicious85x4 g.,2.69,0.34,kg,0.34
994,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
995,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
996,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
997,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
998,Leche semidesnatada Central Lechera Asturiana brik 1 l.,0.79,1.0,L,1.0
999,Leche entera Central Lechera Asturiana brik 1 l.,0.79,1.0,L,1.0
1000,Leche semidesnatada Central Lechera Asturiana brik 1 l.,0.79,1.0,L,1.0
1001,Leche entera Central Lechera Asturiana brik 1 l.,0.79,1.0,L,1.0
1002,Patata lavada Carrefour 5 Kg,2.95,5.0,kg,5.0
1003,Brocoli Carrefour 500g,0.79,0.5,kg,0.5
1004,Patata lavada Carrefour 5 Kg,2.95,5.0,kg,5.0
1005,Brocoli Carrefour 500g,0.79,0.5,kg,0.5
1006,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,11.49,3.962,L,3.962
1007,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,11.95,9.264,L,9.264
1008,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,6.24,8.0,L,8.0
1009,Cerveza Alhambra Reserva 1925 pack de 12 botellas de 33 cl.,11.49,3.962,L,3.962
1010,Cerveza Mahou Clasica pack de 28 latas de 33 cl.,11.95,9.264,L,9.264
1011,Coca Cola zero azucar zero cafeina pack 4 botellas 2 l.,6.24,8.0,L,8.0
1012,Coca Cola pack 4 botellas 2 l.,6.24,8.0,L,8.0
1013,Agua mineral Font Vella 50 cl.,0.53,0.5,L,0.5
1014,Gel de ducha Moussel 600 ml.,2.85,0.594,L,5.938
1015,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,3.25,0.075,L,0.751
1016,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,2.29,0.075,L,0.751
1017,Gel de ducha Moussel 600 ml.,2.85,0.594,L,5.938
1018,Dentifrico proteccion profesional Pro-Expert Oral-B 75 ml.,3.25,0.075,L,0.751
1019,Dentifrico blanqueador para dientes mas blancos al instante Max White Optic Colgate 75 ml.,2.29,0.075,L,0.751
1020,Dentifrico original 24h de proteccion completa Total Colgate 75 ml.,2.47,0.075,L,0.751
1021,Limpiador de bano Don Limpio 1.5 l.,2.55,1.5,L,1.5
1022,Limpiador de bano Don Limpio 1.5 l.,2.55,1.5,L,1.5
1023,Suavizante concentrado azul vital Mimosin 78 lavados.,3.55,1.0,ud,71.0
1024,Detergente en capsulas original Todo en Uno Pods Ariel 48 lavados.,11.69,1.0,ud,48.708
1025,Papel higienico seda 3 capas Foxy 18 rollos.,9.29,17.865,ud,17.865
1026,Panales Dodot Sensitive T2 (4-8 Kg) 88 ud.,19.99,86.913,ud,86.913
1027,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,5.5,1.201,kg,1.201
1028,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,5.5,1.201,kg,1.201
1029,Tarritos Buenas Noches Verdura con Pescadilla a la Crema Hero Baby 6x190 grs,5.5,1.201,kg,1.201
1030,Tarritos Buenas Noches Guisantes con Jamon Hero Baby 6x190 grs,5.5,1.201,kg,1.201
1031,Tarrito de platano. naranja. manzana y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,5.5,1.141,kg,1.141
1032,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
1033,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
1034,Comida humeda surtido de carnes para gato adulto Purina Gourmet Gold Doble Placer 12x85 g,6.8,1.019,kg,1.019
1035,Pienso para gato esterilizado Brekkies3 kg.,7.95,3.0,kg,3.0
