,producto,precio,precio_rel,link,oferta
4333,"BONTE champú rizos perfectos cabello rizado botella 400 ml
",1.65,4.13/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4334,"BONTE champú volumen total cabellos finos bote 400 ml
",1.65,4.13/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4335,BONTE crema suavizante cabello liso frasco 300 ml,1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4336,"BONTE acondicionador repara y protege cabello quebradizo bote 300 ml
 
",1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4337,BONTE acondicionador color protect cabellos teñidos botella 300 ml,1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4338,"BONTE acondicionador cuidado clásico botella 300 ml
",1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4339,"BONTE acondicionador volumen total cabello fino botella 300 ml
",1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4340,BONTE acondicionador rizos perfectos cabello rizado bote 300 ml,1.40,4.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4341,NIVEA desodorante invisible black & white spray 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4342,"LICOR DEL POLO Junior pasta dentífrica fresa 1-6 años tubo 50 ml
",1.69,33.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4343,POLIDENT tabletas limpiadoras para prótesis dental caja 30 ud,4.99,0.17/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4344,PUIG colonia lavanda botella 750 ml,3.39,4.52/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4345,GIORGI LINE gel fijador perfect fix 24 hrs extrafuerte tubo 165 ml,2.79,18.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4346,GIORGI LINE espuma fijadora rizo marcado ultra fuerte spray 210 ml,2.79,13.29/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4347,GLISS champú reparador total frasco 250 ml,2.79,11.16/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=7&disp=,0
4348,"GLISS champú reparador ultimate frasco 250 ml
",2.79,11.16/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4349,REXONA desodorante invisible on black + white spray 200 ml,3.49,17.45/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4350,OLAY crema facial de día spf 15 hidratante antiedad efecto lifting tarro 50 ml,13.60,272.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4351,OLAY Total effects 7 en 1 crema hidratante de día antiedad spf 15 caja 50 ml,19.95,399.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4352,SCHOLL Fresh step desodorante para pies spray 150 ml,5.50,36.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4353,CAREFREE protege slips plus long fresh paquete 40 ud,2.99,0.07/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4354,"PALETTE INTENSIVE CREME tinte Castaño Claro Nº 5 caja 1 ud
",4.59,4.59/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4355,PALETTE INTENSIVE CREME tinte Violín Nº 4.99 caja 1 ud,4.59,4.59/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4356,"L'OREAL MEN EXPERT crema facial vital-5 tarro 50 ml
",10.95,219.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4357,"COLOR SENSATION tinte Rubio Caramelo Nº 6.35 caja 1 ud

",3.99,3.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4358,COLOR SENSATION tinte Rubio Dorado Nº 7.3 caja 1 ud,3.99,3.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4359,"COLOR SENSATION tinte Negro Azulado Nº 2.1 caja 1 ud
",3.99,3.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4360,"BUSTAMANTE colonia muy mío frasco 100 ml
",5.65,56.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4361,"NIVEA crema facial de noche Q10 plus antiarrugas tarro 50 ml
",8.69,173.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4362,GARNIER Skinactive crema hidratante calmante bótanico tarro 50 ml,6.69,133.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4363,EVAX protege slips maxi plus caja 26 uds,2.79,0.11/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4364,GARNIER hydra adapt crema hidratante pieles mixtas a grasas tarro 50 ml,6.69,133.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4365,"BONTE pasta dentífrica blanqueadora tubo 100 ml
",0.99,9.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4366,BONTE pasta dentífrica protección total tubo 100 ml,0.99,9.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4367,BONTE pasta dentífrica extra fresh tubo 100 ml,0.99,9.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4368,BONTE pasta dentífrica encías y dientes sensibles tubo 100 ml,1.15,11.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4369,BONTE pasta dentífrica flúor tubo 100 ml,0.99,9.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4370,BONTE pasta dentífrica herbal tubo 100 ml,0.99,9.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4371,BABYSMILE pasta dentífrica infantil tubo 75 ml,1.05,14.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=8&disp=,0
4372,NIVEA body milk bajo la ducha nutritivo piel seca bote 400 ml,4.99,12.48/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4373,AXE desodorante apollo spray 150 ml,3.99,26.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4374,AXE desodorante dark temptation duplo spray 300 ml,7.49,24.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4375,AXE desodorante marine spray 150 ml,3.99,26.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4376,"COLGATE PLAX enjuague bucal triple acción botella 500ml
",3.19,6.38/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4377,PALMOLIVE jabón de manos delicate care pack 3 uds,1.69,6.26/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4378,"PALETTE INTENSIVE CREME tinte Rubio Dorado Caramelo Nº 7.5 caja 1 ud
",4.59,4.59/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4379,PALETTE INTENSIVE CREME tinte Castaño Caramelo Nº 5.6 caja 1 ud,4.59,4.59/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4380,PALETTE INTENSIVE CREME tinte Rubio muy Claro Nº 10 caja 1 ud,4.59,4.59/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4381,"FRUCTIS champú adios daños repara y fortifica bote 300 ml
",2.99,9.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4382,BONTE acondicionador familiar botella 1 lt,1.05,1.05/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4383,"BONTE cepillo dental x-action suave blister 2 unidades
",2.05,1.03/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4384,GARNIER SKIN NATURAL essencials crema hidratante tarro 50ml,5.50,110.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4385,VEET spray depilatorio piel sensible  bote 150ml,5.99,39.93/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4386,TAMPAX tampones compak regular paquete 36 ud,5.09,0.14/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4387,COLGATE pasta dentífrica max white one tubo 75 ml,2.79,37.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4388,NIVEA crema de manos aceite de oliva tubo 100ml,1.99,19.90/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4389,NIVEA Soft crema hidratante intensiva tarro 300 ml,4.79,15.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4390,CAREFREE toallitas íntimas con aloe vera bolsa 20 ud,2.89,0.14/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4391,"BONTE toallitas desmaquillantes pieles normales y mixtas envase 30 uds
",1.09,1.09/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4392,"BONTE agua oxigenada vol. 10 botella 250 ml

",0.69,2.76/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4393,COLGATE  cepillo dental 360º suave blister 1 unidad,3.39,3.39/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4394,GAL vaselina perfumada 13 ml,1.79,137.69/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4395,GRAFIC gel fijador efecto cemento tarro 300 ml,3.79,12.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=9&disp=,0
4396,LA TOJA jabón de manos hidrotermal con sales minerales pack 2 x 125 gr,1.89,7.56/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4397,HANSAPLAST apósitos elásticas para dedos caja 16 uds,2.79,0.17/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4398,NIVEA crema de manos cuidado nutritivo intensivo mini manos secas tubo 30 ml,1.50,50.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4399,NIVEA Men crema hidratante antiarrugas active age dosificador 50 ml,12.99,259.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4400,NIVEA Men active energy gel facial revitalizante caja 50 ml,9.75,195.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4401,NIVEA crema reafirmante Q10 piel seca bote 400 ml,6.49,16.23/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4402,NIVEA crema remodeladora Q10 plus para vientre muslos y gluteos tarro 300ml,8.99,29.97/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4403,NIVEA Men crema hidratante intensiva protege&cuida tarro 50 ml,7.99,159.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4404,LIPOSAN protector labial hydro care blíster 1 ud,2.99,2.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4405,NIVEA desmaquillador de ojos doble acción botella 125 ml,5.25,42.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4406,OLAY Regenerist serum 3 áreas de cuidados intensivos 50 ml,29.90,598.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4407,NIVEA Vital crema de día extra nutritivo antiarrugas piel seca tarro 50 ml,9.99,199.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4408,PANTENE Pro-v serum intensivo repara y protege cabello dañado bote 75 ml,4.99,66.53/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4409,PANTENE Pro-v laca rizos definidos spray 300 ml,3.99,13.30/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4410,GLISS aceite elixir diario con aceite de argán spray 75 ml,6.99,93.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4411,VADEMECUM pasta dentífrica encías sanas tubo 75 ml,2.39,31.87/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4412,NIVEA Leche corporal repara y cuida piel extra seca bote 400 ml,5.29,13.23/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4413,"WILKINSON Sword extra beauty 2 maquinilla desechable mujer bolsa 5 uds
",2.95,0.42/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4414,LIPOSAN lápiz labial protector solar fp 30 envase 1 ud,2.99,2.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4415,NIVEA desodorante men invisible power spray 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4416,DEMAK UP discos desmaquillantes sensitive bolsa 60 uds,1.35,1.35/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4417,DIADERMINE leche limpiadora elimina las impurezas y maquillaje botella 200ml,4.69,23.45/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4418,LIDA jabón de manos 100 % natural de glicerina pack 3 x 125 gr,3.25,8.67/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4419,GENIOL argán nutre y reestructura la fibra capilar bote 750 ml,2.35,3.13/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=10&disp=,0
4420,GENIOL champú fresa hidratante bote 750 ml,2.35,3.13/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4421,GENIOL champú manzana verde fuerza y vitalidad bote 750 ml,2.35,3.13/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4422,NIVEA Creme crema hidratante universal todo tipo de pieles lata 400 ml,5.49,13.73/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4423,KEMPHOR enjuague bucal encías botellla 500 ml,4.59,9.18/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4424,NATURAL HONEY colonia té verde bote 750 ml,3.75,5.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4425,MAGNO desodorante classic original spray 150 ml,3.25,21.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4426,PALMOLIVE NB desodorante suave frescura roll on 50 ml,1.89,37.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4427,LLONGUERAS tinte Rubio muy Claro aclarante Nº 10 caja 1 ud,5.99,5.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4428,LLONGUERAS tinte Rubio Natural Extra Claro Nº 011 caja 1 ud,5.99,5.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4429,LLONGUERAS tinte Castaño Oscuro Nº 3 caja 1 ud,5.99,5.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4430,PALMOLIVE NB desodorante tacto puro spray 200 ml,3.10,15.50/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4431,L'OREAL desmaquillante ojos y labios bote 125 ml,5.25,42.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4432,AUSONIA compresas noche super plus bolsa 10 uds,2.39,0.24/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4433,HANSAPLAST apósito para cortar universal resistente al agua caja 1m x 6cm,2.89,2.89/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4434,HANSAPLAST apósitos universal resistente al agua caja 20 uds,2.29,0.11/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4435,SANEX gel de ducha dermo protector piel normal bote 250 ml,2.55,10.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4436,CALYPSO relax esponja vegetal envase 1 ud,1.79,1.79/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4437,LACTOVIT gel de ducha nutritivo bote 600 ml,2.19,3.65/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4438,LACTOVIT leche corporal hidratante para pieles normales bote 400 ml,4.19,10.48/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4439,LACTOVIT desodorante original roll on 50 ml,1.80,36.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4440,GIORGI LINE gel fijador perfect fix 48 hrs fuerte tubo 150 ml,2.45,16.33/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4441,L'OREAL crema hidratante día pieles maduras tarro 50 ml,9.99,199.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4442,KEMPHOR pasta dentífrica fresh gel fluorado tubo 75 ml,1.89,25.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4443,GIORGI LINE espuma fijadora efecto mojado extrafuerte spray 210 ml,2.79,13.29/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=11&disp=,0
4444,DARLI esponja de baño felpa bolsa 2 uds,1.25,0.63/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4445,NIVEA MEN desodorante invisible for black & white roll on 50 ml,1.99,39.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4446,NIVEA Creme crema hidratante universal lata 75 ml,2.29,30.53/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4447,NIVEA Men sensitive crema hidratante protector caja 75 ml,7.99,106.53/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4448,HANSAPLAST apósitos curación rápida caja 8 uds,5.89,0.74/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4449,LACTOVIT leche corporal nutritiva piel normal-seca dosificador 400 ml,4.19,10.48/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4450,NIVEA Men originals protector hidratante caja 75 ml,7.99,106.53/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4451,SANEX desodorante sensitive spray 200 ml,2.99,14.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4452,KEMPHOR pasta dentífrica sensitive para dientes sensibles tubo 75 ml,2.75,36.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4453,GIORGI LINE gel fijador control total máxima fijación bote 250 ml,2.95,11.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4454,OLAY Total effects 7 en 1 crema de noche hidratante reafirmante caja 50 ml,19.95,399.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4455,OLAY Total effects 7 en 1 crema hidratante sin perfume caja 50 ml,18.95,379.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4456,GIORGI LINE gel fijador perfect fix 24 hrs extrafuerte bote 250 ml,2.95,11.80/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4457,LIDA jabón 100 % natural de aloe vera con glicerina bote 600 ml,3.99,6.65/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4458,SIGNAL cepillo dental professional medio blíster 1 ud,2.45,2.45/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4459,WILKINSON Sword hojas de afeitar classic blíster 5 uds,2.79,2.79/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4460,STUDIO LINE gel pure wet efecto mojado 24 hrs de duración tubo 150 ml,4.99,33.27/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4461,STUDIO LINE crema-fibra out of bed efecto despeinado tarro 150 ml,4.99,33.27/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4462,STUDIO LINE gel indestructible extremo 48h resistencia elástica tubo 150 ml,4.99,33.27/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4463,STUDIO LINE gel invisible extrafuerte 24 h textura deslizante tubo 150 ml,3.79,25.27/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4464,STUDIO LINE espuma rizos perfectos antihumedad spray 200 ml,4.99,24.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4465,SANEX gel de ducha dermo sensitive piel sensible bote 600 ml,3.39,5.65/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4466,SANEX gel de ducha dermo pro hydrate bote 600 ml,3.39,5.65/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4467,CASTING CREME GLOSS tinte Castaño Rojizo Nº 426 caja 1 ud,6.60,6.60/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=12&disp=,0
4468,DOVE gel de ducha en crema nutrición intensa formato viaje bote 55 ml,1.00,18.18/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4469,AUSONIA compresas extraplana normal bolsa 18 uds,1.95,0.11/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4470,EVAX Cottonlike compresa super con alas bolsa 24 uds,4.65,0.19/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4471,STUDIO LINE cera indestructible moldeadora fijación extrafuerte tarro 75 ml,4.79,63.87/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4472,PALMOLIVE NB gel de ducha en crema almendra y leche bote 650 ml,2.79,5.07/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4473,PALMOLIVE jabón de manos oliva pack 3 x 90 gr,2.35,8.70/Kg,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4474,GARNIER Pure active 3 en 1 purificante exfoliante y matificante tubo 150 ml,6.99,46.60/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4475,TRESEMMÉ protector del calor spray 300 ml,5.59,18.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4476,COLGATE Total pasta dentífrica original formato viaje pack 3 x 19 ml,3.19,55.96/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4477,COLGATE Total seda dental blíster 50 mt.,3.39,0.07/m,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4478,COLGATE PLAX enjuague bucal multiprotección botella 500ml,4.55,9.10/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4479,L'OREAL Revitalift crema de ojos antiarrugas acción intensa tarro 15 ml,10.00,666.67/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4480,LACTOVIT gel de ducha reparador lactourea 10 % bote 600 ml,2.49,4.15/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4481,LACTOVIT leche corporal reparadora lactourea bote 400 ml,4.25,10.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4482,GIORGI LINE serum alisador anti encrespamiento spray 75 ml,5.25,70.00/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4483,WILKINSON Sword recambio intuition sensitive care blíster 4 uds,10.99,2.75/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4484,EVAX Cottonlike protege slips normal caja 44 + 6 uds,2.59,0.05/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4485,WILKINSON Sword maquinilla intuition sensitive care para mujer blíster 1 ud,4.99,4.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4486,EVAX Cottonlike protege slips normal caja 108 uds,4.75,4.75/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4487,COLOR SENSATION tinte Castaño Oscuro Nº 3.0 caja 1 ud,3.99,3.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4488,COLOR SENSATION tinte Rojo Intenso Nº 6.60 caja 1 ud,3.99,3.99/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4489,GARNIER BB cream perfeccionador tono claro pieles mixtas a grasas tubo 40 ml,9.99,249.75/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4490,GARNIER BB cream matificante tono medio piel mixta a grasa tubo 40 ml,9.99,249.75/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4491,EVAX protege slips maxi plus caja 30 uds,2.85,0.10/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=13&disp=,0
4492,L'OREAL Revitalift laser X3 crema de día triple acción antiedad tarro 50 ml,16.99,113.27/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4493,SIGNAL cepillo dental infantil blíster 1 ud,3.35,3.35/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4494,COLORCREM tinte Castaño Nº 40 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4495,COLORCREM tinte Caoba Nº 56 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4496,COLORCREM tinte Rubio Oscuro Nº 60 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4497,COLORCREM tinte Castaño Claro Nº 50 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4498,COLORCREM tinte Rubio Nº 70 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4499,COLORCREM tinte Castaño Oscuro Nº 30 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4500,COLORCREM tinte Marrón Glace Claro Nº 77 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4501,COLORCREM tinte Rubio Claro Nº 80 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4502,COLORCREM tinte Rubio Dorado Nº 73 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4503,COLORCREM tinte Violín Nº 46 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4504,COLORCREM tinte Rubio Claro Dorado Nº 83 caja 1 ud,4.25,4.25/ud,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4505,VITESSE leche limpiadora tri mineral complex bote 400 ml,4.49,11.23/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4506,VITESSE tónico refrescante tri mineral complex cara y ojos bote 400 ml,4.49,11.23/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4507,SIGNAL pasta dentífrica microgranulos tubo 75 ml,1.89,25.20/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4508,HENO DE PRAVIA loción corporal nutritiva original bote 400 ml,4.25,10.63/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4509,EUDERMIN crema de manos protectora con karité y glicerina 15 % tarro 200 ml,3.99,19.95/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
4510,KERZO champú tratamiento anticaída revitalizante para hombre bote 250 ml,6.59,26.36/l,https://www.dia.es/compra-online/cuidado-personal/cf?page=14&disp=,0
