,producto,precio,precio_rel,link,oferta
1675,GALLINA BLANCA caldo casero de pollo 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1676,GALLINA BLANCA caldo de cocido 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1677,GALLINA BLANCA caldo de pescado 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1678,GALLINA BLANCA caldo casero de verduras envase 1 lt ,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1679,GALLINA BLANCA caldo de pollo bajo en sal 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1680,GALLINA BLANCA caldo de pescado 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1681,GALLINA BLANCA caldo de pollo bajo en sal 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1682,GALLINA BLANCA caldo de carne 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1683,GALLINA BLANCA caldo de cocido 100% natural envase 1 lt,1.80,1.80/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1684,ORTIZ tostaditas de arándanos bolsa 90 gr,1.79,17.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1685,DANONE ACTIMEL yogur líquido natural 0% M.G pack 12 unidades 100 gr ,5.19,4.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1686,SUSARON laxsana sabor ciruela estuche 20 bolsitas,2.59,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1687,BICENTURY galleta devoragras con yogur limón paquete 160 gr ,2.29,14.31/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1688,BICENTURY barritas sustituye de chocolate con leche caja 4 uds,3.99,31.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1689,DIA AL PUNTO lentejas con verduras lata 415 gr,0.79,1.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1690,Barra de pan chapata 400 gr ,0.60,2.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1691,DIA pan rallado con ajo y perejil bolsa 500 gr,0.79,1.58/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1692,COSTA bicarbonato bote 200 gr,1.05,5.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1693,GALLINA BLANCA caldo de pollo 100% natural envase 2 x 1 lt,3.25,1.63/l,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1694,CERRO LA COTA crema membrillo tarrina 250 gr,1.00,4.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1695,DIA caramelos masticables 5 sabores bolsa 475 gr,1.99,4.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1696,DANONE VITALINEA yogur cremoso natural edulcorado pack 4 unidades 120 gr,2.29,4.77/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1697,DIA DELICIOUS barquillos chocolate negro caja 125 gr,1.55,12.40/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1698,BOLLYCAO relleno de chocolate con leche paquete 3 uds 180 gr,2.19,12.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=37&disp=,0
1699,GULLON zero barquillos de chocolate sin azúcar paquete 180 gr,1.75,9.72/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1700,GALLINA BLANCA fideos orientales yatekomo pollo vaso 60 gr,1.15,17.42/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1701,HERO mermelada temporada fresa Hero fraco 350 g,1.89,5.40/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1702,HERO mermelada melocotón de temporada frasco 350 g,1.89,5.40/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1703,GALLINA BLANCA fideos orientales yatekomo vaso 60 gr,1.15,18.85/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1704,DIA tortitas mini de maiz y arroz sabor jamon paquete 75 gr,1.29,17.20/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1705,DIA tortitas de arroz bañadas yogur paquete 130 gr,1.59,12.23/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1706,DIA tortitas mini de maiz y arroz sabor queso paquete 75 gr,1.29,17.20/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1707,DIA tortitas de maiz con chocolate negro paquete 90 gr,1.09,12.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1708,DIA VITAL snack bañado en chocolate blanco multivitaminado caja 200 gr ,3.19,15.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1709,DIA MARCELO CARAMELO golosinas fresa brillo bolsa 250 gr,1.29,5.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1710,DIA golosinas mora bolsa 250 gr,1.29,5.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1711,DIA regaliz rueda rojo bolsa 250 gr,1.55,6.20/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1712,DIA regaliz relleno picapica bolsa 225 gr,1.15,5.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1713,DIA golosinas lagrimas bolsa 250 gr,1.05,4.20/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1714,DIA golosinas surtidas bolsa 250 gr,1.15,4.60/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1715,DIA torcidas regaliz rojo bolsa 225 gr ,1.15,5.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1716,DIA torcidas regaliz negro bolsa 225 gr ,1.15,5.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1717,DIA ICEBERG caramelos eucalipto y menta bolsa 300 gr,1.79,5.97/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1718,DIA sirope de fresa bote 295 gr,1.49,5.05/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1719,DIA sirope de chocolate botella 295 gr,1.49,5.05/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1720,DIA VEGECAMPO lenteja cocción rápida paquete 1 Kg,1.75,1.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1721,"NATREEN STEVIA edulcorante líquido frasco 125 ml
",4.39,35.12/l,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1722,CO'OK huevos frescos camperos clase M estuche 10 uds,1.99,0.20/ud,https://www.dia.es/compra-online/despensa/cf?page=38&disp=,0
1723,DIA SNACK MANIAC pipas gigantes con sal bolsa 200 gr,1.10,5.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1724,GALLO margaritas con tomate y espinacas paquete 450 gr,1.63,3.62/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1725,DIA tronquitos bolsa 225 gr,1.15,5.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1726,ESGIR Crunchy crumbs rebozado crujiente SIN GLUTEN bolsa 200 gr,1.75,8.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1727,FONTANEDA galletas digestive original paquete 700 gr,3.29,4.70/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1728,RECONDO pan tostado multicereales paquete 270 gr ,1.99,7.37/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1729,GALLO harina de trigo repostería 1 Kg,1.19,1.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1730,IDEAL leche evaporada envase 525 gr,1.81,3.45/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1731,ALPRO bebida de avena envase 1 lt,1.85,1.85/l,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1732,HEINZ ketchup light botella 550 gr,2.99,5.44/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1733,DANONE DANONINO petit suisse líquido fresa pack 4 botellas 100 ml,2.35,5.88/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1734,GULLON galleta maría SIN GLUTEN caja 400 gr,2.55,6.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1735,MAIZENA levadura de panadería caja 5 sobres de 5.5 gr,1.89,67.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1736,DANONE DANACOL yogur líquido natural pack 6 unidades 100 g,3.99,6.65/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1737,LA ASTURIANA alubia cocido sin sal frasco 400 gr,1.15,2.88/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1738,LA ASTURIANA garbanzo cocido sin sal frasco 400 gr,1.15,2.88/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1739,DANONE ACTIVIA bífidus fibras con cereales 0% pack 4 unidades 120 gr,2.49,5.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1740,DANONE ACTIVIA bífidus de frutos rojos 0% M.G pack 4 unidades 120 gr,2.49,5.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1741,DANONE ACTIVIA bífidus de piña 0% M.G pack 4 unidades 120 gr,2.49,5.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1742,DIA yogur natural al estilo griego 1 Kg,1.95,1.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1743,EL MOLINO DE DIA regañás con aceite de oliva virgen extra bolsa 150 gr ,1.35,9.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=39&disp=,0
1744,DANONE ACTIVIA bífidus natural azucarado pack 4 unidades 120 gr,2.25,4.69/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1745,DIA DELICIOUS bloc de foie gras de pato lata 200 gr,6.55,32.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1746,PRINGLES patatas fritas sabor jamón tubo 165 gr,1.49,9.03/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1747,KIKKOMAN salsa de soja botella 250 ml,3.35,13.40/l,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1748,"KELLOGGS cereales chocos caja 500 gr
",3.49,7.76/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1749,DANI orégano hoja 60 gr,2.29,35.23/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1750,PROCELI wafer chocolate SIN GLUTEN caja 130 gr,3.69,28.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1751,YBARRA espinacas frasco 425 gr,1.29,3.04/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1752,CODAN mini conchas duocao paquete 180 gr ,1.19,6.61/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1753,NESTLE GOLD mousse crujiente chocolate pack 4 unidades x 57 gr,2.25,9.87/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1754,IBERITOS crema de jamón york pack 3 x 23 gr,1.09,15.80/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1755,IBERITOS paté ibérico pack 3 x 25 gr ,1.09,15.80/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1756,NESTLE chocolate con leche para postres tableta 170 gr,1.95,11.47/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1757,ORBIT chicle grageas sabor bubblemint paquete 5 uds ,2.29,28.27/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1758,DR. OETKER aroma de vainilla caja 4 uds,2.19,273.75/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1759,DANONE ACTIVIA bífidus cremoso de lima-limon pack 4 unidades 120 gr,2.19,4.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1760,DANONE ACTIVIA bífidus cremoso de frutas silvestres 0% pack 4 unidades 100 gr,2.19,4.56/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1761,DANI pimienta negra grano frasco 45 gr,1.85,41.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1762,DANI clavo en grano frasco 30 gr,1.15,38.33/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1763,Barra de pan de horno de piedra 600 gr,1.39,2.32/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1764,HELLMANN'S mayonesa bote 430 ml,2.39,5.56/l,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1765,ROYAL huevas de islandia de lumpus y capelan tarro 50 gr,1.99,39.80/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1766,TRIDENT chicle grageas sabor hierbabuena bolsa 43 gr,1.00,23.26/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1767,BICENTURY tortita de maiz queso & albahaca paquete 123 gr,1.89,15.37/Kg,https://www.dia.es/compra-online/despensa/cf?page=40&disp=,0
1768,LU PRINCIPE Maxi Choc galletas rellenas de chocolate paquete 250 grs,1.89,7.56/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1769,BIMBO pastelito tigretón paquete 3 uds 150 gr,1.59,10.60/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1770,BIMBO pastelito pantera rosa paquete 3 uds 165 gr,1.59,9.64/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1771,ALPRO bebida de arroz envase 1 lt,1.95,1.95/l,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1772,CLESA crema bombón 0.7% M.G. pack 4 unidades 125 gr ,1.19,2.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1773,FINI golosinas sugar shuffle mix bolsa 180 gr ,1.29,7.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1774,MILKA chocolate con leche + chips ahoy tableta 100 gr,1.19,11.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1775,LA VIEJA FABRICA Diet mermelada extra de naranja amarga frasco 300 gr,2.25,7.76/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1776,DIA VEGECAMPO alubias blancas paquete 1 Kg,1.65,1.65/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1777,DONUTS glaseado estuche 2 uds 104 gr,1.39,13.37/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1778,DIA orégano frasco 15 gr ,0.55,36.67/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1779,DIA VITAL tortitas de maíz paquete 130 gr,1.09,8.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1780,VIDAL regaliz blanco relleno caja 300 gr,2.39,7.97/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1781,CAPRICHO ANDALUZ set aliño aceite de oliva y vinagre bolsa 5+5 uds ,1.75,1.75/ud,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1782,PROCELI basic mix preparado panificable SIN GLUTEN paquete 1 kg,4.09,4.09/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1783,PROCELI biscotes SIN GLUTEN caja 150 gr,3.39,22.60/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1784,GALLO pluma SIN GLUTEN paquete 450 gr,1.85,4.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1785,GALLO espagueti SIN GLUTEN paquete 450 gr,1.85,4.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1786,CASA TARRADELLAS masa hojaldre rollo 260 gr,1.44,5.54/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1787,VALOR chocolate negro 70% tableta 200 gr,2.59,12.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1788,VIVISIMA+ melatonina envase 40 cápsulas ,3.95,0.10/ud,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1789,NATUR TIERRA óleo de onagra envase 60 cápsulas,4.79,0.08/ud,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1790,BONDUELLE maíz bio pack 2 latas 140 gr ,2.39,7.97/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1791,SERPIS aceitunas rellenas de anchoa pack 4 latas 120 gr,2.65,13.25/Kg,https://www.dia.es/compra-online/despensa/cf?page=41&disp=,0
1792,AZUCARERA azúcar blanco en azucaritos caja 300 gr,1.25,4.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1793,LAVAZZA Rossa café molido natural paquete 250 gr,3.75,15.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1794,MARCILLA café gran aroma fuerte estuche 28 uds 194 gr,4.09,0.15/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1795,MARCILLA café gran aroma natural estuche 28 cápsulas,4.09,0.15/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1796,DOLCE GUSTO bonka 16 cápsulas caja 112 gr,4.47,0.28/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1797,ECOCESTA copos suaves de avena integral bio bolsa 500 gr,2.35,4.70/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1798,POMPADOUR infusión digestive plus estuche 20 bolsitas ,2.55,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1799,"TRIDENT chicle grageas sabor fresa bolsa 43 gr
",1.00,23.26/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1800,TRIDENT chicle grageas sabor menta bolsa 43 gr ,1.00,23.26/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1801,CO'OK huevos ecológicos estuche 6 uds,1.99,0.33/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1802,VALOR cacao puro en polvo bote 250 gr ,4.25,17.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1803,RECONDO pan tostado integral sin sal 30 uds paquete 270 gr,1.79,6.63/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1804,CUETARA Chocoflakes caja 520 gr,2.29,4.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1805,ORBIT chicle grageas sabor hierbabuena bote 84 gr,3.19,37.98/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1806,ORBIT chicle grageas sabor fresa bote 84 gr,3.19,37.98/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1807,ORBIT chicle grageas sabor eucalipto bote 84 gr,3.19,37.98/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1808,ORBIT chicle grageas sabor menta bote 84 gr,3.19,37.98/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1809,BORGES nuez de california con cáscara bolsa 500 gr,3.99,7.98/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1810,PANCELIAC picos artesanos SIN GLUTEN 100 gr,1.65,16.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1811,GALLINA BLANCA avecrem pollo bajo en sal  estuche 10 pastillas ,1.75,0.18/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1812,BONDUELLE guisantes extra finos frasco 465 gr,2.55,5.48/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1813,DIA VEGECAMPO alcaparras en vinagre frasco 80 gr,0.99,12.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1814,CLESA crema bombón de chocolate pack 4 unidades 125 g,1.19,2.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1815,POMPADOUR delgaxan plus estuche 20 bolsitas,2.55,0.13/ud,https://www.dia.es/compra-online/despensa/cf?page=42&disp=,0
1816,GREFUSA MisterCorn mix5 cocktail frutos secos bolsa 300 gr,2.35,7.83/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1817,ASTURIANA leche semidesnatada botella 2.2 lt,1.65,0.75/l,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1818,DIA torta de aceite de oliva paquete 180 gr,1.05,5.83/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1819,GALLO fideos SIN GLUTEN paquete 450 gr,1.85,4.11/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1820,OROWEAT pan molde 12 cereales y semillas bolsa 680 gr,2.59,4.39/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1821,HALLS caramelo sabor menta extrafuerte paquete 2 uds 64 gr,1.79,27.97/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1822,"LA ESTRELLA cafe molido descafeinado mezcla paquete 250 gr
",2.29,9.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1823,DIA VEGECAMPO corazones de alcachofas 8/12 frasco 115 gr,1.45,12.61/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1824,ANETO caldo de pollo bajo en sal envase 1 lt,3.65,3.65/l,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1825,"DOLCE GUSTO espresso intenso descafeinado 16 cápsulas caja 112 gr  
",4.25,0.27/ud,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1826,CELTA leche semidesnatada sin lactosa envase 1 lt,1.00,1.00/l,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1827,DANONE ACTIVIA bífidus natural pack 8 unidades 120 gr,3.35,3.49/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1828,DOLCE GUSTO cortado espresso macchiato 16 cápsulas caja 100 gr,4.25,0.27/ud,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1829,LINDT Lindor bombones surtidos caja 200 gr,5.49,27.45/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1830,DOLCE GUSTO café con leche 16 cápsulas caja 160 gr,4.25,0.27/ud,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1831,SOLIS tomate frito frasco 2X460,1.99,2.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1832,KNORR sopa de cebolla sobre 54 gr,0.69,12.78/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1833,HARIBO caramelos mega torcidas fresa 200 gr,1.99,9.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1834,GULLÓN galletas creme tropical caja 800 gr,2.69,3.36/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1835,DIA TEMPTATION trufas de chocolate belga caja 250 gr,1.40,5.60/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1836,ARTIACH Princesa galletitas con miel caja 125 grs,1.79,14.92/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1837,DIA VEGECAMPO banderillas picantes frasco 140 gr,1.05,7.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1838,BRILLANTE arroz integral vaso 2 x 125 gr ,1.11,4.44/Kg,https://www.dia.es/compra-online/despensa/cf?page=43&disp=,0
1839,KAIKU Caffé latte espresso vaso 230 ml,1.55,6.74/l,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1840,DIA VEGECAMPO espárragos blancos medianos extra frasco 205 gr ,1.40,6.83/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1841,UBAGO melva en aceite de girasol lata 85 gr,2.15,25.29/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1842,FERRERO ROCHER bombones caja 200 gr,4.99,24.95/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1843,CARBONELL aceite de oliva extra virgen botella 750 ml,5.39,7.19/l,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1844,FILIPINOS roscos de galleta con chocolate blanco paquete 135 gr,1.00,7.41/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1845,DIA TEMPTATION bombón licor cereza bolsa 400 gr,3.29,8.23/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1846,CREST piruleta chocolate bolsa 150 gr ,1.99,13.27/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1847,BICENTURY adelgasitel estuche 20 bolsitas,2.29,0.11/ud,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1848,KINDER Sorpresa huevo kinder 20 gr,1.29,64.50/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1849,LINDT Lindor bombones de chocolate con leche caja 200 gr,5.49,27.45/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1850,LINDT Excellence chocolate negro con naranja tableta 100 gr ,2.59,25.90/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1851,MON CHERI bombones de chocolate con cereza caja 315 gr,7.40,23.49/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1852,CARBONELL aceite  de oliva virgen extra botella 1 lt,5.95,5.95/l,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1853,KINDER Sorpresa huevos kinder caja 3 unidades x 20 gr,3.49,58.17/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1854,ANETO caldo natural de pollo envase 1.5 lt,3.65,2.43/l,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1855,NESTLE Caja roja bombones caja 400 gr,8.95,22.38/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1856,FONTANEDA galleta digestive chocolate con leche 300 gr,2.89,9.63/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1857,DOLCE GUSTO espresso intenso 16 cápsulas caja 128 gr,4.25,0.27/ud,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1858,GULLON galleta digestive muesli paquete 365 grs,1.85,5.07/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1859,DANONE ACTIVIA bífidus de fresa pack 4 unidades 120 gr,2.49,5.19/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1860,LA ESPAÑOLA aceitunas rellenas de anchoa lata 150 gr ,1.62,10.80/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1861,LA ESPAÑOLA aceitunas suaves rellenas de anchoa lata 150 gr ,1.65,11.00/Kg,https://www.dia.es/compra-online/despensa/cf?page=44&disp=,0
1862,MARCILLA café molido natural gran aroma paquete 250 gr,2.79,11.16/Kg,https://www.dia.es/compra-online/despensa/cf?page=45&disp=,0
1863,DANONE yogur original natural azucarado pack 2 unidades 135 gr,1.39,5.15/Kg,https://www.dia.es/compra-online/despensa/cf?page=45&disp=,0
1864,KAIKU Caffé latte cappuccino vaso 230 ml,1.55,6.74/l,https://www.dia.es/compra-online/despensa/cf?page=45&disp=,0
1865,LINDT Lindor bombón chocolate negro unidad (peso aprox 15 gr),0.49,32.99/Kg,https://www.dia.es/compra-online/despensa/cf?page=45&disp=,0
