,producto,precio,cantidad,medida,cantidad_,categoria,supermercado
1826,CELTA Leche semidesnatada sin Lactosa envase 1 Lt,1.0,1.0,L,1.0,leche semidesnatada,dia
1830,DOLCE GUSTO cafe con Leche 16 capsuLas caja 160 gr,4.25,15.741,ud,15.741,cafe en capsulas,dia
1831,SOLIS tomate frito frasco 2X460,1.99,0.921,kg,0.921,tomate frito,dia
1832,KNORR sopa de ceboLLa sobre 54 gr,0.69,0.054,kg,0.054,cebolla,dia
1833,HARIBO carameLos mega torcidas fresa 200 gr,1.99,0.2,kg,0.2,caramelos,dia
1835,DIA TEMPTATION trufas de chocoLate beLga caja 250 gr,1.4,0.25,kg,0.25,trufas,dia
1837,DIA VEGECAMPO banderiLLas picantes frasco 140 gr,1.05,0.14,kg,0.14,banderillas,dia
1838,BRILLANTE arroz integraL vaso 2 x 125 gr ,1.11,0.25,kg,0.25,arroz,dia
1843,CARBONELL aceite de oLiva extra virgen boteLLa 750 mL,5.39,0.75,L,0.75,aceite de oliva,dia
1845,DIA TEMPTATION bombon Licor cereza boLsa 400 gr,3.29,0.4,kg,0.4,licor,dia
1848,KINDER Sorpresa huevo kinder 20 gr,1.29,0.02,kg,0.02,chocolatinas,dia
1850,LINDT ExceLLence chocoLate negro con naranja tabLeta 100 gr ,2.59,0.1,kg,0.1,chocolate negro,dia
1853,KINDER Sorpresa huevos kinder caja 3 unidades x 20 gr,3.49,0.06,kg,0.06,chocolatinas,dia
1856,FONTANEDA gaLLeta digestive chocoLate con Leche 300 gr,2.89,0.3,kg,0.3,chocolate con leche,dia
1860,LA ESPAÃÂÃÂOLA aceitunas reLLenas de anchoa Lata 150 gr ,1.62,0.15,kg,0.15,aceitunas,dia
1861,LA ESPAÃÂÃÂOLA aceitunas suaves reLLenas de anchoa Lata 150 gr ,1.65,0.15,kg,0.15,aceitunas,dia
1862,MARCILLA cafe moLido naturaL gran aroma paquete 250 gr,2.79,0.25,kg,0.25,cafe,dia
1863,DANONE yogur originaL naturaL azucarado pack 2 unidades 135 gr,1.39,0.27,kg,0.27,yogur natural,dia
1865,LINDT Lindor bombon chocoLate negro unidad (peso aprox 15 gr),0.49,0.015,kg,0.015,chocolate negro,dia
1866,LINDT Lindor bombon chocoLate con Leche unidad (peso aprox 15 gr),0.49,0.015,kg,0.015,chocolate con leche,dia
1868,ASTURIANA Leche semidesnatada sin Lactosa envase 1 Lt ,0.97,1.0,L,1.0,leche semidesnatada,dia
1872,CASA TARRADELLAS masa fina para pizza roLLo 260 gr,1.44,0.26,kg,0.26,pizza,dia
1873,RESPIRAL carameLos eucaLipto mentoL boLsa 150 gr ,1.39,0.15,kg,0.15,caramelos,dia
1874,TRIDENT chicLe Laminas sabor hierbabuena paquete 5 uds,1.89,0.08,kg,0.08,chicles,dia
1876,HORNIMANS infusion manzaniLLa con anis estuche 25 boLsitas,2.09,26.125,ud,26.125,anis,dia
1880,DULCIORA goLosinas gummy jeLLy boLsa 100 gr,1.79,0.1,kg,0.1,golosinas,dia
1881,TOBLERONE chocoLate con Leche pack 3 unidades 50 gr ,2.39,0.15,kg,0.15,chocolate con leche,dia
1884,MARCILLA cafe moLido creme express naturaL paquete 250 gr ,3.75,0.25,kg,0.25,cafe,dia
1886,LA ESPAÃÂÃÂOLA aceitunas verdes reLLenas de anchoas pack 3 Latas 150 gr ,2.49,0.15,kg,0.15,aceitunas,dia
1887,NOCILLA crema de cacao originaL vaso 360 gr ,3.09,0.36,kg,0.36,crema de cacao,dia
1889,MILKA chocoLate con Leche tabLeta 125 gr ,1.15,0.125,kg,0.125,chocolate con leche,dia
1890,EKO mezcLa de cereaLes ecoLogico frasco 150 gr,2.59,0.15,kg,0.15,cereales,dia
1893,NUTELLA crema de cacao con aveLLanas vaso 200 gr,2.29,0.2,kg,0.2,crema de cacao,dia
1894,LINDT Lindor chocoLate negro 60% tabLeta 100 gr,2.19,0.1,kg,0.1,chocolate negro,dia
1896,GALLINA BLANCA sopa de poLLo con fideos finos bajo en saL sobre 68 gr,0.57,0.068,kg,0.068,sal,dia
1897,TIC TAC carameLo de fresa mix envase 18 gr,1.0,0.018,kg,0.018,caramelos,dia
1898,MARCILLA cafe moLido mezcLa gran aroma paquete 250 gr,2.79,0.25,kg,0.25,cafe,dia
1899,NOCILLA Duo crema de cacao vaso 360 gr ,3.09,0.36,kg,0.36,crema de cacao,dia
1901,ALPRO Leche de aLmendras envase 1 Lt ,1.95,1.0,L,1.0,almendras,dia
1903,LA ASTURIANA garbanzos cocidos frasco 210 mL,0.79,0.295,kg,0.295,garbanzo,dia
1904,FRIT RAVICH cocktaiL frutos secos top5 boLsa 170 gr,2.05,0.17,kg,0.17,frutos secos,dia
1908,LAVAZZA cafe moLido crema e gusto paquete 250 gr ,2.75,0.25,kg,0.25,cafe,dia
1911,CALVO sardiniLLas en aceite de oLiva baja en saL Lata 60 g,1.35,0.06,kg,0.06,sal,dia
1913,DIA FIDIAS yogur aL estiLo griego mora y frambuesa pack 4 unidades 125 gr,1.29,0.5,kg,0.5,yogur griego,dia
1916,FINI boLsa de goLosinas happy party 250 gr,2.29,0.25,kg,0.25,golosinas,dia
1919,DIA VEGECAMPO judias verdes redondas frasco 360 gr,0.95,0.36,kg,0.36,judias verdes congeladas,dia
1922,DIA AL PUNTO ensaLada miLanesa de atun Lata 150 gr,0.97,0.15,kg,0.15,ensalada,dia
1923,DIA AL PUNTO ensaLada mediterranea de atun Lata 150 gr,0.97,0.15,kg,0.15,ensalada,dia
1926,TOSFRIT kaskys de maiz frito boLsa 120 gr,0.97,0.12,kg,0.12,maiz frito (quicos),dia
1927,ISABEL atun en aceite de girasoL Lata 650 gr,7.39,0.65,kg,0.65,lata atun al aceite,dia
1930,KIT KAT chocoLatina chocoLate bLanco 41.5 gr,1.09,0.042,kg,0.042,chocolatinas,dia
1934,DANONE ACTIVIA bifidus cremoso de mango 0% M.G pack 4 unidades 120 gr,2.19,0.48,kg,0.48,mango,dia
1935,CALVO atun en aceite de oLiva pack 3 Latas de 52 gr,3.29,0.156,kg,0.156,lata atun al aceite,dia
1937,LA FALLERA arroz bomba paquete 1 kg,3.75,1.0,kg,1.0,arroz,dia
1945,"DANONE mousse yogur naturaL azucarado pack 4 unidades 65 g
",2.25,0.26,kg,0.26,yogur natural,dia
1946,BORGES cocktaiL naturaL de frutos secos boLsa 130 gr,2.95,0.13,kg,0.13,frutos secos,dia
1947,KELLOGGS cereaLes speciaL k con chocoLate negro caja 375 gr,2.49,0.375,kg,0.375,chocolate negro,dia
1948,EL MOLINO DE DIA pan de hamburguesa maxi 4 unidades boLsa 300 gr,0.79,0.3,kg,0.3,pan,dia
1949,GALLINA BLANCA sopa de cocido con fideos sobre 72 gr,0.57,0.072,kg,0.072,fideos,dia
1950,"NESTLE chocoLate con Leche extrafino tabLeta pack 3 x 125 gr
",2.69,0.375,kg,0.375,chocolate con leche,dia
1952,ASTURIANA mantequiLLa con saL barqueta 250 gr ,2.39,0.25,kg,0.25,sal,dia
1954,ALIÃÂÃÂA TU DIA crema de vinagre de modena con frambuesa boteLLa 250 mL,2.05,0.25,L,0.25,frambuesas,dia
1960,"NESTLE cereaLes corn fLakes SIN GLUTEN caja 375 gr
",2.69,0.375,kg,0.375,cereales,dia
1961,DIA VITAL infusion buenas noches estuche 25 boLsitas,1.25,25.0,ud,25.0,infusiones otras,dia
1962,DIA VITAL infusion digestiva estuche 25 boLsitas,1.25,25.0,ud,25.0,infusiones otras,dia
1963,"RISI paLomitas sabor ketchup y mostaza boLsa 90 gr
",1.07,0.09,kg,0.09,ketchup,dia
1966,DIA CAPRICHOSO tarta de chocoLate bLanco pack 2 unidades 70 gr,1.39,0.14,kg,0.14,tarta,dia
1967,DIA VITAL infusion Linea estuche 25 boLsitas,1.25,25.0,ud,25.0,infusiones otras,dia
1969,DIA manzaniLLa con anis estuche 40 boLsitas,1.25,1.0,ud,1.0,anis,dia
1970,BONDUELLE judias verdes troceadas frasco 360 gr,2.49,0.36,kg,0.36,judias verdes congeladas,dia
1975,SAL DIA escamas de saL marina frasco 125 gr,2.29,0.125,kg,0.125,sal,dia
1976,DIA DELICIOUS mermeLada de cirueLa y kiwi extra 60% fruta frasco 320 gr ,1.59,0.32,kg,0.32,mermelada,dia
1977,DIA DELICIOUS mermeLada de higo extra 60% fruta frasco 320 gr ,1.59,0.32,kg,0.32,mermelada,dia
1978,"DIA DELICIOUS surtido de confitados pimiento piquiLLo/ceboLLa pack 2x170 gr

",2.49,0.34,kg,0.34,pimientos de piquillo,dia
1982,KINDER Bueno mini chocoLate boLsa 108 gr,2.29,0.108,kg,0.108,chocolatinas,dia
1983,Pan candeaL grande 500 gr,1.4,0.5,kg,0.5,pan,dia
1987,DANI perejiL hoja frasco 60 gr,3.05,0.065,kg,0.065,perejil,dia
1988,SKITTLES carameLos sabor fruta boLsa 174 gr,2.19,0.174,kg,0.174,caramelos,dia
1989,SKITTLES carameLos acidos crazy sours boLsa 174 gr,2.19,0.174,kg,0.174,caramelos,dia
1991,DR. SCHAR barritas de chocoLate SIN GLUTEN paquete 105 gr,3.05,0.105,kg,0.105,chocolatinas,dia
1992,REINA tarta de gaLLeta de cacao y nata pack 2 unidades 70 gr,1.59,0.14,kg,0.14,tarta,dia
1993,GALLINA BLANCA fideos orientaLes yakisoba poLLo vaso 93 gr,1.59,0.093,kg,0.093,fideos,dia
1994,GALLINA BLANCA fideos orientaLes yakisoba vaso 93 gr,1.59,0.093,kg,0.093,fideos,dia
1995,TRIDENT chicLe 60 minutos sabor hierbabuena bote 80 gr,3.09,0.072,kg,0.072,chicles,dia
1996,TRIDENT chicLe 60 minutos sabor peppermint bote 80 gr,3.09,0.072,kg,0.072,chicles,dia
1998,KOIPE Fritos aceite de girasoL boteLLa 1 Lt ,2.09,1.0,L,1.0,aceite de girasol,dia
1999,DANI aLbahaca hojas frasco 15 gr,0.95,0.015,kg,0.015,albahaca,dia
2000,DANI nuez moscada grano frasco 20 gr,1.85,0.02,kg,0.02,nuez moscada,dia
2001,DIAMIR pimientos rojos pack 3 Latas de 60 gr,1.39,0.18,kg,0.18,pimientos rojos,dia
2003,DIA MARI MARINERA mejiLLones en saLsa vieira 14/18 piezas Lata 69 gr,1.19,0.069,kg,0.069,salsa,dia
2006,DIAÃÂÃÂ chocoLate con Leche y aLmendras enteras tabLeta 200 gr,1.59,0.2,kg,0.2,chocolate con leche,dia
2007,"DIA noodLes sabor gamba boLsa boLsa 85 gr
",0.59,0.085,kg,0.085,pasta oriental,dia
2008,DANONE DENSIA yogur naturaL 0% M.G. eduLcorado pack 4 unidades 120 gr ,1.95,0.48,kg,0.48,yogur natural,dia
2009,DR. SCHAR pan raLLado SIN GLUTEN boLsa 300 gr,2.05,0.3,kg,0.3,pan,dia
2010,REINA yogur naturaL con trozos de fiLipinos bLanco pack 2 unidades 143 gr,1.39,0.286,kg,0.286,yogur natural,dia
2012,LA VIEJA FABRICA mermeLada de arandanos frasco 285 gr ,2.29,0.285,kg,0.285,mermelada,dia
2014,MILKA chocoLate con Leche y aLmendras tabLeta 125 gr ,1.89,0.125,kg,0.125,chocolate con leche,dia
2016,CARRETILLA pimientos deL piquiLLo enteros frasco 260 gr,1.85,0.26,kg,0.26,pimientos de piquillo,dia
2017,ORBIT chicLe grageas sabor bubbLemint bote 84 gr,3.19,0.084,kg,0.084,chicles,dia
2019,"MARCILLA cafe moLido descafeinado mezcLa paquete 200 gr
",3.39,0.2,kg,0.2,cafe descafeinado,dia
2020,MARCILLA cafe moLido descafeinado naturaL gran aroma paquete 200 gr,3.39,0.2,kg,0.2,cafe descafeinado,dia
2021,NOCILLA originaL crema de cacao tarro 620 gr,4.6,0.62,kg,0.62,crema de cacao,dia
2022,NOCILLA Duo crema de cacao tarro 620 gr,4.6,0.62,kg,0.62,crema de cacao,dia
2025,DIA BÃÂÃÂFIDUS cremoso con mango pack 4 unidades 125 gr,0.99,0.5,kg,0.5,mango,dia
2027,OATIBIX cereaLes de avena suave boLsa 500 gr ,1.49,0.5,kg,0.5,cereales,dia
2034,DANONE ACTIVIA bifidus fibras con cereaLes pack 4 unidades 120 gr,2.45,0.48,kg,0.48,cereales,dia
2039,HUESITOS barrita choco bLanco p10 200 gr,2.05,0.2,kg,0.2,chocolatinas,dia
2040,VIDAL goLosinas mega acidas mix tarrina 200 gr ,1.89,0.2,kg,0.2,golosinas,dia
2041,VIDAL goLosinas mega jeLLy mix tarrina 200 gr ,1.89,0.2,kg,0.2,golosinas,dia
2042,DIA cafe expresso asia 10 capsuLas caja 53 gr ,1.89,9.947,ud,9.947,cafe en capsulas,dia
2043,DIA cafe expresso fortissimo 10 capsuLas caja 53 gr ,1.89,9.947,ud,9.947,cafe en capsulas,dia
2046,BICENTURY tortita con chocoLate negro naranja y fLor de azahar 132 gr ,2.09,0.132,kg,0.132,naranjas,dia
2050,POMPADOUR infusion coLa de cabaLLo estuche 20 boLsitas,2.55,19.615,ud,19.615,cola de caballo,dia
2051,NESTLE chocoLate con Leche y aveLLanas tabLeta 123 gr ,1.69,0.123,kg,0.123,chocolate con leche,dia
2053,Yang-Tse saLsa agriduLce frasco 200 gr ,1.75,0.2,kg,0.2,agridulce,dia
2054,WERTHER`S OriginaL carameLos de nata stick 50 gr,1.15,0.05,kg,0.05,caramelos,dia
2056,DIA maiz pequeno frito sabor barbacoa boLsa 140 gr  ,0.85,0.14,kg,0.14,maiz frito (quicos),dia
2059,SOLIS tomate frito estiLo casero Lata  pack 3x100 gr ,1.59,0.3,kg,0.3,tomate frito,dia
2060,DIA cereaLes reLLenos de chocoLate y aveLLana caja 500 gr,1.8,0.5,kg,0.5,avellanas,dia
2061,DANONE DANONINO petit suisse fresa y pLatano pack 6 unidades 50 gr,1.25,0.3,kg,0.3,platano,dia
2062,KELLOGGS cereaLes aLL bran pLus  caja 375 gr ,3.09,0.375,kg,0.375,cereales,dia
2064,KELLOGGS cereaLes extra chocoLate caja 375 gr,3.49,0.375,kg,0.375,cereales,dia
2066,ARTIACH Dinosaurus gaLLetas de cereaLes con chocoLate y Leche caja 340 gr ,2.99,0.34,kg,0.34,cereales,dia
2069,CARBONELL aceite de oLiva intenso 1ÃÂÃÂº boteLLa 1 Lt,5.09,1.0,L,1.0,aceite de oliva,dia
2070,LITORAL garbanzos con espinacas Lata 425 gr,1.79,0.425,kg,0.425,garbanzo,dia
2071,SAIMAZA cafe moLido naturaL descafeinado paquete 250 gr ,2.79,0.25,kg,0.25,cafe descafeinado,dia
2072,HORNIMANS infusion manzaniLLa con mieL estuche 25 boLsitas ,2.09,26.125,ud,26.125,manzanilla,dia
2073,ROYAL geLatina neutra caja 2 sobres 20 gr ,1.89,0.02,kg,0.02,gel de ducha,dia
2074,HUESITOS barrita chocoLate pack 10 uds ,2.09,0.2,kg,0.2,chocolatinas,dia
2076,BORGES vinagre de vino tinto boteLLa 1 Lt ,1.05,1.0,L,1.0,vinagre,dia
2077,NUTELLA crema de cacao con aveLLanas tarro 350 gr,2.95,0.35,kg,0.35,crema de cacao,dia
2078,DIA MARI MARINERA sardinas en saLsa de tomate pack 2 Latas de 88 gr ,1.15,0.17,kg,0.17,salsa,dia
2079,DIA chocoLate con Leche y aveLLanas enteras tabLeta 200 gr ,1.9,0.2,kg,0.2,chocolate con leche,dia
2084,DIA cafe soLubLe crema frasco 100 gr ,2.05,0.1,kg,0.1,cafe,dia
2086,RECONDO hogaza de pan nueve cereaLes paquete 240 gr ,1.79,0.24,kg,0.24,pan,dia
2088,DIA boLLo con crema de cacao boLsa 240 gr ,1.35,0.24,kg,0.24,crema de cacao,dia
2090,MARTIKO pate de pato superior 75 gr ,1.75,0.075,kg,0.075,pate,dia
2093,ALMOND BREEZE Leche de aLmendras zero envase 1 Lt,1.82,1.0,L,1.0,almendras,dia
2094,DIA VEGECAMPO garbanzo pedrosiLLano paquete 1 kg ,2.05,1.0,kg,1.0,garbanzo,dia
2097,DIA patatas fritas paja boLsa 100 gr ,0.79,0.1,kg,0.1,patatas fritas apetiritivo,dia
2098,DIA VITAL pan tostado bajo en saL sin azucares anadidos paquete 270 gr ,0.89,0.27,kg,0.27,sal,dia
2100,EL MOLINO DE DIA pan de moLde integraL 15 cereaLes y semiLLas boLsa 675 gr,1.49,0.674,kg,0.674,semillas,dia
2101,DIA VEGECAMPO ceboLLitas en vinagre frasco 180 gr ,0.99,0.18,kg,0.18,cebollitas en vinagre,dia
2103,DIA barritas de chocoLate con Leche y aveLLanas paquete 110 gr ,1.29,0.11,kg,0.11,chocolatinas,dia
2104,DIA SELECCIÃÂÃÂN MUNDIAL arroz basmati paquete 1 kg,2.15,1.0,kg,1.0,arroz,dia
2105,DIA MARI MARINERA sardiniLLas en aceite picante pack 2 Latas de 62 gr,1.27,0.124,kg,0.124,lata sardinillas en aceite,dia
2106,DIA MARI MARINERA sardiniLLas en aceite de oLiva pack 2 Latas de 62 gr ,1.29,0.124,kg,0.124,lata sardinillas en aceite,dia
2107,Barra de pan parisienne 300 gr,0.65,0.3,kg,0.3,pan,dia
2108,Barra de pan 8 cereaLes 210 gr,0.75,0.21,kg,0.21,pan,dia
2110,AZUCARERA azucar gLase seda bote 500 gr ,2.45,0.5,kg,0.5,azucar,dia
2111,DIA guisantes con zanahorias pack 3 Latas 130 gr ,2.19,0.39,kg,0.39,guisantes congelados,dia
2113,HALLS carameLo sabor sandia paquete 2 uds 64 gr,1.79,0.064,kg,0.064,caramelos,dia
2117,VALOR chocoLate negro intenso 82% tabLeta 170 gr ,2.39,0.17,kg,0.17,chocolate negro,dia
2118,BARILLA saLsa pesto aLLa genovese frasco 190 gr,2.69,0.19,kg,0.19,salsa pesto,dia
2119,DIA comino moLido frasco 45 gr ,0.59,0.045,kg,0.045,comino,dia
2120,DIA caneLa en rama frasco 15 gr ,1.15,0.015,kg,0.015,canela,dia
2121,DIA pimenton ahumado picante Lata 75 gr ,1.09,0.075,kg,0.075,pimenton picante,dia
2122,DIA pimenton ahumado duLce Lata 75 gr ,1.09,0.075,kg,0.075,pimenton dulce,dia
2124,MARCILLA cafe moLido mezcLa gran aroma paquete 500 gr,5.29,0.5,kg,0.5,cafe,dia
2126,DANONE ACTIVIA bifidus cremoso cocktaiL de frutas 0% M.G pack 4 uds 125 gr ,2.19,0.48,kg,0.48,mix aperitivo,dia
2131,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0,sal,dia
2132,DIA saLsa 4 quesos boLsa 140 gr ,1.25,0.14,kg,0.14,salsa de queso,dia
2134,CARMENCITA paeLLero sazonador para paeLLa con azafran caja 5 sobres ,2.15,2.15,kg,2.15,sazonador,dia
2136,HELIOS Diet mermeLada extra de meLocoton frasco 280 gr,1.69,0.28,kg,0.28,mermelada,dia
2137,BARILLA pasta penne rigate caja 500 gr ,1.55,0.5,kg,0.5,macarrones,dia
2139,FORTALEZA cafe moLido naturaL paquete 250 gr ,3.09,0.25,kg,0.25,cafe,dia
2142,HELIOS mermeLada de aLbaricoque extra frasco 340 gr ,1.65,0.34,kg,0.34,mermelada,dia
2147,AZUCARERA azucar moreno de cana en sobres caja 400 gr ,1.75,0.4,kg,0.4,azucar moreno,dia
2154,DANONE yogur originaL naturaL pack 2 unidades 135 gr ,1.39,0.27,kg,0.27,yogur natural,dia
2156,FORTALEZA cafe moLido mezcLa paquete 250 gr ,2.69,0.25,kg,0.25,cafe,dia
2158,DANI curcuma moLida frasco 45 gr ,0.99,0.045,kg,0.045,curcuma,dia
2159,FINI goLosinas seLection mix boLsa 150 gr,1.69,0.15,kg,0.15,golosinas,dia
2160,EL PAVO pLacas para caneLones caja 18 uds 125 gr,1.49,0.125,kg,0.125,pechuga de pavo,dia
2162,DIA saLsa de soja bote 200 mL ,1.19,0.2,L,0.2,salsa soja,dia
2165,DIA mayonesa bocaabajo bote 500 mL,1.29,0.5,L,0.5,mayonesa,dia
2166,DIA VEGECAMPO tomate triturado con ceboLLa Lata 380 gr ,0.69,0.379,kg,0.379,tomate,dia
2168,"DIA bifidus de cirueLa. fresa. kiwi y pina 0% M.G pack 8 unidades 125 gr 
",1.89,1.0,kg,1.0,pina,dia
2173,DIA DELICIOUS mermeLada extra de frutas deL bosque frasco 320 gr,1.65,0.32,kg,0.32,mermelada,dia
2174,DIA DELICIOUS mermeLada extra de frambuesa frasco 320 gr,1.85,0.32,kg,0.32,mermelada,dia
2175,DIA DELICIOUS mermeLada de frutas siLvestres frasco 320 gr ,1.65,0.32,kg,0.32,mermelada,dia
2176,DIA DELICIOUS mermeLada extra de arandanos frasco 320 gr ,1.65,0.32,kg,0.32,mermelada,dia
2181,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0,sal,dia
2182,DIA DELICIOUS mermeLada de naranja amarga frasco 320 gr ,1.09,0.31,kg,0.31,mermelada,dia
2183,DIA DELICIOUS mermeLada extra de tomate frasco 320 gr ,1.39,0.32,kg,0.32,mermelada,dia
2186,VALOR chocoLate con Leche tabLeta 300 gr ,2.59,0.3,kg,0.3,chocolate con leche,dia
2189,CARMENCITA caneLa en rama stick 5 gr,0.76,0.76,kg,0.76,canela,dia
2190,CARMENCITA hojas de LaureL boLsa 8 gr,1.15,1.15,kg,1.15,laurel,dia
2191,CARMENCITA ajo en poLvo frasco 60 gr,1.99,0.06,kg,0.06,ajo en polvo,dia
2192,CARMENCITA aLbahaca frasco 16 gr ,1.49,0.016,kg,0.016,albahaca,dia
2193,CARMENCITA caneLa moLida frasco 40 gr ,1.55,0.04,kg,0.04,canela,dia
2195,CARMENCITA coLorante aLimentario frasco 62 gr ,1.49,0.06,kg,0.06,colorante alimentario,dia
2197,CARMENCITA nuez moscada moLida frasco 50 gr ,2.19,2.19,kg,2.19,nuez moscada,dia
2198,CARMENCITA oregano frasco 7 gr ,1.49,1.49,kg,1.49,oregano,dia
2199,CARMENCITA perejiL frasco 12 gr ,1.49,1.49,kg,1.49,perejil,dia
2200,SALSAS ARGENTINAS saLsa chimichurri bote 290 gr,2.65,0.29,kg,0.29,salsa chimichurri,dia
2201,SALSAS ASTURIANAS saLsa picante bote 106 gr,1.75,0.106,kg,0.106,salsa,dia
2203,CORONAS DE LABARRA pimiento de piquiLLo en tiras frasco 220 gr ,1.45,0.22,kg,0.22,pimientos de piquillo,dia
2206,GUTARRA judias verdes cortadas en tiras frasco 350 gr ,2.39,0.35,kg,0.35,judias verdes congeladas,dia
2207,VALOR chocoLate negro 70% mousse de naranja tabLeta 150 gr ,2.05,0.15,kg,0.15,naranjas,dia
2208,GAROFALO pasta tagLiateLLe nido paquete 500 gr ,2.89,0.5,kg,0.5,espaguetis,dia
2209,MILKA chocoLate con Leche y aveLLanas tabLeta 100 gr,1.19,0.1,kg,0.1,chocolate con leche,dia
2213,HELLMANN'S ketchup bote 430 mL,1.75,0.486,kg,0.486,ketchup,dia
2214,MAILLE mostaza frasco 210 gr ,2.59,0.21,kg,0.21,mostaza,dia
2219,AZUCARERA azucar moreno integraL en terrones caja 500 gr ,1.55,0.5,kg,0.5,azucar moreno,dia
2220,ALBO atun cLaro en aceite de oLiva Lata 67 gr ,1.95,0.067,kg,0.067,lata atun al aceite,dia
2223,GALLO torteLLoni de queso bandeja 200 gr,1.37,0.2,kg,0.2,queso,dia
2226,LUENGO aLubias con verduras cocidas frasco 400 gr ,1.39,0.401,kg,0.401,alubias,dia
2227,LUENGO garbanzos con verduras cocidas frasco 400 gr ,1.39,0.401,kg,0.401,garbanzo,dia
2228,VALOR chocoLate negro 70%  con aLmendras tabLeta 250 gr ,4.09,0.25,kg,0.25,chocolate negro,dia
2234,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0,sal,dia
2235,POMPADOUR te verde con jengibre y naranja estuche 20 boLsitas ,2.39,19.917,ud,19.917,naranjas,dia
2236,YBARRA menestra de verduras frasco 400 gr ,2.39,0.4,kg,0.4,menestra congelada,dia
2238,DIA eduLcorante Liquido bote 200 mL,1.25,0.2,L,0.2,edulcorante,dia
2240,FINI goLosinas beans boLsa 180 gr ,1.59,0.18,kg,0.18,golosinas,dia
2242,Barra de pan sesamo y Lino 265 gr,0.95,0.265,kg,0.265,pan,dia
2244,POMPADOUR infusion jengibre con Limon estuche 20 boLsitas ,2.35,19.583,ud,19.583,infusiones otras,dia
2246,BLANCO roLLos de naranja boLsa 420 gr,2.79,0.42,kg,0.42,naranjas,dia
2247,BLANCO pastas artesanas de aLmendras 400 gr ,2.19,0.4,kg,0.4,almendras,dia
2249,HELIOS Diet mermeLada extra de fresa frasco 280 gr ,1.69,0.28,kg,0.28,mermelada,dia
2252,CARBONELL aceite de oLiva virgen extra spray  200 mL,2.75,0.2,L,0.2,aceite de oliva virgen extra,dia
2253,NESTLE chocoLate negro 70% extrafino tabLeta 120 gr,1.79,0.12,kg,0.12,chocolate negro,dia
2256,VIVISIMA+ cafe verde + zinc y coLina caja 40 capsuLas,3.79,42.111,ud,42.111,cafe en capsulas,dia
2257,KELLOGGS cereaLes speciaL k chocoLate con Leche caja 375 gr,2.79,0.375,kg,0.375,chocolate con leche,dia
2258,DIA VEGECAMPO pimientos deL piquiLLo enteros aL naturaL frasco 260 gr,1.25,0.26,kg,0.26,pimientos de piquillo,dia
2259,HELLMANN'S gran mayonesa frasco 225 mL,1.35,0.225,L,0.225,mayonesa,dia
2262,KINDER Sorpresa maxi huevo kinder 100 gr ,4.99,0.1,kg,0.1,chocolatinas,dia
2264,CHOVI saLsa aLi oLi estiLo casero tarrina 180 mL,1.15,0.18,kg,0.18,salsa,dia
2266,NESCAFE GoLd cafe cappuccino bote 250 gr,3.69,0.25,kg,0.25,cafe,dia
2270,ORLANDO tomate frito pack 3 unidades 212 gr ,1.29,0.635,kg,0.635,tomate frito,dia
2271,PASCUAL Leche entera sin Lactosa envase 1 Lt,1.17,1.0,L,1.0,leche entera,dia
2273,NATREEN cLassic eduLcorante dosificador 400 comprimidos,3.75,1.0,ud,1.0,edulcorante,dia
2276,COVAP Leche semidesnatada de cabra envase 1 Lt ,1.63,1.0,L,1.0,leche semidesnatada,dia
2278,LA VIEJA FABRICA mermeLada de frutos deL bosque frasco 350 gr,2.29,0.35,kg,0.35,mermelada,dia
2286,GALLINA BLANCA caLdo de poLLo bajo en saL 100% naturaL envase 1 Lt,1.8,1.0,L,1.0,sal,dia
2287,MONTEY sardinas con tomate Lata 90 gr ,0.75,0.09,kg,0.09,tomate,dia
2293,DANONE OIKOS yogur griego con manzana y caneLa pack 2 unidades 115 gr,1.55,0.22,kg,0.22,yogur griego,dia
2294,KIT KAT chocoLatina 45 gr,1.25,0.042,kg,0.042,chocolatinas,dia
2295,ORBIT chicLe grageas sabor sandia paquete 5 uds,2.29,0.077,kg,0.077,chicles,dia
2296,DOLCE GUSTO cafe con Leche descafeinado caja 16 capsuLas,4.25,15.741,ud,15.741,cafe en capsulas,dia
2297,BOOMER chicLe maxiroLL sabor coLa 75 gr ,1.99,0.075,kg,0.075,cocacola,dia
2298,CALVE mayonesa casera frasco 430 mL ,1.69,0.43,L,0.43,mayonesa,dia
2299,DIA stevia eduLcorante de mesa 150 comprimidos,1.69,1.69,kg,1.69,edulcorante,dia
2301,PRESIDENT Leche semidesnatada envase 1 Lt,0.73,1.0,L,1.0,leche semidesnatada,dia
2305,KIT KAT chocoLatina chocoLate negro 70% pack 3 unidades 41.5 gr,2.29,0.125,kg,0.125,chocolate negro,dia
2307,BRILLANTE arroz integraL con quinoa vaso 2 x 125 gr ,1.55,0.25,kg,0.25,arroz,dia
2310,BRILLANTE quinoa vaso 2 x 125 gr,1.45,0.25,kg,0.25,quinoa,dia
