,producto,precio,cantidad,medida,categoria,supermercado
5479,Angurinas de surimi Pescanova ultracongeladas,3.85,0.52,kg,gel de ducha,mercadona
5480,Lenguado entero Hacendado ultracongelado,5.9,0.6,kg,gel de ducha,mercadona
5481,Lomos de salmon de Noruega sin piel y sin espinas Hacendado congelado,4.65,0.5,kg,gel de ducha,mercadona
5482,Migas de bacalao sin espinas y sin piel Hacendado congeladas,2.98,0.3,kg,gel de ducha,mercadona
5483,Migas de bacalao dorado con cebolla y patatas paja Hacendado congelado,2.1,0.24,kg,gel de ducha,mercadona
5484,Rodajas de rape del cabo sin piel Mascato congeladas,6.75,0.3,kg,gel de ducha,mercadona
5485,Gallos sin cabeza Hacendado ultracongelado,6.25,0.6,kg,gel de ducha,mercadona
5486,Rodajas de atun congelado Hacendado,3.53,0.25,kg,gel de ducha,mercadona
5487,Colas de rape del cabo Hacendado ultracongeladas,8.95,0.8,kg,gel de ducha,mercadona
5488,Carne de Vieira ultracongelada Hacendado,8.5,0.213,kg,gel de ducha,mercadona
5489,Albondigas de bacalao Camos congeladas,1.5,0.4,kg,gel de ducha,mercadona
5490,Aritos de surimi a la romana Pescanova ultracongelados,2.19,0.625,kg,gel de ducha,mercadona
5491,Merluza empanada pan fino Hacendado ultracongelada,3.25,0.51,kg,gel de ducha,mercadona
5492,Filetes de merluza al huevo Hacendado ultracongelados,3.95,0.6,kg,gel de ducha,mercadona
5493,Varitas de merluza empanadas Hacendado ultracongeladas,2.7,0.5,kg,gel de ducha,mercadona
5494,Empanadillas de atun Hacendado ultracongeladas,1.5,0.5,kg,gel de ducha,mercadona
5495,Mini empanadillas de atun Hacendado ultracongeladas,1.6,0.5,kg,gel de ducha,mercadona
5496,Palitos de merluza a la romana Hacendado ultracongelados,1.85,0.5,kg,gel de ducha,mercadona
5497,Figuritas de merluza empanadas Hacendado ultracongeladas,3.0,0.5,kg,gel de ducha,mercadona
5498,Nuggets de merluza Pescanova ultracongelados,1.99,0.33,kg,gel de ducha,mercadona
5499,Chipirones enharinados Hacendado ultracongelado,4.15,0.4,kg,gel de ducha,mercadona
5500,Langostino caballitos rebozados Hacendado ultracongelados,2.95,0.3,kg,gel de ducha,mercadona
5502,Croquetas de merluza y gambas Preli ultracongeladas,1.5,0.35,kg,gel de ducha,mercadona
5503,Bunuelos de bacalao Fresno ultracongelados,1.75,0.35,kg,gel de ducha,mercadona
5504,Tortillitas de camarones Crabss ultracongeladas,2.5,0.3,kg,gel de ducha,mercadona
5505,Chanquitos enharinados Pescanova ultracongelados,1.65,0.185,kg,gel de ducha,mercadona
5506,Rabas empanadas Hacendado ultracongeladas,3.55,0.5,kg,gel de ducha,mercadona
5507,Anillas de pota a la romana Hacendado ultracongeladas,3.7,0.5,kg,gel de ducha,mercadona
5508,Tubo de pota congelado,1.15,0.1,kg,gel de ducha,mercadona
5509,Sepia limpia congelada,5.5,0.4,kg,gel de ducha,mercadona
5510,Sepia limpia troceada Hacendado congelada,3.89,0.36,kg,gel de ducha,mercadona
5511,Calamar limpio troceado Hacendado congelado,3.95,0.475,kg,gel de ducha,mercadona
5512,Rodaja de poton del pacifico cocido Hacendado congelado,4.75,0.475,kg,gel de ducha,mercadona
5513,Sepia limpia pequena Hacendado congelada,3.59,0.36,kg,gel de ducha,mercadona
5514,Tiras de poton del Pacifico Hacendado congeladas,3.5,0.4,kg,gel de ducha,mercadona
5515,Tinta de sepia Nortindal congelada,1.2,0.256,kg,gel de ducha,mercadona
5516,Anillas de pota Argentina Hacendado congeladas,4.6,0.36,kg,gel de ducha,mercadona
5517,Pulpo crudo grande Hacendado congelado,22.33,4.0,kg,gel de ducha,mercadona
5518,Chipiron puntilla Hacendado congelado,3.75,0.45,kg,gel de ducha,mercadona
5519,Pulpo cocido troceado Profand congelado,6.95,0.285,kg,gel de ducha,mercadona
5520,Calamar patagonico pequeno Hacendado ultracongelado,8.5,1.0,kg,gel de ducha,mercadona
5548,Salmon al curry con arroz,3.5,0.275,kg,arroz,mercadona
5550,Caracoles en salsa mediterranea,3.95,0.55,kg,salsa,mercadona
5553,Calamar pequeno sin limpiar descongelado,0.3,0.04,kg,gel de ducha,mercadona
5554,Calamar pequeno limpio descongelado sin barquilla y sin tripa,0.3,0.04,kg,gel de ducha,mercadona
5555,Calamar mediano sin limpiar descongelado,1.15,0.11,kg,gel de ducha,mercadona
5556,Calamar mediano limpio descongelado sin barquilla y sin tripa,1.15,0.11,kg,gel de ducha,mercadona
5557,Calamar grande sin limpiar descongelado,2.64,0.22,kg,gel de ducha,mercadona
5558,Calamar grande limpio descongelado sin barquilla y sin tripa,2.64,0.22,kg,gel de ducha,mercadona
5560,Tiras de poton descongeladas,1.24,0.25,kg,gel de ducha,mercadona
5638,Ensalada de alga wakame con salmon,4.5,0.16,kg,ensalada,mercadona
5643,Salsa de soja,0.9,0.026,kg,salsa soja,mercadona
5644,Salsa de soja sin gluten,1.15,0.026,kg,salsa soja,mercadona
5647,Jengibre,1.15,0.03,kg,jengibre,mercadona
5649,Bocaditos en salsa gato adulto Delikuit con pollo. pavo y verduras,0.32,0.4,kg,pechuga de pavo,mercadona
5652,Pate gato junior Delikuit con pollo y pavo,0.35,0.1,kg,pechuga de pavo,mercadona
5653,Pate gato adulto Delikuit con trucha y salmon,0.35,0.1,kg,pate,mercadona
5654,Pate gato adulto Delikuit con pollo y pavo,0.35,0.1,kg,pechuga de pavo,mercadona
5655,Pate gato adulto Delikuit con ternera e higado,0.35,0.1,kg,pate,mercadona
5656,Pate gato adulto Delikuit con salmon y trucha,0.65,0.4,kg,pate,mercadona
5657,Pate gato adulto Delikuit con pollo y pavo,0.65,0.4,kg,pechuga de pavo,mercadona
5658,Pate gato adulto Delikuit con ternera e higado,0.65,0.4,kg,pate,mercadona
5660,Gelatina gato Felix seleccion de pescados,1.49,1.6,kg,gel de ducha,mercadona
5664,Bocaditos en salsa gato adulto Delikuit,2.0,0.8,kg,salsa,mercadona
5665,Bocaditos en gelatina gato junior Delikuit con pollo y pavo,1.3,1.6,kg,pechuga de pavo,mercadona
5666,Bocaditos en salsa gato adulto Delikuit,2.0,0.8,kg,salsa,mercadona
5669,Comida gatos junior Compy con arroz y leche,3.38,5.0,kg,arroz,mercadona
5674,Comida gato esterilizado light Compy con aves y cereales,3.5,5.0,kg,cereales,mercadona
5675,Comida gato junior Supreme Compy con pollo y arroz,3.2,0.8,kg,arroz,mercadona
5676,Comida gato adulto Supreme Compy con pollo y arroz,4.55,5.0,kg,arroz,mercadona
5677,Comida gato esterilizado light Supreme Compy con pollo y cereales,4.8,5.0,kg,cereales,mercadona
5678,Comida gato adulto Supreme Compy salmon y arroz,4.55,5.0,kg,arroz,mercadona
5679,Comida gato senior Supreme Compy con pollo y arroz,4.55,5.0,kg,arroz,mercadona
5680,Comida gato bolas de pelo Supreme Compy con pollo y arroz,4.8,5.0,kg,arroz,mercadona
5681,Comida gato tracto urinario Supreme Compy con pollo y arroz,4.8,5.0,kg,arroz,mercadona
5691,Agua de colonia para perros y gatos Krislin,2.95,0.25,L,agua otro,mercadona
5698,Snack gato barritas Compy de pato y pavo,1.2,0.05,kg,pechuga de pavo,mercadona
5699,Pate perro junior Delikuit con ternera y leche,0.5,0.15,kg,pate,mercadona
5700,Pate perro junior Delikuit con pollo. pavo y verduras,0.6,0.3,kg,pechuga de pavo,mercadona
5701,Pate perro adulto Delikuit con ternera. higado y verduras,0.6,0.3,kg,pate,mercadona
5702,Pate perro adulto Delikuit con cordero. pollo y verduras,0.6,0.3,kg,cordero,mercadona
5704,Trozos en salsa perro adulto Delikuit con pollo. pavo y verduras,0.75,23.0,kg,pechuga de pavo,mercadona
5705,Pate perro adulto Delikuit con salmon y verduras,1.55,2.0,kg,pate,mercadona
5706,Pate perro adulto Delikuit con ternera y pollo,1.55,2.0,kg,pate,mercadona
5707,Pate perro adulto Delikuit con salmon y verduras,1.25,23.0,kg,pate,mercadona
5708,Salchicha perro adulto Delikuit con pollo y arroz,1.45,1.0,kg,arroz,mercadona
5710,Pate perro adulto Delikuit con cordero y verduras,0.5,0.15,kg,cordero,mercadona
5711,Pate perro adulto Delikuit con ternera y verduras,0.5,0.15,kg,pate,mercadona
5712,Trozos en salsa perro adulto Delikuit con cordero. pollo y verduras,0.65,0.15,kg,cordero,mercadona
5713,Trozos en salsa perro adulto Delikuit con ternera. pavo y verduras,0.65,0.15,kg,pechuga de pavo,mercadona
5714,Trozos en salsa perro adulto Delikuit con ternera. pavo y verduras,0.75,0.3,kg,pechuga de pavo,mercadona
5716,Comida cachorros junior Compy con pollo y arroz,5.0,4.0,kg,arroz,mercadona
5717,Comida perro adulto Compy con ternera. pollo. verduras y arroz,13.95,18.0,kg,arroz,mercadona
5718,Comida perro adulto Compy con pollo y cereales,4.0,4.0,kg,cereales,mercadona
5719,Comida perro adulto Compy con pollo y cereales,12.0,18.0,kg,cereales,mercadona
5720,Comida perro adulto Compy con pollo. cordero. verduras y arroz,6.7,4.0,kg,arroz,mercadona
5723,Comida perro senior light Compy con pollo. arroz y cebada,5.0,4.0,kg,arroz,mercadona
5724,Comida perro adulto Compy con cordero. ternera. verduras y arroz,4.95,3.0,kg,arroz,mercadona
5726,Comida perro junior Supreme Compy con pollo y arroz,4.15,5.0,kg,arroz,mercadona
5727,Comida perro adulto Supreme Compy con pollo y arroz,4.15,5.0,kg,arroz,mercadona
5728,Comida perro adulto Supreme Compy con salmon y arroz,24.5,10.0,kg,arroz,mercadona
5729,Comida perro adulto Supreme Compy con salmon y arroz,4.5,5.0,kg,arroz,mercadona
5730,Comida perro senior light Supreme Compy con pollo. cebada y arroz,4.15,5.0,kg,arroz,mercadona
5731,Comida perro junior Supreme Compy con pollo y arroz,7.45,3.0,kg,arroz,mercadona
5732,Comida perro adulto Supreme Compy con pollo y arroz,7.45,3.0,kg,arroz,mercadona
5733,Comida perro adulto Compy con ternera. pollo. verduras y arroz,4.2,4.0,kg,arroz,mercadona
5734,Comida perro adulto Supreme Compy con salmon y arroz,8.7,3.0,kg,arroz,mercadona
5735,Comida perro senior light Supreme Compy con pollo. cebada y arroz,7.45,3.0,kg,arroz,mercadona
5736,Comida perro adulto Supreme Compy con pollo y arroz,19.95,10.0,kg,arroz,mercadona
5737,Comida perro junior Compy con pollo y arroz,12.0,10.0,kg,arroz,mercadona
5742,Champu perro con aloe vera Krislin,1.95,0.31,L,champu,mercadona
5743,Agua de colonia para perros y gatos Krislin,2.95,0.25,L,agua otro,mercadona
5750,Snack perro huesitos junior Compy con leche,0.98,0.05,kg,chocolatinas,mercadona
5754,Snack perro barritas Compy con ternera y cordero,1.2,0.088,kg,cordero,mercadona
5762,Barritas de fruta y miel para Periquitos Natura,1.5,0.27,kg,miel,mercadona
5764,Barritas de fruta y miel para Canarios Natura,1.5,0.27,kg,miel,mercadona
5771,Alimento completo para Peces de agua fria Dr. Wu Tetra,2.4,0.052,kg,agua otro,mercadona
5773,Tratamiento para el agua del grifo Dr. Wu Tetra,6.0,0.25,L,agua otro,mercadona
5774,Alimento completo para Conejos enanos Granzoo,1.26,0.8,kg,conejo,mercadona
5776,Barritas de miel para Roedores Natura,1.5,0.224,kg,miel,mercadona
5778,Heno para conejos y roedores Granzoo con manzanilla,2.5,0.5,kg,conejo,mercadona
5805,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.0,2.4,kg,crema de cacao,mercadona
5816,Empanada de verduras,3.2,0.5,kg,empanada,mercadona
5827,Pan de leche Hacendado,1.8,0.48,kg,pan,mercadona
5833,Magdalenas con crema de cacao Hacendado,1.26,0.42,kg,crema de cacao,mercadona
5838,Napolitanas con crema de cacao Hacendado,1.0,0.32,kg,crema de cacao,mercadona
5839,Rosegones pasta de almendras Hacendado,1.3,0.25,kg,almendras,mercadona
5855,Panettone con pasas y naranja Giuseppe,2.7,0.5,kg,naranjas,mercadona
5858,Bizcocho banado en chocolate con leche Cadbury delight,1.5,0.175,kg,chocolate con leche,mercadona
5861,Bizcocho de naranja Hacendado,1.95,0.4,kg,naranjas,mercadona
5868,Pasta de almendra Hacendado,0.22,0.06,kg,almendras,mercadona
5872,Hojaldre cabello de ÃÂngel Hacendado,0.38,0.1,kg,gel de ducha,mercadona
5873,Hojaldre de manzana Hacendado,0.34,0.09,kg,manzanas,mercadona
5874,Palmera crema de avellana Hacendado,0.38,0.1,kg,avellanas,mercadona
5880,Polvoron de almendra La Muralla,0.16,0.04,kg,almendras,mercadona
5882,Rosco de vino y almendra La Muralla,0.12,0.03,kg,almendras,mercadona
5886,Mantecado de aceite de oliva La Muralla,0.16,0.04,kg,aceite de oliva,mercadona
5888,Mantecado de canela La Muralla,0.16,0.04,kg,canela,mercadona
5896,Alfajor de almendra La Muralla,0.11,0.028,kg,almendras,mercadona
5897,Cortadillo de cabello de ÃÂngel La Muralla,0.18,0.045,kg,gel de ducha,mercadona
5900,Pan de Cadiz Hacendado,2.5,0.25,kg,pan,mercadona
5902,Almendras rellenas de turron Hacendado,2.45,0.15,kg,almendras,mercadona
5903,Mazapan de Soto Hacendado,2.65,0.2,kg,mazapan,mercadona
5904,Figuritas de mazapan Hacendado,1.7,0.2,kg,mazapan,mercadona
5913,Preparado para pizzas Hacendado,0.65,0.5,kg,pizza,mercadona
5916,Harina de arroz Hacendado,0.95,0.5,kg,arroz,mercadona
5921,Harina de garbanzo Hacendado,1.2,0.5,kg,garbanzo,mercadona
5922,Chocolate negro Hacendado fundir,0.9,0.2,kg,chocolate negro,mercadona
5933,Base de tarta Hacendado,2.5,0.35,kg,tarta,mercadona
5936,Preparado en polvo gelatina pina Hacendado,1.05,0.34,kg,pina,mercadona
5939,Preparado gelatina maracuya Hacendado,1.05,0.34,kg,gel de ducha,mercadona
5942,Aroma agua de azahar Hacendado,1.8,0.15,L,agua otro,mercadona
5944,Chocolate negro Hacendado fundir 0% azucares anadidos,1.5,0.2,kg,chocolate negro,mercadona
5945,Chocolate con leche Hacendado fundir,1.1,0.2,kg,chocolate con leche,mercadona
5946,Preparado gelatina limon Hacendado,1.05,0.34,kg,gel de ducha,mercadona
5958,3 Barras de pan aceite de oliva,1.3,1.8,kg,aceite de oliva,mercadona
5959,Barra pan de aceite de oliva,0.44,0.2,kg,aceite de oliva,mercadona
5960,Barra pan de pueblo,1.15,0.8,kg,pan,mercadona
5961,Barra de pan 41% integral,0.43,0.21,kg,pan,mercadona
5962,Barra de pan rustica,0.45,0.25,kg,pan,mercadona
5965,Barra de pan campesina masa madre,0.55,0.25,kg,pan,mercadona
5966,Barra de pan sin sal anadida,0.53,0.21,kg,sal,mercadona
5969,Barra de pan picos,0.77,0.4,kg,pan,mercadona
5970,Barra de pan chapata,1.0,0.4,kg,pan,mercadona
5971,Pan de trigo espelta 100%,1.25,0.27,kg,pan,mercadona
5972,Pan de nueces 8.5%,1.5,0.35,kg,pan,mercadona
5973,Pan mono,1.35,0.5,kg,pan,mercadona
5974,Pan bregado,1.5,0.5,kg,pan,mercadona
5975,Pan campeon del mundo,1.89,0.75,kg,pan,mercadona
5976,Pan integral 100%,1.6,0.35,kg,pan,mercadona
5977,Pan Broa de maiz 24%,1.4,0.5,kg,pan,mercadona
5978,Pan con semillas 12.5%,1.5,0.36,kg,pan,mercadona
5980,Pan de pistacho 6% y frutos rojos 6%,1.99,0.2,kg,pistachos,mercadona
5983,Pan de cristal redondo,0.35,0.078,kg,pan,mercadona
5984,Panecillo de queso 18%,0.35,0.08,kg,queso,mercadona
5986,Pan mini semillas,0.25,0.09,kg,semillas,mercadona
5987,5 Barras de pan 51% integral,1.0,0.625,kg,pan,mercadona
5988,Panecillo harina integral 50% de trigo sin sal anadida,0.2,0.08,kg,sal,mercadona
5991,Panecillo de ajo 1.2%,0.22,0.026,kg,ajo,mercadona
5997,Pan Viena,0.25,0.08,kg,pan,mercadona
6000,Pan mono rebanado,1.35,0.5,kg,pan,mercadona
6001,Pan bregado rebanado,1.5,0.5,kg,pan,mercadona
6002,Pan campeon del mundo rebanado,1.89,0.75,kg,pan,mercadona
6003,Pan integral 100% rebanado,1.6,0.35,kg,pan,mercadona
6004,Pan de trigo espelta 100% rebanado,1.25,0.27,kg,pan,mercadona
6005,Pan de nueces 8.5% rebanado,1.5,0.35,kg,pan,mercadona
6006,Barra pan de pueblo rebanada,1.15,0.8,kg,pan,mercadona
6007,3 Barras de pan rebanadas,1.1,2.25,kg,pan,mercadona
6008,Barra de pan rebanada,0.45,0.25,kg,pan,mercadona
6009,3 Barras de pan aceite de oliva rebanadas,1.3,1.8,kg,aceite de oliva,mercadona
6010,Barra pan de aceite de oliva rebanada,0.44,0.2,kg,aceite de oliva,mercadona
6011,Barra de pan 41% integral rebanada,0.43,0.21,kg,pan,mercadona
6012,Barra de pan rustica rebanada,0.45,0.25,kg,pan,mercadona
6013,Barra de pan campesina masa madre rebanada,0.55,0.25,kg,pan,mercadona
6014,Barra de pan sin sal anadida rebanada,0.53,0.21,kg,sal,mercadona
6015,Barra de pan picos rebanado,0.77,0.4,kg,pan,mercadona
6016,Pan Broa de maiz 24% rebanado,1.4,0.5,kg,pan,mercadona
6017,Pan con semillas 12.5% rebanado,1.5,0.36,kg,pan,mercadona
6028,Pan de molde sin gluten multicereales Beiker,2.65,0.3,kg,cereales,mercadona
6031,Pan redondo 5 semillas,1.45,0.5,kg,semillas,mercadona
6032,Barra de pan tradicional,1.15,0.7,kg,pan,mercadona
6033,Barra de pan multifibras,1.0,0.6,kg,pan,mercadona
6036,Pan de molde semillas y pipas de calabaza Hacendado,1.68,8.12,kg,pipas,mercadona
6037,Pan de sandwich cereales Hacendado,1.09,2.48,kg,pan,mercadona
6039,Pan de molde 12 cereales y semillas Hacendado,1.5,12.24,kg,semillas,mercadona
6040,Pan 82% integral de centeno Hacendado,1.25,0.5,kg,pan,mercadona
6043,Pan del abuelo,1.2,0.5,kg,pan,mercadona
6045,Pan maxi hamburguesa Hacendado,0.79,1.2,kg,pan,mercadona
6047,Pan hot dog Hacendado,0.7,1.98,kg,pan,mercadona
6048,Pan de hamburguesa Hacendado sin sesamo,0.85,0.88,kg,pan,mercadona
6051,Pan de Pita Original precocido,1.19,0.4,kg,pan,mercadona
6053,Piadinas pan estilo italiano Hacendado,1.95,1.28,kg,pan,mercadona
6055,Pan de hamburguesa 100% integral Hacendado,1.1,1.32,kg,pan,mercadona
6056,Pan de hamburguesa Brioche Hacendado,0.8,0.22,kg,pan,mercadona
6057,Pan de hamburguesa sin gluten Hacendado,2.0,0.32,kg,pan,mercadona
6059,Pan tostado classic Hacendado,1.3,3.3,kg,pan,mercadona
6062,Pan tostado con tomate Hacendado,0.9,0.17,kg,pan,mercadona
6064,Pan tostado cereales y semillas Hacendado,1.99,3.3,kg,semillas,mercadona
6065,Pan tostado con ajo y perejil Hacendado,0.9,0.17,kg,pan,mercadona
6066,Panecillos tostados cereales y semillas Hacendado,0.9,0.25,kg,semillas,mercadona
6067,Pan tostado pasas Hacendado,1.0,0.12,kg,pasas,mercadona
6068,Pan tostado para dipear y untar Pan Spezial,1.4,0.25,kg,pan,mercadona
6070,Pan tostado 100% integral bajo en sal y en azucares Hacendado,1.95,3.24,kg,sal,mercadona
6072,Pan tostado 100% espelta integral Hacendado,1.3,0.25,kg,pan,mercadona
6073,Pan tostado vitalite Wasa,2.25,0.28,kg,pan,mercadona
6074,Pan tostado 100% integral,1.45,3.3,kg,pan,mercadona
6075,Pan rallado Hacendado,0.6,0.75,kg,pan,mercadona
6076,Pan rallado con ajo y perejil Hacendado,0.7,0.5,kg,pan,mercadona
6077,Pan rallado casero Hacendado,0.88,0.5,kg,pan,mercadona
6078,Pan rallado sin gluten Hacendado,1.95,0.35,kg,pan,mercadona
6080,Pan de fibra y sesamo Hacendado,0.9,6.5,kg,pan,mercadona
6084,Crackers con sal Galbusera,1.6,7.0,kg,sal,mercadona
6085,Mini tartaletas Confiletas,1.65,1.792,kg,tarta,mercadona
6094,Piquitos bajos en sal Hacendado,1.1,0.25,kg,sal,mercadona
6095,Grissini palitos de pan con sesamo Hacendado,1.35,0.2,kg,pan,mercadona
6098,Grissini palitos de pan Hacendado,1.5,1.0,kg,pan,mercadona
6101,Palitos de pan con pipas Anitin,1.19,0.166,kg,pan,mercadona
6103,Palitos de pan con cereales y trigo espelta 25% Anitin,1.19,0.15,kg,pan,mercadona
6104,Palitos de pan con chocolate Anitin,1.19,0.18,kg,pan,mercadona
6105,Palitos de pan 100% integral Anitin,1.19,0.166,kg,pan,mercadona
6106,Palitos de pan con queso Anitin,1.19,0.142,kg,pan,mercadona
6107,Panes especiales con tomate y oregano Hacendado,0.65,0.08,kg,tomate,mercadona
6108,Panes especiales sabor pizza con queso Hacendado,0.6,0.08,kg,pizza,mercadona
6138,Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.0,2.4,kg,crema de cacao,mercadona
6149,Empanada de verduras,3.2,0.5,kg,empanada,mercadona
6160,Pan de leche Hacendado,1.8,0.48,kg,pan,mercadona
6166,Magdalenas con crema de cacao Hacendado,1.26,0.42,kg,crema de cacao,mercadona
6171,Napolitanas con crema de cacao Hacendado,1.0,0.32,kg,crema de cacao,mercadona
6172,Rosegones pasta de almendras Hacendado,1.3,0.25,kg,almendras,mercadona
6188,Panettone con pasas y naranja Giuseppe,2.7,0.5,kg,naranjas,mercadona
6191,Bizcocho banado en chocolate con leche Cadbury delight,1.5,0.175,kg,chocolate con leche,mercadona
6194,Bizcocho de naranja Hacendado,1.95,0.4,kg,naranjas,mercadona
6201,Pasta de almendra Hacendado,0.22,0.06,kg,almendras,mercadona
6205,Hojaldre cabello de ÃÂngel Hacendado,0.38,0.1,kg,gel de ducha,mercadona
6206,Hojaldre de manzana Hacendado,0.34,0.09,kg,manzanas,mercadona
6207,Palmera crema de avellana Hacendado,0.38,0.1,kg,avellanas,mercadona
6213,Polvoron de almendra La Muralla,0.16,0.04,kg,almendras,mercadona
6215,Rosco de vino y almendra La Muralla,0.12,0.03,kg,almendras,mercadona
6219,Mantecado de aceite de oliva La Muralla,0.16,0.04,kg,aceite de oliva,mercadona
6221,Mantecado de canela La Muralla,0.16,0.04,kg,canela,mercadona
6229,Alfajor de almendra La Muralla,0.11,0.028,kg,almendras,mercadona
6230,Cortadillo de cabello de ÃÂngel La Muralla,0.18,0.045,kg,gel de ducha,mercadona
6233,Pan de Cadiz Hacendado,2.5,0.25,kg,pan,mercadona
6235,Almendras rellenas de turron Hacendado,2.45,0.15,kg,almendras,mercadona
6236,Mazapan de Soto Hacendado,2.65,0.2,kg,mazapan,mercadona
6237,Figuritas de mazapan Hacendado,1.7,0.2,kg,mazapan,mercadona
6246,Preparado para pizzas Hacendado,0.65,0.5,kg,pizza,mercadona
